id,name
0,Villar de Brenes
1,Las Delicias
2,Villar Tesoro
3,Alcotrista
4,El Tejarillo
5,Azanaque-Castillejo
6,Isla del Castillo
7,Arva
8,La Catria
9,Huerta del Río
10,Tierras del Judío
11,Malpica
12,Malpica Sur
13,Huertas de Belén
14,Cerro de los Pesebres
15,Cortijo de Romero
16,La Corregidora
17,Villaseca
18,Dehesa de Arriba
19,El Temple (Este)
20,El Temple
