AmphoraIdentifier,AmphoraIdentifier,AmphoricTypeTitle,AreaTitle,FindingPlaceTitle,FindingPlaceLatitude,FindingPlaceLongitude,FullTranscription,SimplifiedTranscription,,ProductionPlaceTitle,,,,,,,,,
14599,14599,Dressel 20,Mainz,Gautor,49.984188,8.279096,|AL·FO|,ALFO,,La Catria,,,,,,,,,
14603,14603,Dressel 20,Mainz,Mainz,49.984188,8.279096,"ALFO, sine imagine",ALFO,,La Catria,,,,,,,,,
14605,14605,Dressel 20,Mainz,Mainz,49.984188,8.279096,|AELFO|,AELFO,,La Catria,,,,,,,,,
14616,14616,Dressel 20,Mainz,Mainz,49.984188,8.279096,|G·M·M·F|,GMMF,,Azanaque-Castillejo,,,,,,,,,
14629,14629,Dressel 20,Mainz,Brunnen 1,49.984188,8.279096,|PMOCV|/FIGEDO|,PMOCVFIGEDO,,La Corregidora,,,,,,,,,
14661,14661,Dressel 20,Mainz,Universitätsklinik,49.984188,8.279096,|L'·M·V^E',LMVE,,Alcolea del Río,,,,,,,,,
14661,14661,Dressel 20,Mainz,Universitätsklinik,49.984188,8.279096,|L'·M·V^E',LMVE,,Mejía,,,,,,,,,
14661,14661,Dressel 20,Mainz,Universitätsklinik,49.984188,8.279096,|L'·M·V^E',LMVE,,Villar Tesoro,,,,,,,,,
14663,14663,Dressel 20,Mainz,"Radweg, Schnitt V",49.984188,8.279096,|PM^AN^ISV[P],PMANISVP,,,,,,,,,,,
14697,14697,Dressel 20,Mainz,Weisenau,49.984188,8.279096,|SNR|,SNR,,La Catria,,,,,,,,,
14703,14703,Dressel 20,Mainz,Mainz,49.984188,8.279096,|SNR|,SNR,,La Catria,,,,,,,,,
14730,14730,Dressel 20,Mainz,Mainz,49.984188,8.279096,|CONSFC',CONSFC,,Azanaque-Castillejo,,,,,,,,,
14730,14730,Dressel 20,Mainz,Mainz,49.984188,8.279096,|CONSFC',CONSFC,,Castillo de Azanaque,,,,,,,,,
14736,14736,Dressel 20,Mainz,Mainz,49.984188,8.279096,[POR]OCODV|,POROCODV (BOROCODV),,La Catria,,,,,,,,,
14748,14748,Dressel 20,Mainz,Gautor,49.984188,8.279096,|A·P·G|,APC (APG),,,,,,,,,,,
14760,14760,Dressel 20,Mainz,Friedberg,49.984188,8.279096,"APM, sine imagine",APM,,El Marchante,,,,,,,,,
14784,14784,Dressel 20,Mainz,Bereich der neuen Wäscherei,49.984188,8.279096,"PONTICI, sine imagine",PONTICI,,,,,,,,,,,
14785,14785,Dressel 20,Mainz,Weisenauer Steinbruch,49.984188,8.279096,[PONTICI],PONTICI,,,,,,,,,,,
14787,14787,Dressel 20,Mainz,südwestlich der neuen Chirugie,49.984188,8.279096,"POPVLI, sine imagine",POPVLI,,La Catria,,,,,,,,,
14787,14787,Dressel 20,Mainz,südwestlich der neuen Chirugie,49.984188,8.279096,"POPVLI, sine imagine",POPVLI,,Los Guerras,,,,,,,,,
14791,14791,Dressel 20,Mainz,bei Brunnen 2,49.984188,8.279096,[A]Q'F'V'A',AQFVA,,,,,,,,,,,
14799,14799,Dressel 20,Mainz,Universitätsklinik,49.984188,8.279096,|L·Q·S|,LQS,,Alcolea del Río,,,,,,,,,
14809,14809,Dressel 20,Mainz,"Elisabethenstrasse, Steinerne Strasse",49.984188,8.279096,|LQS|,LQS,,Alcolea del Río,,,,,,,,,
14814,14814,Dressel 20,Mainz,Gautor,49.984188,8.279096,|L·Q·S·|,LQS,,Alcolea del Río,,,,,,,,,
14822,14822,Dressel 20,Mainz,Kastell,49.984188,8.279096,|LQ·S|,LQS,,Alcolea del Río,,,,,,,,,
14831,14831,Dressel 20,Mainz,Mainz,49.984188,8.279096,|PRI|,PRI,,Itálica,,,,,,,,,
14840,14840,Dressel 20,Mainz,Münsterstrasse,49.984188,8.279096,|ROM^AN^I|,ROMANI (ROMNI),,,,,,,,,,,
14841,14841,Dressel 20,Mainz,Baugrube des neuen Hörsaales,49.984188,8.279096,|RVFP~O|,RVFIPO,,La Catria,,,,,,,,,
14846,14846,Dressel 20,Mainz,Bodenheimer Schuttkippe,49.984188,8.279096,[P]OR·P·S],PORPS,,La Catria,,,,,,,,,
14849,14849,Dressel 20,Mainz,Mainz,49.984188,8.279096,|PO'R·P·S·A*,PORPSA,,La Catria,,,,,,,,,
14852,14852,Dressel 20,Mainz,Achnitt der Strasse II,49.984188,8.279096,|P·S·AVI[TI],PSAVITI,,Sevilla,,,,,,,,,
14852,14852,Dressel 20,Mainz,Achnitt der Strasse II,49.984188,8.279096,|SV^AVI|,SVAVI,,Sevilla,,,,,,,,,
14854,14854,Dressel 20,Mainz,Mainz,49.984188,8.279096,|L·S·LVPI|,LSLVPI,,La María,,,,,,,,,
14862,14862,Dressel 20,Mainz,Mainz,49.984188,8.279096,|LSP·BO|,LSPBO,,Juan Barba,,,,,,,,,
14871,14871,Dressel 20,Mainz,Pav.20,49.984188,8.279096,|QSP((palma))|,QSP,,,,,,,,,,,
14878,14878,Dressel 20,Mainz,Mainz,49.984188,8.279096,QSASER,QSASER,,,,,,,,,,,
14880,14880,Dressel 20,Mainz,a.1966,49.984188,8.279096,|CSEA^N^T|,CSEANT,,,,,,,,,,,
14883,14883,Dressel 20,Mainz,Spital,49.984188,8.279096,|QS'E'P'·SA|,QSEPSA?,,,,,,,,,,,
14886,14886,Dressel 20,Mainz,Göttelmannstrasse,49.984188,8.279096,C·SEMPO<LYCLI[TI],CSEMPOLYCLITI,,,,,,,,,,,
14890,14890,Dressel 20,Mainz,Universitätsklinik,49.984188,8.279096,|SER|,SER,,,,,,,,,,,
14895,14895,Dressel 20,Mainz,Weisenau,49.984188,8.279096,|L·ST^R·LVC^A^N^I|,LSTRLVCANI,,,,,,,,,,,
14902,14902,Dressel 20,Mainz,bei Pav.20,49.984188,8.279096,|SA^E^N^IA^M^VS|,SAENIAMVS,,,,,,,,,,,
14906,14906,Dressel 20,Mainz,bei Pav.21,49.984188,8.279096,|OPT·S'A'EN^I|,OPTSAENI,,,,,,,,,,,
14909,14909,Dressel 20,Mainz,Proviantamt,49.984188,8.279096,|SA^T^V^RN[INI],SATVRNINI,,,,,,,,,,,
14911,14911,Dressel 20,Mainz,Mainz,49.984188,8.279096,|SAXOF'E'[RRI],SAXOFERRI,,,,,,,,,,,
14918,14918,Dressel 20,Mainz,Gautorplatz,49.984188,8.279096,|[S]AXOFER|,SAXOFER,,,,,,,,,,,
14923,14923,Dressel 20,Mainz,Proviantamt,49.984188,8.279096,|SCA^L~ENS^IAG^EM^E|,SCALENSIAGEME,,Cerro de los Pesebres,,,,,,,,,
14924,14924,Dressel 20,Mainz,"bei der neuen Chirurgie, Grube VI",49.984188,8.279096,|SC{A^LE}NS^IACRE|,SCALESIACRE,,Cerro de los Pesebres,,,,,,,,,
14930,14930,Dressel 20,Mainz,Legionslager,49.984188,8.279096,*SCA^LFES|,SCALFES,,Cerro de los Pesebres,,,,,,,,,
14934,14934,Dressel 20,Mainz,Mainz,49.984188,8.279096,|FSCIM|/|NIANO|,FSCIMNIANO,,Las Delicias,,,,,,,,,
14935,14935,Dressel 20,Mainz,Mainz,49.984188,8.279096,F'SCIM|/|NIANO|,FSCIMNIANO,,Las Delicias,,,,,,,,,
14936,14936,Dressel 20,Mainz,Kastell Niederbieber,49.984188,8.279096,"FSCIMNIANO, sine imagine",FSCIMNIANO,,Las Delicias,,,,,,,,,
14938,14938,Dressel 20,Mainz,"zwischen Münsterstrasse und Walpodenstrasse, Erweiterungsbau der Familie Henkell",49.984188,8.279096,F'SC'IM'|/N'IANO'|,FSCIMNIANO,,Las Delicias,,,,,,,,,
14939,14939,Dressel 20,Mainz,am 12.Januar 1905 auf dem Gebiete des Reichen-Clara-Klosters an der Flachsmarkstrasse gefunden,49.984188,8.279096,|FSCIM|/|NIANI|,FSCIMNIANI,,Las Delicias,,,,,,,,,
14940,14940,Dressel 20,Mainz,Mainz,49.984188,8.279096,[S]T'A^TIA^NI^ENSI'A|,STATIANIENSIA,,Tarancón,,,,,,,,,
14944,14944,Dressel 20,Mainz,Mainz,49.984188,8.279096,|ST·CA|,STCA,,Las Sesenta,,,,,,,,,
14949,14949,Dressel 20,Mainz,Universitätskliniken,49.984188,8.279096,|C·TO·SE·SA^L|,CTOSESAL,,,,,,,,,,,
14950,14950,Dressel 20,Mainz,bei Pav.19/20,49.984188,8.279096,|CTYC·CL|,CTYCCL,,,,,,,,,,,
14952,14952,Dressel 20,Mainz,Universitätsklinik,49.984188,8.279096,|TERT'I'|,TERTI,,,,,,,,,,,
14953,14953,Dressel 20,Mainz,Mainz,49.984188,8.279096,|LVA|,LVA,,Dehesa de Arriba,,,,,,,,,
14954,14954,Dressel 20,Mainz,"zwischen Münsterstrasse und Walpodenstrasse, Erweiterungsbau der Familie Henkell",49.984188,8.279096,|P·V·A((corona))|,PVA,,,,,,,,,,,
14958,14958,Dressel 20,Mainz,Brunnenanlage,49.984188,8.279096,|L·V·F'|,LVF,,,,,,,,,,,
14966,14966,Dressel 20,Mainz,a. 1969,49.984188,8.279096,|EV·RI|,EVRI,,,,,,,,,,,
14971,14971,Dressel 20,Mainz,bei Bau 8 a,49.984188,8.279096,|L'·V^A^LT^ROP^H^IM^I|,LVALTROPHIMI,,Arva,,,,,,,,,
14974,14974,Dressel 20,Mainz,"Radweg/Am Stielchen, Westlich des Radweges, früher Weinbergstrasse",49.984188,8.279096,|L·V·TROP^H^IM^I|,LVTROPHIMI,,Arva,,,,,,,,,
14974,14974,Dressel 20,Mainz,"Radweg/Am Stielchen, Westlich des Radweges, früher Weinbergstrasse",49.984188,8.279096,|L·V·TROP^H^IM^I|,LVTROPHIMI,,La Catria,,,,,,,,,
14974,14974,Dressel 20,Mainz,"Radweg/Am Stielchen, Westlich des Radweges, früher Weinbergstrasse",49.984188,8.279096,|L·V·TROP^H^IM^I|,LVTROPHIMI,,Lora la Vieja,,,,,,,,,
14975,14975,Dressel 20,Mainz,Göttelmannstrasse,49.984188,8.279096,|L·V·TROP^H^IM^I|,LVTROPHIMI,,Arva,,,,,,,,,
14975,14975,Dressel 20,Mainz,Göttelmannstrasse,49.984188,8.279096,|L·V·TROP^H^IM^I|,LVTROPHIMI,,La Catria,,,,,,,,,
14975,14975,Dressel 20,Mainz,Göttelmannstrasse,49.984188,8.279096,|L·V·TROP^H^IM^I|,LVTROPHIMI,,Lora la Vieja,,,,,,,,,
14976,14976,Dressel 20,Mainz,Bereich der neuen Chirugie,49.984188,8.279096,"LVTROPHIMI, sine imagine",LVTROPHIMI,,Arva,,,,,,,,,
14976,14976,Dressel 20,Mainz,Bereich der neuen Chirugie,49.984188,8.279096,"LVTROPHIMI, sine imagine",LVTROPHIMI,,La Catria,,,,,,,,,
14976,14976,Dressel 20,Mainz,Bereich der neuen Chirugie,49.984188,8.279096,"LVTROPHIMI, sine imagine",LVTROPHIMI,,Lora la Vieja,,,,,,,,,
14978,14978,Dressel 20,Mainz,Spital,49.984188,8.279096,|L·[V]·V|,LVV?,,,,,,,,,,,
14979,14979,Dressel 20,Mainz,Alteburg,49.984188,8.279096,|L·A'[L]·V[IT],LVALVIT,,,,,,,,,,,
14980,14980,Dressel 20,Mainz,Weisenau,49.984188,8.279096,|{L·}V^A[^L]·[A^]M^E'^T',LVALEAME,,Dehesa de Arriba,,,,,,,,,
14987,14987,Dressel 20,Mainz,Mainz,49.984188,8.279096,"VIRGIN, sine imagine",VIRGIN,,Villar de Brenes,,,,,,,,,
14991,14991,Dressel 20,Mainz,neue Apotheke,49.984188,8.279096,|V'IR·IIII|,VIRIIII,,Villar de Brenes,,,,,,,,,
18897,18897,Dressel 20,Mainz,Neubaten der Maierschen Brauerei (Geyl),49.984188,8.279096,|PsPAC|,PSPAC,,07/01/03,,,,,,Germany,,,
18898,18898,Dressel 20,Mainz,Mainz,49.984188,8.279096,+PAC|,PAC,,,,,,,,,,,
18899,18899,Dressel 20,Mainz,Mainz,49.984188,8.279096,"|PQAF|, sine imagine",PQAF,,La Catria,,,,,,,,,
18900,18900,Dressel 20,Mainz,Mainz,49.984188,8.279096,|C·A·L^F|,CALF,,,,,,,,,,,
18901,18901,Dressel 20,Mainz,Weisenau,49.984188,8.279096,|Q·A·G·APOL|,QAGAPOL,,,,,,,,,,,
18902,18902,Dressel 20,Mainz,"Bau, 406; sek. Bauschuttkippe St. Johann; 13/6/1991",49.984188,8.279096,|Q·A·GEMELI|,QAGEMELI,,,,,,,,,,,
18903,18903,Dressel 20,Mainz,12/10/05,49.984188,8.279096,|PORL^AR|,PORLAR,,La Catria,,,,,,,,,
18904,18904,Dressel 20,Mainz,13/07/55,49.984188,8.279096,|M·A·R|,MAR,,Azanaque-Castillejo,,,,,,,,,
18905,18905,Dressel 20,Mainz,nahe Bau 1,49.984188,8.279096,|M·A·R|,MAR,,04/04/22,,,,,,Germany,,,
18906,18906,Dressel 20,Mainz,"Paul-Gerhardt-Weg, Fl.6, Profil W8-X8, Bl.117, Nr.11, 29.7. a. 1994.",49.984188,8.279096,|M'A'A'|,MAR,,Itálica,,,,,,,,,
18907,18907,Dressel 20,Mainz,26/03/60,49.984188,8.279096,|P·Q·A·R|,PQAR,,,,,,,,,,,
18908,18908,Dressel 20,Mainz,Mainz,49.984188,8.279096,|C{A·}E'+,CAE...,,,,,,,,,,,
18909,18909,Dressel 20,Mainz,a. 1968,49.984188,8.279096,|L·A·EL|,LAEL,,Las Valbuenas,,,,,,,,,
18910,18910,Dressel 20,Mainz,a. 1984,49.984188,8.279096,|L·AEL'|,LAEL,,Las Valbuenas,,,,,,,,,
18911,18911,Dressel 20,Mainz,"Profil C-D, Lesefund, Bl.1, Juni 1998.",49.984188,8.279096,|MA^EL^A^EX|,MAELAEX,,El Mohino,,,,,,,,,
18912,18912,Dressel 20,Mainz,"Zalhbacher Hang, a. 1967.",49.984188,8.279096,[Q]A^EOP^TA[TI],QAELIOPTATI,,,,,,,,,,,
18914,18914,Dressel 20,Mainz,sek.: Aushub,49.984188,8.279096,|M·A^EM·R'[VS],MAEMRVS,,1994-08-01,,,,,,Germany,,,
18915,18915,Dressel 20,Mainz,Steinbruch,49.984188,8.279096,|LA^N^TSVR^I|,LANTSVRI,,03/01/03,,,,,,Germany,,,
18916,18916,Dressel 20,Mainz,neuen Krankenhaus,49.984188,8.279096,|G·AN^TON^IQVI^E[TI],GANTONIQVIETI (CANTONIQVIETI),, aus einer Abfallgrube,,,,,,-5.668155,Germany,,
18917,18917,Dressel 20,Mainz,"sek:: Deponie Budenheim, Am Rhein, Juni/Juli 1998.",49.984188,8.279096,|[C]AN^TON^I[QVIETI],CANTONIQVIETI,,Alcolea del Río,,,,,,,,,
18918,18918,Dressel 20,Mainz,"Anbau Innenministerium, BerF, 1982.",49.984188,8.279096,[C]A'N^T'ON^I·QVI^ET^I|,CANTONIQVIETI,,Alcolea del Río,,,,,,,,,
18919,18919,Dressel 20,Mainz,"Unterhaus-Vorgelände, Lesefund 1990.",49.984188,8.279096,|CA^N^TQVI^E'[TI],CANTQVIETI,,,,,,,,,,,
18920,18920,Dressel 20,Mainz,a. 1969.,49.984188,8.279096,|MA^TM,MATM,,,,,,,,,,,
18921,18921,Dressel 20,Mainz,"Fl.2, Sch.1, Lesefund, 1988.",49.984188,8.279096,|LA^TRVS|,LATRVS,,,,,,,,,,,
18922,18922,Dressel 20,Mainz,a. 1965/66.,49.984188,8.279096,|ACIRC|,ACIRC,,La Catria,,,,,,,,,
18923,18923,Dressel 20,Mainz,Mainz,49.984188,8.279096,|ACIRCIF'|,ACIRCIF,,,,,,,,,,,
18924,18924,Dressel 20,Mainz,Steinbruch,49.984188,8.279096,|ACIRCI|,ACIRCI,, 3/1/1903.,,,,,,Germany,,,
18925,18925,Dressel 20,Mainz,"NS-Profil aus Brandschutt, Lesefunde Nr. 13; a. 4/10/1994.",49.984188,8.279096,|FIGLIN·ACIRGI/|M·S·MAVRIA^N^I,FIGLINAACIRGIMSMMAVRIANI,,,,,,,,,,,
18926,18926,Dressel 20,Mainz,"NS-Profil aus Brandschutt, Lesefunde Nr. 13; a. 4/10/1994.",49.984188,8.279096,|A'RAXIF'M|,ARAXIFM,,Malpica Sur,,,,,,,,,
18928,18928,Dressel 20,Mainz,Lesefunde,49.984188,8.279096,|A^R'VA|,ARVA,, 13/10/1992.,,,,,,Germany,,,
18929,18929,Dressel 20,Mainz,Snitt 7,49.984188,8.279096,|A^TIT'·T^A^E|,ATITTAE,, gosse Grube am Südostende,,,,,,-5.430593,Germany,,
18930,18930,Dressel 20,Mainz,Mainz,49.984188,8.279096,[A]V'G(-)N|,AVG...N,,Los Villares,,,,,,,,,
18931,18931,Dressel 20,Mainz,"Neideckerstrasse 16; Römische Siedlung, Bl.1, Nr. 7-11; 2/7/1996.",49.984188,8.279096,|B|,B,,,,,,,,,,,
18933,18933,Dressel 20,Mainz,"Parz. 155/1, Lesefund, Januar-April 1987.",49.984188,8.279096,|MCC((palma))|,MCC,,Cerro de los Pesebres,,,,,,,,,
18933,18933,Dressel 20,Mainz,"Parz. 155/1, Lesefund, Januar-April 1987.",49.984188,8.279096,|MCC((palma))|,MCC,,Madueño,,,,,,,,,
18934,18934,Dressel 20,Mainz,"Steinbruch, Planqu.46, Lesefunde; 16/8/1962.",49.984188,8.279096,|Q((hedera))CC((hedera))|,QCC,,Las Sesenta,,,,,,,,,
18935,18935,Dressel 20,Mainz,Lesefunde,49.984188,8.279096,|Q·C·C·L|,QCCL,, Grab.50.,,,,,,Germany,,,
18936,18936,Dressel 20,Mainz,Mainz,49.984188,8.279096,|L·C·F·P·O+,LCFPO?,,,,,,,,,,,
18937,18937,Dressel 20,Mainz,Mainz,49.984188,8.279096,|QCI|,QCI,,,,,,,,,,,
18938,18938,Dressel 20,Mainz,Mainz,49.984188,8.279096,|SCLC|,SCLC,,Doña Mencía,,,,,,,,,
18939,18939,Dressel 20,Mainz,Mainz,49.984188,8.279096,|[Sclc,SCLC,,Doña Mencía,,,,,,,,,
18940,18940,Dressel 20,Mainz,Mainz,49.984188,8.279096,V·CL·C],VCLC,,,,,,,,,,,
18941,18941,Dressel 20,Mainz,Mainz,49.984188,8.279096,|P'C'M+,PCM,,,,,,,,,,,
18942,18942,Dressel 20,Mainz,Mainz,49.984188,8.279096,|QCR|,QCR,,Sevilla,,,,,,,,,
18943,18943,Dressel 20,Mainz,Mainz,49.984188,8.279096,QCR|,QCR,,Sevilla,,,,,,,,,
18944,18944,Dressel 20,Mainz,Mainz,49.984188,8.279096,|Q·C·R|,QCR,,Sevilla,,,,,,,,,
18945,18945,Dressel 20,Mainz,Mainz,49.984188,8.279096,|QCRM'|,QCRM,,,,,,,,,,,
18946,18946,Dressel 20,Mainz,"Steinbruch, Planqu. 7/8.",49.984188,8.279096,|Q{C·}RV|,QCRV,,,,,,,,,,,
18947,18947,Dressel 20,Mainz,Bau 606,49.984188,8.279096,|L·C·SOL|,LCSOL,, a. 1985,,,,,,Germany,,,
18948,18948,Dressel 20,Mainz,a. 1981.,49.984188,8.279096,LCVFP],LCVFP,,,,,,,,,,,
18949,18949,Dressel 20,Mainz,Probeschurf,49.984188,8.279096,|PC^A^EH^ER|,PCAEHER,, Lesefunde,,,,,,-5.472436,Germany,,
18950,18950,Dressel 20,Mainz,Schitt XXVII,49.984188,8.279096,[QC]ALM^A^RSI|,QCALMARSI,, Grube am Nordende des Schnittes,,,,,,,Germany,,
18951,18951,Dressel 20,Mainz,Lesefund,49.984188,8.279096,|Q·CA^L·M^A^RSI|,QCALMARSI,, a. 1988,,,,,,Germany,,,
18952,18952,Dressel 20,Mainz,a. 1967,49.984188,8.279096,|IICAMILI|/|MELISSI|,IICAMILIMELISSI,,Arva,,,,,,,,,
18952,18952,Dressel 20,Mainz,a. 1967,49.984188,8.279096,|IICAMILI|/|MELISSI|,IICAMILIMELISSI,,Las Delicias,,,,,,,,,
18953,18953,Dressel 20,Mainz,Pavillon 19,49.984188,8.279096,+V·C'L'E'+,...VCLE...,, a. 1910.,,,,,,Germany,,,
18954,18954,Dressel 20,Mainz,Fundstelle 15,49.984188,8.279096,|F'CAERARI,FCAERARI,, gemauerter Keller,,,,,,-5.030238,Germany,,
18955,18955,Dressel 20,Mainz,a. 1.8.1927.,49.984188,8.279096,|CA^L^PV^RQ+,CALPVRQVA?,,Madre Vieja II,,,,,,,,,
18956,18956,Dressel 20,Mainz,Bau 606,49.984188,8.279096,|D'IORN|,DIORN,, a. 1986,,,,,,Germany,,,
18957,18957,Dressel 20,Mainz,a. 1984.,49.984188,8.279096,|KV'·F+/|COL·L+,KVF.../COLL...,,,,,,,,,,,
18958,18958,Dressel 20,Mainz,Scnitt XIIIa,49.984188,8.279096,|C''O'NSF'|,CONSF?,, Grabenfüllung,,,,,,-5.556263,Germany,,
18958,18958,Dressel 20,Mainz,Scnitt XIIIa,49.984188,8.279096,|C''O'NSF'|,CONSF?,, Grabenfüllung,,,,,,-5.565544,Germany,,
18959,18959,Dressel 20,Mainz,Anfang 70er Jahre.,49.984188,8.279096,CA'+,CA...,,,,,,,,,,,
18960,18960,Dressel 20,Mainz,Lesefund,49.984188,8.279096,|DOM|,DOM,, a. 1986/87,,,,,,Germany,,,
18961,18961,Dressel 20,Mainz,a. 25.2.1967,49.984188,8.279096,|DOMS|,DOMS,,Alcolea del Río,,,,,,,,,
18962,18962,Dressel 20,Mainz,Mainz,49.984188,8.279096,|CEFP|,CEFP,,La Catria,,,,,,,,,
18963,18963,Dressel 20,Mainz,Mainz,49.984188,8.279096,"PELC, sine imagine.",PELC,,,,,,,,,,,
18965,18965,Dressel 20,Mainz,Baustelle Ecke Kirchshofs- und Langgasse.,49.984188,8.279096,"DESVSV, sine imagine.",DESVSV,,,,,,,,,,,
18966,18966,Dressel 20,Mainz,Lager,49.984188,8.279096,|IIIE'NN^I·IV^L((hedera)),IIIENNIIVL,,huerta del río,,,,,,,,,
18967,18967,Dressel 20,Mainz,Lesefunde bei Fundament,49.984188,8.279096,[III]E'NN^IIV^L((corona)),IIIENNIIVL,, a. 13.5.1998.,,,,,,Germany,,,
18968,18968,Dressel 20,Mainz,Kästrich,49.984188,8.279096,|EROTIs|,EROTIS,, Fdst.30,,,,,,-5.556263,Germany,,
18969,18969,Dressel 20,Mainz,"Fl.S, aus 199; a. 13.10.1996.",49.984188,8.279096,|FM|,FM,,Malpica Sur,,,,,,,,,
18970,18970,Dressel 20,Mainz,Hilton II,49.984188,8.279096,|LF'CCVCAT|,LFCCVCAT,, a. 1981,,,,,,Germany,,,
18970,18970,Dressel 20,Mainz,Hilton II,49.984188,8.279096,|LF'CCVCAT|,LFCCVCAT,, a. 1981,,,,,,Germany,,,
18971,18971,Dressel 20,Mainz,"Hilton II; Komplex 132; Lesefunde, 5/6.11.1981.",49.984188,8.279096,[L]CCVFCA'[T],LFCCVFCAT,,Isla del Castillo,,,,,,,,,
18971,18971,Dressel 20,Mainz,"Hilton II; Komplex 132; Lesefunde, 5/6.11.1981.",49.984188,8.279096,[L]CCVFCA'[T],LFCCVFCAT,,Las Ánimas,,,,,,,,,
18972,18972,Dressel 20,Mainz,a. 16.05.1958.,49.984188,8.279096,|L'FCCV'[FCAT],LFCCVFCAT,,Isla del Castillo,,,,,,,,,
18972,18972,Dressel 20,Mainz,a. 16.05.1958.,49.984188,8.279096,|L'FCCV'[FCAT],LFCCVFCAT,,Las Ánimas,,,,,,,,,
18973,18973,Dressel 20,Mainz,Mainz,49.984188,8.279096,M'FC,MFC,,,,,,,,,,,
18974,18974,Dressel 20,Mainz,bauschuttkippe westlich der Universität,49.984188,8.279096,Q'FC|,QFC,, a. 5.11.1994.,,,,,,Germany,,,
18975,18975,Dressel 20,Mainz,südlich Proviantamt,49.984188,8.279096,|Q·F·C·|,QFC,, a. 1979/80.,,,,,,Germany,,,
18976,18976,Dressel 20,Mainz,Kanalbau bei Baracke 1,49.984188,8.279096,|M·F·E|,MFE,, a. 10.8.1921.,,,,,,Germany,,,
18977,18977,Dressel 20,Mainz,n° 12,49.984188,8.279096,[D]FF,DFF?,, Eisener Turm,,,,,,,Germany,,
18977,18977,Dressel 20,Mainz,n° 12,49.984188,8.279096,|PNN^F|,PNNF,, Eisener Turm,,,,,,,Germany,,
18978,18978,Dressel 20,Mainz,"Baugrube Nordstern-Versicherung, a. 1976.",49.984188,8.279096,|L·F·O|,LFO,,Sevilla,,,,,,,,,
18979,18979,Dressel 20,Mainz,bauschuttkippe westlich der Universität,49.984188,8.279096,|M·F·S!|,MFS,, a. 5.11.1994.,,,,,,Germany,,,
18980,18980,Dressel 20,Mainz,Kelerverfüllung,49.984188,8.279096,|C·FVAC'|,CFVAC?,, a. 21.6.1986.,,,,,,Germany,,,
18981,18981,Dressel 20,Mainz,Moritz-/Dr. Friedrich-Kirchhoff-Strasse,49.984188,8.279096,|Q·F·V^L^P^I|,QFLVPI & QFVLPI,, Kanalgraben neben Laternenpfahl,,,,,,-5.413805,Germany,,
18982,18982,Dressel 20,Mainz,Lesefund,49.984188,8.279096,|M·F·V+,MFV...,, a. 1961,,,,,,Germany,,,
18983,18983,Dressel 20,Mainz,Ber.I,49.984188,8.279096,|FINE|,FINE,, Fl.3,,,,,,,,,Germany
18985,18985,Dressel 20,Mainz,"Fl.3; Verfüllung von 83, 1. Schicht, 24.9.1996.",49.984188,8.279096,|FRVCTI|,FRVCTI,,,,,,,,,,,
18986,18986,Dressel 20,Mainz,Hotel Römerkeller,49.984188,8.279096,|FVSCI|,FVSCI,, Januar 1967.,,,,,,Germany,,,
18987,18987,Dressel 20,Mainz,"Heiligkreuzweg, 19-21/Göttelmannstrasse, ecke; 1975/76.",49.984188,8.279096,|C·H^I^L|,CHIL,,,,,,,,,,,
18988,18988,Dressel 20,Mainz,Realschule,49.984188,8.279096,|HERMESF|,HERMESF,, 21.7.1902,,,,,,Germany,,,
18989,18989,Dressel 20,Mainz,Mainz,49.984188,8.279096,|GIA^LB|,GIALB,,Malpica,,,,,,,,,
18990,18990,Dressel 20,Mainz,Hilton II,49.984188,8.279096,|GIA^LB',GIALB,,1981,,,,,,Germany,,,
18991,18991,Dressel 20,Mainz,"Flache 5, 1. Planum, Bl.54, Fdst.-Nr.37; lesefunde, 10.2.1998.",49.984188,8.279096,[GI]A^LB|,GIALB,,Malpica,,,,,,,,,
18992,18992,Dressel 20,Mainz,9.4.1986,49.984188,8.279096,|M·I·A·P·S|,MIAPS,,,,,,,,,,,
18994,18994,Dressel 20,Mainz,Baugrube Neckermann,49.984188,8.279096,[C]IB|,CIB,,1966,,,,,,Germany,,,
18995,18995,Dressel 20,Mainz,Villa oberhalb der Bahn,49.984188,8.279096,|L·I{·/·}H|,LIH,,,,,,,,,,,
18996,18996,Dressel 20,Mainz,"Pavillon 21, strasse bei; a. 1910.",49.984188,8.279096,|M·I·M|,MIM,,La Catria,,,,,,,,,
18996,18996,Dressel 20,Mainz,"Pavillon 21, strasse bei; a. 1910.",49.984188,8.279096,|M·I·M|,MIM,,Peñaflor,,,,,,,,,
18997,18997,Dressel 20,Mainz,"Bau 406; sek.: Bauschuttkippe St. Johann-Kisselberg, 7.5.1991.",49.984188,8.279096,|M·I·M|,MIM,,La Catria,,,,,,,,,
18997,18997,Dressel 20,Mainz,"Bau 406; sek.: Bauschuttkippe St. Johann-Kisselberg, 7.5.1991.",49.984188,8.279096,|M·I·M|,MIM,,Peñaflor,,,,,,,,,
18998,18998,Dressel 20,Mainz,-6m,49.984188,8.279096,|M·I·M|,MIM,, a. 14.2.1905.,,,,,,Germany,,,
18998,18998,Dressel 20,Mainz,-6m,49.984188,8.279096,|M·I·M|,MIM,, a. 14.2.1905.,,,,,,Germany,,,
