AmphoraIdentifier,AmphoraIdentifier,AmphoricTypeTitle,AreaTitle,FindingPlaceTitle,FindingPlaceLatitude,FindingPlaceLongitude,FullTranscription,SimplifiedTranscription,,ProductionPlaceTitle,,,,,,,,,
27739,27739,Dressel 20,Hedelbergen,"Fl. 22, Grube 17A, Osthälfte, 2. Abstich unter Pl. 2.",50.236768,8.862251,|MP+,MP…,,,,,,,,,,,
27740,27740,Dressel 20,Hedelbergen,Streuefunde.,50.236768,8.862251,Q'MR|,QMR,,,,,,,,,,,
27741,27741,Dressel 20,Hedelbergen,"Fl. 20, 2. Abstich",50.236768,8.862251,|CAL'L'?|,CALL?,,,,,,,,,,,
27742,27742,Dressel 20,Hedelbergen,"Fl. 50, Windecker Strasse, Nordseite, Mauer 1/2",50.236768,8.862251,|LA^E''[P]AE|,LAEPAE?,,La Catria,,,,,,,,,
27743,27743,Dressel 20,Hedelbergen,Steuefunde,50.236768,8.862251,|PCA^EH^ER,PCAEHER,,La Mallena,,,,,,,,,
27744,27744,Dressel 20,Hedelbergen,"Fl. 17, Grube 6, Südhälfte, 4. Abstich unter Pl. 1",50.236768,8.862251,+F''|/+S|,…S,,,,,,,,,,,
27745,27745,Dressel 20,Hedelbergen,Hedelbergen,50.236768,8.862251,|C·IA''^L''^BA^N^IC'',CIALBANIC,,Malpica,,,,,,,,,
27746,27746,Dressel 20,Hedelbergen,Hedelbergen,50.236768,8.862251,ilegibile,?,,,,,,,,,,,
27747,27747,Dressel 20,Hedelbergen,Hedelbergen,50.236768,8.862251,|RVF^I{PO}|,RVFIPO,,La Catria,,,,,,,,,
27748,27748,Dressel 20,Hedelbergen,"Fl. 2, 3. Abstich",50.236768,8.862251,"|QI''[M]|, bis impressum est",QIM?,,,,,,,,,,,
27749,27749,Dressel 20,Hedelbergen,Hedelbergen,50.236768,8.862251,|PCLOD^IICELI|,PCLODIICELI,,Arva,,,,,,,,,
27750,27750,Dressel 20,Hedelbergen,Hedelbergen,50.236768,8.862251,|Q·I·M|,QIM,,,,,,,,,,,
27751,27751,Dressel 20,Hedelbergen,Hedelbergen,50.236768,8.862251,|P''ANR^V''F|,PANRVF,,La Catria,,,,,,,,,
27752,27752,Dressel 20,Hedelbergen,Hedelbergen,50.236768,8.862251,L'F'O|,LFO,,Sevilla,,,,,,,,,
27753,27753,Dressel 20,Hedelbergen,"Fl. 24, 3. Abstich unter Querstrasse",50.236768,8.862251,|APH|,APH,,El Marchante,,,,,,,,,
14453,14453,Dressel 20,Hochscheid,Pilgerheiligtum des Apollo und der Sirona,49.875158,7.217982,|GIAMMOI|,GIAMMOI,,,,,,,,,,,
14092,14092,Dressel 20,Hochtaunuskreis,Kastell Feldberg,50.2406,8.5484,|FIGLIN·ACIRGI|/|M·S·MA'V'[RIA^N^I],FIGLINAACIRGIMSMAVRIANI,,,,,,,,,,,
14318,14318,Dressel 20,Hochtaunuskreis,Kastell Feldberg,50.2406,8.5484,|LF'CFP|,LFCFP,,Las Monjas,,,,,,,,,
27829,27829,Dressel 20,Hochtaunuskreis,Kastell Feldberg,50.2406,8.5484,|LFC[?]CAT'|,LFC…CAT?,,,,,,,,,,,
27832,27832,Dressel 20,Hochtaunuskreis,Kastell Feldberg,50.2406,8.5484,|DF'N'|,DFN,,Arva,,,,,,,,,
27832,27832,Dressel 20,Hochtaunuskreis,Kastell Feldberg,50.2406,8.5484,|DF'N'|,DFN,,El Tejarillo,,,,,,,,,
27841,27841,Dressel 20,Hochtaunuskreis,Kastell Feldberg,50.2406,8.5484,?,?,,,,,,,,,,,
13977,13977,Dressel 20,Hofheim,Erdlager,49.657495,8.413845,|M·A·R|,MAR,,Azanaque-Castillejo,,,,,,,,,
14211,14211,Dressel 20,Hofheim,10.11.1904,49.657495,8.413845,|L·CSOL,LCSOL,,La Catria Alta,,,,,,,,,
14472,14472,Dressel 20,Hofheim,"1906, Herbst",49.657495,8.413845,M'IM|,MIM,,La Catria,,,,,,,,,
14472,14472,Dressel 20,Hofheim,"1906, Herbst",49.657495,8.413845,M'IM|,MIM,,Peñaflor,,,,,,,,,
14473,14473,Dressel 20,Hofheim,Lager,49.657495,8.413845,|MIM|,MIM,,La Catria,,,,,,,,,
14473,14473,Dressel 20,Hofheim,Lager,49.657495,8.413845,|MIM|,MIM,,Peñaflor,,,,,,,,,
20581,20581,Dressel 20,Hofheim,"Grube 2, 11.12.1903",49.657495,8.413845,|M·A·R|,MAR,,Azanaque-Castillejo,,,,,,,,,
27788,27788,Dressel 20,Hofheim,"1906, Herbst",49.657495,8.413845,ilegibile,?,,,,,,,,,,,
27789,27789,Dressel 20,Hofheim,Erdlager,49.657495,8.413845,|C·SEMPOL|,CSEMPOL,,,,,,,,,,,
27790,27790,Dressel 20,Hofheim,Erdlager,49.657495,8.413845,|LQS,LQS,,Alcolea del Río,,,,,,,,,
27791,27791,Dressel 20,Hofheim,Erdlager,49.657495,8.413845,*OP|,…OP,,,,,,,,,,,
27792,27792,Dressel 20,Hofheim,Erdlager,49.657495,8.413845,|HIS|,HIS,,,,,,,,,,,
27797,27797,Dressel 20,Hofheim,"Fl. 57, Fd.-Nr. 726.",49.657495,8.413845,|QCR|,QCR,,Sevilla,,,,,,,,,
27798,27798,Dressel 20,Hofheim,"Fl. 57, Fd.-Nr. 726.",49.657495,8.413845,|C·AN^TON^I·QV^I'E'T''I|,CANTONIQVIETI,,Alcolea del Río,,,,,,,,,
27799,27799,Dressel 20,Hofheim,70er Jahre,49.657495,8.413845,|LC·FO|,LCFO,,,,,,,,,,,
27800,27800,Dressel 20,Hofheim,"Fl. 50 V, Gr. B, Fd.-Nr. 195, 2.9.1981",49.657495,8.413845,|A'·C·I·C|,ACIC,,,,,,,,,,,
27804,27804,Dressel 20,Hofheim,Vicus,49.657495,8.413845,MAN'[NISATVRNINI],MANNISATVRNINI,,Casa del Encinarejo Bajo,,,,,,,,,
27805,27805,Dressel 20,Hofheim,Vicus,49.657495,8.413845,|F·S·FAQVA|,FSFAQVA,,Huerta de Belén,,,,,,,,,
27806,27806,Dressel 20,Hofheim,"Fl. 1, Q 1, Pl. 8-9, Bef. 46, Fd.-Nr. 748, 13.1.1991",49.657495,8.413845,|PMSA|,PMSA,,,,,,,,,,,
27807,27807,Dressel 20,Hofheim,Gr. 47,49.657495,8.413845,P[-]+,P…,,,,,,,,,,,
27808,27808,Dressel 20,Hofheim,Vicus,49.657495,8.413845,|MIM|,MIM,,La Catria,,,,,,,,,
27808,27808,Dressel 20,Hofheim,Vicus,49.657495,8.413845,|MIM|,MIM,,Peñaflor,,,,,,,,,
27809,27809,Dressel 20,Hofheim,Vicus,49.657495,8.413845,[C]I'A[^L]^BA^N^IC|,CIALBANIC,,Malpica,,,,,,,,,
27810,27810,Dressel 20,Hofheim,"Fl. 1, Q 2, unter Pl. 4, Bef. 54/66 II, Fd.-Nr. 951, 14.11.1990.",49.657495,8.413845,ilegibile,?,,,,,,,,,,,
27811,27811,Dressel 20,Hofheim,Vicus,49.657495,8.413845,|RVF[^I]{PO}|,RVFIPO,,La Catria,,,,,,,,,
27812,27812,Dressel 20,Hofheim,Vicus,49.657495,8.413845,|QI'+|,QI...?,,,,,,,,,,,
27813,27813,Dressel 20,Hofheim,Vicus,49.657495,8.413845,|QIA^L|,QIAL,,Malpica,,,,,,,,,
13991,13991,Dressel 20,Hofheim am Taunus,Erdlager,49.657495,8.413845,|LAE'T'| & |LAE'L'|,LAET & LAEL,,,,,,,,,,,
14054,14054,Dressel 20,Hofheim am Taunus,ungemauerter Keller,49.657495,8.413845,"|DA^TSCOL|, bis impressum est",DATSCOL,,Azanaque-Castillejo,,,,,,,,,
14272,14272,Dressel 20,Hofheim am Taunus,"März 1906, Graben",49.657495,8.413845,|EROT'Is|,EROTIS,,Azanaque-Castillejo,,,,,,,,,
14273,14273,Dressel 20,Hofheim am Taunus,"1907, Herbst",49.657495,8.413845,|EROT'[IS],EROTIS?,,Azanaque-Castillejo,,,,,,,,,
14664,14664,Dressel 20,Hofheim am Taunus,Erdlager,49.657495,8.413845,|PM^AN^IL^IS[VP],PMANILISVP,,,,,,,,,,,
14783,14783,Dressel 20,Hofheim am Taunus,Erdlager,49.657495,8.413845,|PONTICI|,PONTICI,,,,,,,,,,,
14875,14875,Dressel 20,Hofheim am Taunus,"März 1906, Graben",49.657495,8.413845,[P]·S·T^VS|,PSTVSC,,Las Delicias,,,,,,,,,
27820,27820,Dressel 20,Holzhausen,"494, RLK 1932",50.219681,7.90972,|QIAF+,QIAF…?,,,,,,,,,,,
14382,14382,Dressel 20,Hüchelhoven,Hüchelhoven,51.014009,6.680187,|Q·F·V^L^P^I|,QFLVPI & QFVLPI,,Las Sesenta,,,,,,,,,
14179,14179,Dressel 20,Hﾁfingen,Hﾁfingen,47.927438,8.490334,|LCM^Y|,LCMY,,Haza del Olivo,,,,,,,,,
14182,14182,Dressel 20,Hﾁfingen,Hﾁfingen,47.927438,8.490334,"LCM, sine imagine",LCM,,La Catria,,,,,,,,,
14839,14839,Dressel 20,H�fingen,Hüfinger,47.927438,8.490334,|ROM^AN^I|,ROMANI,,,,,,,,,,,
14254,14254,Dressel 20,"Kastell Mainz, Wald","Bonn, Rosental",49.984188,8.279096,"IIIENNIIVL, sine imagine",IIIENNIIVL,,huerta del río,,,,,,,,,
14261,14261,Dressel 20,"Kastell Mainz, Wald","Kastell Mainz, Wald",49.984188,8.279096,"IIIENNIORIVLIOR, sine imagine",IIIENNIORIVLIOR,,,,,,,,,,,
14263,14263,Dressel 20,"Kastell Mainz, Wald","Kastell Mainz, Wald",49.984188,8.279096,"IIIENNIIVL, sine imagine",IIIENNIIVL,,huerta del río,,,,,,,,,
14267,14267,Dressel 20,"Kastell Mainz, Wald",Am guten Mann,49.984188,8.279096,"IIIENNIIVL, sine imagine",IIIENNIIVL,,huerta del río,,,,,,,,,
14335,14335,Dressel 20,"Kastell Mainz, Wald","Kastell Mainz, Wald",49.984188,8.279096,"QFC, sine imagine",QFC,,Peñaflor,,,,,,,,,
14345,14345,Dressel 20,"Kastell Mainz, Wald",bei Sporkenheimer Hof,49.984188,8.279096,|S·F·E|,SFE,,,,,,,,,,,
14371,14371,Dressel 20,"Kastell Mainz, Wald","Kastell Mainz, Wald",49.984188,8.279096,"LFO, sine imagine",LFO,,Sevilla,,,,,,,,,
14395,14395,Dressel 20,"Kastell Mainz, Wald","Kastell Mainz, Wald",49.984188,8.279096,|P^H^I^LO|,PHILO,,,,,,,,,,,
14407,14407,Dressel 20,"Kastell Mainz, Wald","Kastell Mainz, Wald",49.984188,8.279096,|HISPSA^EN^I((palma))|,HISPSAENI,,huerta del río,,,,,,,,,
14468,14468,Dressel 20,"Kastell Mainz, Wald","Kastell Mainz, Wald",49.984188,8.279096,|MIM|,MIM,,La Catria,,,,,,,,,
14468,14468,Dressel 20,"Kastell Mainz, Wald","Kastell Mainz, Wald",49.984188,8.279096,|MIM|,MIM,,Peñaflor,,,,,,,,,
14478,14478,Dressel 20,"Kastell Mainz, Wald",1903 bei den Grabungen der RLK gefunden,49.984188,8.279096,|QIM|,QIM,,,,,,,,,,,
14480,14480,Dressel 20,"Kastell Mainz, Wald",Kastell Munningen,49.984188,8.279096,|Q'I'M'·MAC'*,QIMMAC?,,,,,,,,,,,
14494,14494,Dressel 20,"Kastell Mainz, Wald",Lagerdorf in nº76,49.984188,8.279096,|Q·I·M·FN'|,QIMFN,,Malpica,,,,,,,,,
14530,14530,Dressel 20,"Kastell Mainz, Wald",Kastell Rückingen,49.984188,8.279096,|L·I·T|,LIT,,,,,,,,,,,
14531,14531,Dressel 20,"Kastell Mainz, Wald","Arnoldsweiler, Kreis Düren",49.984188,8.279096,"LIT, sine imagine",LIT,,,,,,,,,,,
14535,14535,Dressel 20,"Kastell Mainz, Wald","Kastell Mainz, Wald",49.984188,8.279096,|C·I·V'*,CIV,,,,,,,,,,,
14539,14539,Dressel 20,"Kastell Mainz, Wald",Sttutgart-Bad Cannstatt,49.984188,8.279096,"MIVC, sine imagine",MIVC,,Las Delicias,,,,,,,,,
14540,14540,Dressel 20,"Kastell Mainz, Wald",Kastell Okarben,49.984188,8.279096,|C·IV·R|,CIVR,,,,,,,,,,,
14566,14566,Dressel 20,"Kastell Mainz, Wald",Saarburg? Sarrebourg (Lothringen),49.984188,8.279096,"LIVNIMELISSI, sine imagine",LIVNIMELISSI,,Las Delicias,,,,,,,,,
14586,14586,Dressel 20,"Kastell Mainz, Wald",Kastell Kapersburg,49.984188,8.279096,[IIIVNME]L'ISS[I]/[ETMEL]ISSE,IIIVNMELISSIETMELISSE,,Las Delicias,,,,,,,,,
14591,14591,Dressel 20,"Kastell Mainz, Wald","Kastell Mainz, Wald",49.984188,8.279096,"IIIVNMELISSIETMELISSE, sine imagine",IIIVNMELISSIETMELISSE,,Las Delicias,,,,,,,,,
14606,14606,Dressel 20,"Kastell Mainz, Wald","Urmitz?, Ziegelei Oellig",49.984188,8.279096,"AELFO, sine imagine",AELFO,,La Catria,,,,,,,,,
14611,14611,Dressel 20,"Kastell Mainz, Wald","Bell, Kr.Mayen-Koblenz",49.984188,8.279096,"PORLVCAN, sine imagine",PORLVCAN,,,,,,,,,,,
14624,14624,Dressel 20,"Kastell Mainz, Wald",Kastell Okarben,49.984188,8.279096,|CMM^AC~R|,CMMACR (CMMCR),,El Tejarillo,,,,,,,,,
14642,14642,Dressel 20,"Kastell Mainz, Wald","Gärtnerei Rues, Osthang des Kastellgeländes",49.984188,8.279096,|Q'M'R|,QMR?,,,,,,,,,,,
14652,14652,Dressel 20,"Kastell Mainz, Wald","Oberweis, Kr.Bitburg-Prüm",49.984188,8.279096,|Q·M·S|,QMS,,La Catria,,,,,,,,,
14668,14668,Dressel 20,"Kastell Mainz, Wald",Sumpfbrücke bei Bickenbach,49.984188,8.279096,|MART,MART...,,,,,,,,,,,
14670,14670,Dressel 20,"Kastell Mainz, Wald","Monrealer Wald, Kr.Mayen-Koblen",49.984188,8.279096,|M^AVRI|,MAVRI,,La Corregidora,,,,,,,,,
14673,14673,Dressel 20,"Kastell Mainz, Wald","Kastell Mainz, Wald",49.984188,8.279096,"NARC, sine imagine",NARC,,,,,,,,,,,
14675,14675,Dressel 20,"Kastell Mainz, Wald",Erbach?,49.984188,8.279096,"QNDPRI, sine imagine",QNDPRI,,,,,,,,,,,
14692,14692,Dressel 20,"Kastell Mainz, Wald","Kastell Mainz, Wald",49.984188,8.279096,"PNN, sine imagine",PNN,,Alcolea del Río,,,,,,,,,
14692,14692,Dressel 20,"Kastell Mainz, Wald","Kastell Mainz, Wald",49.984188,8.279096,"PNN, sine imagine",PNN,,Arva,,,,,,,,,
14692,14692,Dressel 20,"Kastell Mainz, Wald","Kastell Mainz, Wald",49.984188,8.279096,"PNN, sine imagine",PNN,,El Tejarillo,,,,,,,,,
14692,14692,Dressel 20,"Kastell Mainz, Wald","Kastell Mainz, Wald",49.984188,8.279096,"PNN, sine imagine",PNN,,Tostoneras,,,,,,,,,
14718,14718,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,DOMS,DOMS,,"Rheinzabern, Kr.Gemersheim",,,,,,Germany,,,
14720,14720,Dressel 20,"Kastell Mainz, Wald",Kastell Kapersburg,49.984188,8.279096,|DOM[S],DOMS,,Alcolea del Río,,,,,,,,,
14723,14723,Dressel 20,"Kastell Mainz, Wald",Nähe Straelen,49.984188,8.279096,"DOMS, sine imagine",DOMS,,Alcolea del Río,,,,,,,,,
14724,14724,Dressel 20,"Kastell Mainz, Wald",Kastell Kapersburg,49.984188,8.279096,"DOMS, sine imagine",DOMS,,Alcolea del Río,,,,,,,,,
14742,14742,Dressel 20,"Kastell Mainz, Wald","Speyrer Strasse, in der Siedlungsstelle 55",49.984188,8.279096,"OPTATIF, sine imagine",OPTATIF,,Azanaque-Castillejo,,,,,,,,,
14812,14812,Dressel 20,"Kastell Mainz, Wald",Kastell Miltenberg-Altstadt,49.984188,8.279096,[LQS],LQS,,Alcolea del Río,,,,,,,,,
14826,14826,Dressel 20,"Kastell Mainz, Wald",unbekannt,49.984188,8.279096,"GRADOS, sine imagine",GRADOS,,Manuel Nieto,,,,,,,,,
14828,14828,Dressel 20,"Kastell Mainz, Wald",Kastell Marienfels,49.984188,8.279096,|OFGRAROP|,OFGRAROP,,La Catria,,,,,,,,,
14847,14847,Dressel 20,"Kastell Mainz, Wald",Kastell Heddesdorf,49.984188,8.279096,|PORPS|,PORPS,,La Catria,,,,,,,,,
14855,14855,Dressel 20,"Kastell Mainz, Wald",unbekannt,49.984188,8.279096,"LSLVP, sine imagine",LSLVPI,,La María,,,,,,,,,
14861,14861,Dressel 20,"Kastell Mainz, Wald",Kastell Heddesdorf,49.984188,8.279096,LSPBOEQ|,LSPBOEQ,,Adelfa,,,,,,,,,
14861,14861,Dressel 20,"Kastell Mainz, Wald",Kastell Heddesdorf,49.984188,8.279096,LSPBOEQ|,LSPBOEQ,,Guadajoz,,,,,,,,,
14861,14861,Dressel 20,"Kastell Mainz, Wald",Kastell Heddesdorf,49.984188,8.279096,LSPBOEQ|,LSPBOEQ,,Juan Barba,,,,,,,,,
14874,14874,Dressel 20,"Kastell Mainz, Wald",unbekannt,49.984188,8.279096,"LSTF+, sine imagine",LSTF...,,,,,,,,,,,
14882,14882,Dressel 20,"Kastell Mainz, Wald",unbekannt,49.984188,8.279096,"QSEPSA, sine imagine",QSEPSA,,,,,,,,,,,
14892,14892,Dressel 20,"Kastell Mainz, Wald",Asberg,49.984188,8.279096,"LSERALB, sine imagine",LSERALB,,,,,,,,,,,
14897,14897,Dressel 20,"Kastell Mainz, Wald","Kastell Okarben, Bad",49.984188,8.279096,|CST^E^RPA^V^LL^IN^I|,CSTERPAVLLINI,,Las Sesenta,,,,,,,,,
14916,14916,Dressel 20,"Kastell Mainz, Wald","Stadt Mertingen, Donau-Ries-Kreis",49.984188,8.279096,[SAXOFE]R'REO|,SAXOFERREO,,Arva,,,,,,,,,
14916,14916,Dressel 20,"Kastell Mainz, Wald","Stadt Mertingen, Donau-Ries-Kreis",49.984188,8.279096,[SAXOFE]R'REO|,SAXOFERREO,,Huerta de Belén,,,,,,,,,
14941,14941,Dressel 20,"Kastell Mainz, Wald",Schulhaus,49.984188,8.279096,ST^AT^IA^NI^ENSI^A,STATIANIENSIA,,Tarancón,,,,,,,,,
14968,14968,Dressel 20,"Kastell Mainz, Wald",Kastell Pfünz,49.984188,8.279096,NVT|,NVT,,,,,,,,,,,
14969,14969,Dressel 20,"Kastell Mainz, Wald",unbekannt,49.984188,8.279096,"CVVA, sine imagine",CVVA,,Barranco del Picacho,,,,,,,,,
14969,14969,Dressel 20,"Kastell Mainz, Wald",unbekannt,49.984188,8.279096,"CVVA, sine imagine",CVVA,,Dehesilla,,,,,,,,,
14969,14969,Dressel 20,"Kastell Mainz, Wald",unbekannt,49.984188,8.279096,"CVVA, sine imagine",CVVA,,La Estrella,,,,,,,,,
14982,14982,Dressel 20,"Kastell Mainz, Wald",Kastell Alteburg-Hefrich,49.984188,8.279096,|VICTORICI|,VICTORICI,,Castillo de Azanaque,,,,,,,,,
14992,14992,Dressel 20,"Kastell Mainz, Wald",Kastell Degerfeld bei Butzbach,49.984188,8.279096,|VIRIII|,VIRIII,,Villar de Brenes,,,,,,,,,
20483,20483,Dressel 20,"Kastell Mainz, Wald",Bingen,49.984188,8.279096,CA^LPV^R·N|,CALPVRN,,,,,,,,,,,
20553,20553,Dressel 20,"Kastell Mainz, Wald",K?ln-Müngersdorf,49.984188,8.279096,L'F'C((palma))|,LFC,,Alcotrista,,,,,,,,,
20597,20597,Dressel 20,"Kastell Mainz, Wald",Kastell Marienfels,49.984188,8.279096,|MC'C|,MCC?,,Cerro de los Pesebres,,,,,,,,,
20597,20597,Dressel 20,"Kastell Mainz, Wald",Kastell Marienfels,49.984188,8.279096,|MC'C|,MCC?,,Madueño,,,,,,,,,
20632,20632,Dressel 20,"Kastell Mainz, Wald",Hofheim,49.984188,8.279096,|P^H^I^LO|,PHILO,,,,,,,,,,,
20656,20656,Dressel 20,"Kastell Mainz, Wald",Bingen,49.984188,8.279096,|LCM^Y|,LCMY,,Haza del Olivo,,,,,,,,,
20702,20702,Dressel 20,"Kastell Mainz, Wald",Rosskopf,49.984188,8.279096,|QIM'/|s!,QIMS,,Arva,,,,,,,,,
31714,31714,Dressel 20,Kempten,"Nordvicus, Bau II (6), unter Pflaster",47.732209,10.315858,Q·A·C|,QAC,,Arva,,,,,,,,,
31715,31715,Dressel 20,Kempten,Insula südl. Des Gallorömischen Tempelbezirks oder Gallorömischer Tempelbezirk,47.732209,10.315858,M·A^E·A^L^E>X|,MAELALEX,,El Mohino,,,,,,,,,
31716,31716,Dressel 20,Kempten,"Baustelle Henningen, Lindenberg (Grabung 1953)",47.732209,10.315858,"TAASIATICI, sine imagine",TAASIATICI,,,,,,,,,,,
31717,31717,Dressel 20,Kempten,Gebäude südöstl. Des Brodkorbwegs?,47.732209,10.315858,|LA^TRVS|,LATRVS,,,,,,,,,,,
31718,31718,Dressel 20,Kempten,"Lerpscher, Keller Haus VI, z. T. westliches Handgefach",47.732209,10.315858,|ACIRG[IF],ACIRGIF,,,,,,,,,,,
31719,31719,Dressel 20,Kempten,"Südvicus (Kiesgrube Schmidt), Grube 3 oder 15",47.732209,10.315858,|B[R]O[CH]IA^T'T^A''|,BROCHIATITA,,Berro II,,,,,,,,,
31719,31719,Dressel 20,Kempten,"Südvicus (Kiesgrube Schmidt), Grube 3 oder 15",47.732209,10.315858,|B[R]O[CH]IA^T'T^A''|,BROCHIATITA,,Las Sesenta,,,,,,,,,
31720,31720,Dressel 20,Kempten,Cambodunum,47.732209,10.315858,|BRO^C^H'O'D|,BROCHOD,,,,,,,,,,,
31721,31721,Dressel 20,Kempten,"Gebäude südöstl. Des Brodkorbwegs, Bau II hellgrün, Innenwand",47.732209,10.315858,[POR]ODV|,BROOCCHODV & PORODV,,,,,,,,,,,
31722,31722,Dressel 20,Kempten,"Holzhäuser zwischen der 1. und 2. Querstraße, Fläche 1, Humus (oberste Schichten)",47.732209,10.315858,|LCM^Y|,LCMY,,Haza del Olivo,,,,,,,,,
31723,31723,Dressel 20,Kempten,"Südvicus (Kiesgrube Schmidt), Mauerhaus, Ostseite, Grabung im Boden",47.732209,10.315858,|Q·C·R|,QCR,,Sevilla,,,,,,,,,
31724,31724,Dressel 20,Kempten,Cambodunum,47.732209,10.315858,|CA^L^P V^RN^IC|,CALPVRNIC,,La Ramblilla,,,,,,,,,
31725,31725,Dressel 20,Kempten,Cambodunum,47.732209,10.315858,|EROT^IS|,EROTIS,,Azanaque-Castillejo,,,,,,,,,
31726,31726,Dressel 20,Kempten,Gräberfeld Keckwiese,47.732209,10.315858,|EXPED^I^T^I|,EXPEDITI,,La Catria,,,,,,,,,
31727,31727,Dressel 20,Kempten,Cambodunum,47.732209,10.315858,|M·F·CEL|,MFCEL,,La María,,,,,,,,,
31728,31728,Dressel 20,Kempten,Grabungen A. Ullrich? Inv.Nr.0.2160,47.732209,10.315858,|DFF|,DFF,,Arva,,,,,,,,,
31728,31728,Dressel 20,Kempten,Grabungen A. Ullrich? Inv.Nr.0.2160,47.732209,10.315858,|DFF|,DFF,,El Tejarillo,,,,,,,,,
31729,31729,Dressel 20,Kempten,"Holzhäuser zwischen der 1. und 2. Querstraße, Fläche IV, humose Schichten unter Planum 2 (P IV)",47.732209,10.315858,|LFO|,LFO,,Sevilla,,,,,,,,,
31730,31730,Dressel 20,Kempten,Insula nordwestl. Des Unterkunftshauses?,47.732209,10.315858,|MFQ'F|,MFQF,,Malpica Sur,,,,,,,,,
31731,31731,Dressel 20,Kempten,"Insula nordwestl. der Kleinen Thermen, Schnitt 3, zwischen Planum 1 und 2.",47.732209,10.315858,|M·F'S|,MFS,,Alcotrista,,,,,,,,,
31732,31732,Dressel 20,Kempten,"Kiesgrube Lerpscher, südwestl. Des Hypokausthauses, tiefere Schichten",47.732209,10.315858,|MIM|,MIM,,La Catria,,,,,,,,,
31732,31732,Dressel 20,Kempten,"Kiesgrube Lerpscher, südwestl. Des Hypokausthauses, tiefere Schichten",47.732209,10.315858,|MIM|,MIM,,Peñaflor,,,,,,,,,
31733,31733,Dressel 20,Kempten,Gräberfeld Keckwiese,47.732209,10.315858,|MI·MOP'SI,MIMOPSI,,Los Guerras,,,,,,,,,
31734,31734,Dressel 20,Kempten,Cambodunum,47.732209,10.315858,[Q]IMFN|,QIMFN,,Malpica,,,,,,,,,
31735,31735,Dressel 20,Kempten,Gräberfeld Keckwiese,47.732209,10.315858,|PIV^LCRI'S'P'|,PIVLCRISP,,,,,,,,,,,
31736,31736,Dressel 20,Kempten,"Nordvicus, östl. X",47.732209,10.315858,|A·L·F·O|,ALFO,,La Catria,,,,,,,,,
31737,31737,Dressel 20,Kempten,Grabungen A. Ullrich?,47.732209,10.315858,|A·L[F]O|,ALFO,,La Catria,,,,,,,,,
31738,31738,Dressel 20,Kempten,"Insula nordwestl. Der Kleinen Thermen, Schnitte 12 und 13, zwischen den Mauern bei 28-30 m, zwischen ,Zwischenplanum' und Planum 2.",47.732209,10.315858,|GL·PV[DE],GLPVDE,,,,,,,,,,,
31739,31739,Dressel 20,Kempten,Cambodunum,47.732209,10.315858,|PM^AN^ISV^P|,PMANISVP,,,,,,,,,,,
31740,31740,Dressel 20,Kempten,Cambodunum,47.732209,10.315858,|PM^AN^ISV^P''|,PMANISVP,,,,,,,,,,,
31741,31741,Dressel 20,Kempten,Cambodunum,47.732209,10.315858,II[MVL·DC],IIMVLDC,,,,,,,,,,,
31741,31741,Dressel 20,Kempten,Cambodunum,47.732209,10.315858,ilegibile,IIMVLDC,,,,,,,,,,,
31742,31742,Dressel 20,Kempten,"Tempelbezirk 1983, Fläche 16a, römischer Schttfleck, Aushub zwischen Profil B Nord und Profil A",47.732209,10.315858,|CPM[C]|,CPMC,,,,,,,,,,,
31743,31743,Dressel 20,Kempten,"Südvicus (Kiesgrube Schmidt), Grube 6",47.732209,10.315858,|P^H^I^LOC|,PHILOC,,,,,,,,,,,
31744,31744,Dressel 20,Kempten,"Insula zwischen Forum-, 1. und 2. QuerStraße, Raum 6",47.732209,10.315858,|PLOCAM^VS|,PLOCAMVS,,Cerro de los Pesebres,,,,,,,,,
31745,31745,Dressel 20,Kempten,"Nordvicus, über II A Mitte (IV 4)",47.732209,10.315858,|LRPHcO|,LRPHCO,,,,,,,,,,,
31746,31746,Dressel 20,Kempten,"Tempelbezirk 1985, Fñäche 26, zwischen Planum 5 und 6",47.732209,10.315858,[P]S·AVI[TI],PSAVITI,,Las Delicias,,,,,,,,,
31747,31747,Dressel 20,Kempten,"Bau V, an der nordöstl. Kellerecke außen",47.732209,10.315858,|QSP|,QSP,,,,,,,,,,,
31748,31748,Dressel 20,Kempten,"Nordvicus, Grube 23, Keller",47.732209,10.315858,|P·S·T^V''[SC],PSTVSC,,Las Delicias,,,,,,,,,
31749,31749,Dressel 20,Kempten,Ahornallee,47.732209,10.315858,CSEMPOL|,CSEMPOL,,,,,,,,,,,
31750,31750,Dressel 20,Kempten,"Baustelle Henningen, Lindenberg (Grabung 1953)",47.732209,10.315858,|CSEMPOL|,CSEMPOL,,,,,,,,,,,
31751,31751,Dressel 20,Kempten,"Südvicus (Kiesgrube Schmidt), Grube 8",47.732209,10.315858,|CSE^MP''OL^Y|,CSEMPOLY,,,,,,,,,,,
31752,31752,Dressel 20,Kempten,Cambodunum,47.732209,10.315858,|M^A^SA^EN^IAN^ISI^A|,MASAENIANISIA,,huerta del río,,,,,,,,,
31753,31753,Dressel 20,Kempten,Cambodunum,47.732209,10.315858,|L·V·A^N^T|,LVANTI & LVAVITI,,,,,,,,,,,
