id,lat,long,type,site,code,place
16460,51.007222,-2.678333,Dressel 20,Ilchester,PNN,Britania
16624,51.007222,-2.678333,Dressel 20,Ilchester,PERANIRENSA,Britania
15712,53.916667,-1.816667,Dressel 20,Ilkley,MCC,Britania
15723,53.916667,-1.816667,Dressel 20,Ilkley,QCC,Britania
15850,53.916667,-1.816667,Dressel 20,Ilkley,CAMILISILVESTRI,Britania
15867,53.916667,-1.816667,Dressel 20,Ilkley,VGLE,Britania
15897,53.916667,-1.816667,Dressel 20,Ilkley,CEFP,Britania
16242,53.916667,-1.816667,Dressel 20,Ilkley,LIVNIMELISSI,Britania
16370,53.916667,-1.816667,Dressel 20,Ilkley,MMR,Britania
16557,53.916667,-1.816667,Dressel 20,Ilkley,DOMS,Britania
16854,53.916667,-1.816667,Dressel 20,Ilkley,SAXOFERREO,Britania
20675,53.916667,-1.816667,Dressel 20,Ilkley,BABPOR,Britania
16334,51.833333,0.716667,Dressel 20,Kelvedon,HLQ,Britania
16693,51.833333,0.716667,Dressel 20,Kelvedon,MRRHEDERA,Britania
17179,55.116667,-3.616667,Dressel 20,Kirkton,AON,Britania
15804,55.65,-3.783333,Dressel 20,Lanark,MMCS,Britania
15568,54.066667,-2.833333,Dressel 20,Lancaster,CANTONIQVIETI,Britania
16230,54.066667,-2.833333,Dressel 20,Lancaster,IVLTEREN,Britania
15411,52.633333,-1.133333,Dressel 20,Leicester,LAGER,Britania
15552,52.633333,-1.133333,Dressel 20,Leicester,AMETHYST,Britania
15586,52.633333,-1.133333,Dressel 20,Leicester,CANTQ,Britania
15607,52.633333,-1.133333,Dressel 20,Leicester,CANIVET,Britania
15742,52.633333,-1.133333,Dressel 20,Leicester,LCFFC,Britania
15768,52.633333,-1.133333,Dressel 20,Leicester,LCM,Britania
15809,52.633333,-1.133333,Dressel 20,Leicester,MMCSAE,Britania
15839,52.633333,-1.133333,Dressel 20,Leicester,CALPVR,Britania
15887,52.633333,-1.133333,Dressel 20,Leicester,CEC,Britania
15911,52.633333,-1.133333,Dressel 20,Leicester,CENNIHISPSAE,Britania
15937,52.633333,-1.133333,Dressel 20,Leicester,IIIIEN,Britania
15969,52.633333,-1.133333,Dressel 20,Leicester,LFCF,Britania
16073,52.633333,-1.133333,Dressel 20,Leicester,HISPSAENICORONA,Britania
16076,52.633333,-1.133333,Dressel 20,Leicester,HISPANISAEN,Britania
16092,52.633333,-1.133333,Dressel 20,Leicester,QIAFS,Britania
16116,52.633333,-1.133333,Dressel 20,Leicester,IB,Britania
16146,52.633333,-1.133333,Dressel 20,Leicester,M,Britania
16158,52.633333,-1.133333,Dressel 20,Leicester,QIM,Britania
16170,52.633333,-1.133333,Dressel 20,Leicester,LIOPVSNNI,Britania
16178,52.633333,-1.133333,Dressel 20,Leicester,MIRPFOR,Britania
16222,52.633333,-1.133333,Dressel 20,Leicester,PIVLICRISPI,Britania
16332,52.633333,-1.133333,Dressel 20,Leicester,CLPVDGLPVD,Britania
16361,52.633333,-1.133333,Dressel 20,Leicester,PORPMH,Britania
16394,52.633333,-1.133333,Dressel 20,Leicester,CMS,Britania
16520,52.633333,-1.133333,Dressel 20,Leicester,NERVAE,Britania
16558,52.633333,-1.133333,Dressel 20,Leicester,DOMS,Britania
16594,52.633333,-1.133333,Dressel 20,Leicester,MPFF,Britania
16602,52.633333,-1.133333,Dressel 20,Leicester,LPMS,Britania
16705,52.633333,-1.133333,Dressel 20,Leicester,ROMANIPALMA,Britania
16706,52.633333,-1.133333,Dressel 20,Leicester,ROMANIPALMA,Britania
16724,52.633333,-1.133333,Dressel 20,Leicester,PORPS,Britania
16756,52.633333,-1.133333,Dressel 20,Leicester,PORQSR,Britania
16762,52.633333,-1.133333,Dressel 20,Leicester,LSLVPI,Britania
16811,52.633333,-1.133333,Dressel 20,Leicester,SAENIANES,Britania
16815,52.633333,-1.133333,Dressel 20,Leicester,SAENICHE,Britania
17006,52.633333,-1.133333,Dressel 20,Leicester,CTYC,Britania
17213,52.633333,-1.133333,Dressel 20,Leicester,QVV,Britania
15387,53.233333,-0.533333,Dressel 20,Lincoln,MACCE,Britania
15684,53.233333,-0.533333,Dressel 20,Lincoln,ARAXIFM,Britania
15798,53.233333,-0.533333,Dressel 20,Lincoln,QCR,Britania
15890,53.233333,-0.533333,Dressel 20,Lincoln,PECV,Britania
15972,53.233333,-0.533333,Dressel 20,Lincoln,LFCSENT,Britania
16030,53.233333,-0.533333,Dressel 20,Lincoln,MFS,Britania
16139,53.233333,-0.533333,Dressel 20,Lincoln,MIM,Britania
16201,53.233333,-0.533333,Dressel 20,Lincoln,LIT,Britania
16243,53.233333,-0.533333,Dressel 20,Lincoln,LIVNIMELISSI,Britania
16269,53.233333,-0.533333,Dressel 20,Lincoln,LIVNIMEISSIP,Britania
16295,53.233333,-0.533333,Dressel 20,Lincoln,IIIVNIMETMELISSE,Britania
16368,53.233333,-0.533333,Dressel 20,Lincoln,GMM,Britania
16407,53.233333,-0.533333,Dressel 20,Lincoln,LMVE,Britania
16416,53.233333,-0.533333,Dressel 20,Lincoln,PMANILISVPER,Britania
16436,53.233333,-0.533333,Dressel 20,Lincoln,IIMINIACRETCAN,Britania
16458,53.233333,-0.533333,Dressel 20,Lincoln,SNI,Britania
16486,53.233333,-0.533333,Dressel 20,Lincoln,PNN,Britania
16521,53.233333,-0.533333,Dressel 20,Lincoln,NEVAE,Britania
16528,53.233333,-0.533333,Dressel 20,Lincoln,COL,Britania
16562,53.233333,-0.533333,Dressel 20,Lincoln,POROCODV,Britania
16584,53.233333,-0.533333,Dressel 20,Lincoln,LPAE,Britania
16625,53.233333,-0.533333,Dressel 20,Lincoln,PONTIC,Britania
16744,53.233333,-0.533333,Dressel 20,Lincoln,PSAV,Britania
16773,53.233333,-0.533333,Dressel 20,Lincoln,FIGILNACIRGIMMAVRIAX,Britania
16822,53.233333,-0.533333,Dressel 20,Lincoln,PSHEDERASAENI,Britania
16830,53.233333,-0.533333,Dressel 20,Lincoln,QSASER,Britania
16856,53.233333,-0.533333,Dressel 20,Lincoln,SAXOFERREO,Britania
16918,53.233333,-0.533333,Dressel 20,Lincoln,FSCIMNIANO,Britania
17128,53.233333,-0.533333,Dressel 20,Lincoln,IIV,Britania
17156,53.233333,-0.533333,Dressel 20,Lincoln,Q,Britania
28045,53.233333,-0.533333,Dressel 20,Lincoln,BROCODV,Britania
17000,53.416667,-3,Dressel 20,Liverpool,STCA,Britania
25459,51.405556,-3.482778,Dressel 20,Llantwit Major,VICTORICI,Britania
15382,51.514248,-0.093145,Dressel 20,London,AAF,Britania
15388,51.514248,-0.093145,Dressel 20,London,LACONFLACONE,Britania
15394,51.514248,-0.093145,Dressel 20,London,GAF,Britania
15395,51.514248,-0.093145,Dressel 20,London,GAF,Britania
15408,51.514248,-0.093145,Dressel 20,London,QAGEMELLI,Britania
15410,51.514248,-0.093145,Dressel 20,London,LAGER,Britania
15413,51.514248,-0.093145,Dressel 20,London,PORTPAH,Britania
15414,51.514248,-0.093145,Dressel 20,London,PORTPAH,Britania
15421,51.514248,-0.093145,Dressel 20,London,PAHSCALS,Britania
15422,51.514248,-0.093145,Dressel 20,London,PAHSCALS,Britania
15423,51.514248,-0.093145,Dressel 20,London,PAHSCALS,Britania
15428,51.514248,-0.093145,Dressel 20,London,LAL,Britania
15437,51.514248,-0.093145,Dressel 20,London,CAM,Britania
15438,51.514248,-0.093145,Dressel 20,London,CAM,Britania
15449,51.514248,-0.093145,Dressel 20,London,LAP,Britania
15451,51.514248,-0.093145,Dressel 20,London,AR,Britania
15453,51.514248,-0.093145,Dressel 20,London,PORLAR,Britania
15457,51.514248,-0.093145,Dressel 20,London,PORLAR,Britania
15458,51.514248,-0.093145,Dressel 20,London,PORLAR,Britania
15460,51.514248,-0.093145,Dressel 20,London,POLAR,Britania
15464,51.514248,-0.093145,Dressel 20,London,MAR,Britania
15466,51.514248,-0.093145,Dressel 20,London,MAR,Britania
15467,51.514248,-0.093145,Dressel 20,London,MAR,Britania
15470,51.514248,-0.093145,Dressel 20,London,MAR,Britania
15473,51.514248,-0.093145,Dressel 20,London,MRAMRR,Britania
15474,51.514248,-0.093145,Dressel 20,London,PAR,Britania
15479,51.514248,-0.093145,Dressel 20,London,VAS,Britania
15495,51.514248,-0.093145,Dressel 20,London,ACIRGIPALMA,Britania
15496,51.514248,-0.093145,Dressel 20,London,ACIRGI,Britania
15501,51.514248,-0.093145,Dressel 20,London,ACIRGI,Britania
15502,51.514248,-0.093145,Dressel 20,London,ACIRGIF,Britania
15503,51.514248,-0.093145,Dressel 20,London,ACAGI,Britania
15511,51.514248,-0.093145,Dressel 20,London,ACIRCI,Britania
15513,51.514248,-0.093145,Dressel 20,London,QAELIMINICIANI,Britania
15514,51.514248,-0.093145,Dressel 20,London,TAELPC,Britania
15515,51.514248,-0.093145,Dressel 20,London,MAELALEX,Britania
15519,51.514248,-0.093145,Dressel 20,London,MAEALEX,Britania
15541,51.514248,-0.093145,Dressel 20,London,AGRICOLAE,Britania
15542,51.514248,-0.093145,Dressel 20,London,AGRICOLAE,Britania
15547,51.514248,-0.093145,Dressel 20,London,AGRICOLAE,Britania
15553,51.514248,-0.093145,Dressel 20,London,CAMPGALOD,Britania
15562,51.514248,-0.093145,Dressel 20,London,LCANSECLCAVSEC,Britania
15574,51.514248,-0.093145,Dressel 20,London,CJANTQVIJ,Britania
15587,51.514248,-0.093145,Dressel 20,London,CANTOCATO,Britania
15589,51.514248,-0.093145,Dressel 20,London,CANTONIQVI,Britania
15594,51.514248,-0.093145,Dressel 20,London,CANTQ,Britania
15595,51.514248,-0.093145,Dressel 20,London,CANT,Britania
15596,51.514248,-0.093145,Dressel 20,London,CANTONIQVIE,Britania
15603,51.514248,-0.093145,Dressel 20,London,CANTONIQVETI,Britania
15608,51.514248,-0.093145,Dressel 20,London,CANTONIQVIET,Britania
15609,51.514248,-0.093145,Dressel 20,London,CANTONIQV,Britania
15610,51.514248,-0.093145,Dressel 20,London,CANTONIQVIET,Britania
15611,51.514248,-0.093145,Dressel 20,London,CANTQVIETI,Britania
15612,51.514248,-0.093145,Dressel 20,London,CANTONIQV,Britania
15613,51.514248,-0.093145,Dressel 20,London,QANTRVG,Britania
15615,51.514248,-0.093145,Dressel 20,London,QANTIRVG,Britania
15626,51.514248,-0.093145,Dressel 20,London,CAPF,Britania
15629,51.514248,-0.093145,Dressel 20,London,CAPF,Britania
15632,51.514248,-0.093145,Dressel 20,London,CAPF,Britania
15639,51.514248,-0.093145,Dressel 20,London,PARVA,Britania
15642,51.514248,-0.093145,Dressel 20,London,PORTARVA,Britania
15646,51.514248,-0.093145,Dressel 20,London,TATILIASIATICI,Britania
15647,51.514248,-0.093145,Dressel 20,London,TATILIASIATICI,Britania
15654,51.514248,-0.093145,Dressel 20,London,ITICI,Britania
15656,51.514248,-0.093145,Dressel 20,London,AATRV,Britania
15658,51.514248,-0.093145,Dressel 20,London,LATRV,Britania
15659,51.514248,-0.093145,Dressel 20,London,LATRVS,Britania
15661,51.514248,-0.093145,Dressel 20,London,LATSV,Britania
15670,51.514248,-0.093145,Dressel 20,London,ATITTAE,Britania
15689,51.514248,-0.093145,Dressel 20,London,BAETICI,Britania
15692,51.514248,-0.093145,Dressel 20,London,BELLIB,Britania
15697,51.514248,-0.093145,Dressel 20,London,BELLVCI,Britania
15699,51.514248,-0.093145,Dressel 20,London,BFIG,Britania
15701,51.514248,-0.093145,Dressel 20,London,C,Britania
15705,51.514248,-0.093145,Dressel 20,London,LCANTP,Britania
15711,51.514248,-0.093145,Dressel 20,London,FCCVFIA,Britania
15714,51.514248,-0.093145,Dressel 20,London,MCC,Britania
15717,51.514248,-0.093145,Dressel 20,London,QC,Britania
15719,51.514248,-0.093145,Dressel 20,London,QC,Britania
15728,51.514248,-0.093145,Dressel 20,London,QC,Britania
15729,51.514248,-0.093145,Dressel 20,London,QCC,Britania
15730,51.514248,-0.093145,Dressel 20,London,PALMAQCCPALMA,Britania
15739,51.514248,-0.093145,Dressel 20,London,QCCLEPALMA,Britania
15744,51.514248,-0.093145,Dressel 20,London,LCFPCO,Britania
15749,51.514248,-0.093145,Dressel 20,London,LCFPCE,Britania
15751,51.514248,-0.093145,Dressel 20,London,LCFP,Britania
15753,51.514248,-0.093145,Dressel 20,London,CCII,Britania
15764,51.514248,-0.093145,Dressel 20,London,QCL,Britania
15781,51.514248,-0.093145,Dressel 20,London,QCR,Britania
15792,51.514248,-0.093145,Dressel 20,London,QCR,Britania
15795,51.514248,-0.093145,Dressel 20,London,QCRVA,Britania
15830,51.514248,-0.093145,Dressel 20,London,LCSOL,Britania
15831,51.514248,-0.093145,Dressel 20,London,LCSOL,Britania
15833,51.514248,-0.093145,Dressel 20,London,LCSOL,Britania
15834,51.514248,-0.093145,Dressel 20,London,LCSOL,Britania
15835,51.514248,-0.093145,Dressel 20,London,LCT,Britania
15838,51.514248,-0.093145,Dressel 20,London,CALPVRNIB,Britania
15841,51.514248,-0.093145,Dressel 20,London,CALPVRNICALPVRN,Britania
15843,51.514248,-0.093145,Dressel 20,London,QCALMARSI,Britania
15847,51.514248,-0.093145,Dressel 20,London,IICAMILIMELISSI,Britania
15852,51.514248,-0.093145,Dressel 20,London,KASTELLANI,Britania
15853,51.514248,-0.093145,Dressel 20,London,CASTELANI,Britania
15866,51.514248,-0.093145,Dressel 20,London,SCLT,Britania
15877,51.514248,-0.093145,Dressel 20,London,QCOCL,Britania
15879,51.514248,-0.093145,Dressel 20,London,FCON,Britania
15880,51.514248,-0.093145,Dressel 20,London,CCRASSISEMNI,Britania
15881,51.514248,-0.093145,Dressel 20,London,CCRASSISEMNI,Britania
15904,51.514248,-0.093145,Dressel 20,London,OLMEN,Britania
15913,51.514248,-0.093145,Dressel 20,London,CENIHISPSAE,Britania
15936,51.514248,-0.093145,Dressel 20,London,ENNIIVL,Britania
15939,51.514248,-0.093145,Dressel 20,London,EROTIS,Britania
15951,51.514248,-0.093145,Dressel 20,London,CFAV,Britania
15952,51.514248,-0.093145,Dressel 20,London,CFAV,Britania
15957,51.514248,-0.093145,Dressel 20,London,LFC,Britania
15959,51.514248,-0.093145,Dressel 20,London,LFCCOL,Britania
15963,51.514248,-0.093145,Dressel 20,London,LFCCVCAT,Britania
15965,51.514248,-0.093145,Dressel 20,London,LFCCVFCN,Britania
15976,51.514248,-0.093145,Dressel 20,London,LFCRFTCNVFIHEDERA,Britania
16009,51.514248,-0.093145,Dressel 20,London,QFG,Britania
16011,51.514248,-0.093145,Dressel 20,London,QFVL,Britania
16014,51.514248,-0.093145,Dressel 20,London,MFN,Britania
16031,51.514248,-0.093145,Dressel 20,London,CFSAII,Britania
16032,51.514248,-0.093145,Dressel 20,London,QFV,Britania
16034,51.514248,-0.093145,Dressel 20,London,CFVA,Britania
16036,51.514248,-0.093145,Dressel 20,London,FAVSTINNIB,Britania
16042,51.514248,-0.093145,Dressel 20,London,FIRMISAE,Britania
16043,51.514248,-0.093145,Dressel 20,London,MFLAVITITVRI,Britania
16046,51.514248,-0.093145,Dressel 20,London,GALLICI,Britania
16048,51.514248,-0.093145,Dressel 20,London,PHILO,Britania
16053,51.514248,-0.093145,Dressel 20,London,PHILO,Britania
16054,51.514248,-0.093145,Dressel 20,London,PHILO,Britania
16055,51.514248,-0.093145,Dressel 20,London,PHOEBI,Britania
16067,51.514248,-0.093145,Dressel 20,London,HILARI,Britania
16074,51.514248,-0.093145,Dressel 20,London,HISPSAENICORONA,Britania
16089,51.514248,-0.093145,Dressel 20,London,QIAFS,Britania
16097,51.514248,-0.093145,Dressel 20,London,QIAS,Britania
16099,51.514248,-0.093145,Dressel 20,London,QIAS,Britania
16102,51.514248,-0.093145,Dressel 20,London,GIALB,Britania
16130,51.514248,-0.093145,Dressel 20,London,MIM,Britania
16132,51.514248,-0.093145,Dressel 20,London,MIM,Britania
16133,51.514248,-0.093145,Dressel 20,London,MIM,Britania
16134,51.514248,-0.093145,Dressel 20,London,MI,Britania
16135,51.514248,-0.093145,Dressel 20,London,MIM,Britania
16143,51.514248,-0.093145,Dressel 20,London,MIM,Britania
16144,51.514248,-0.093145,Dressel 20,London,MIM,Britania
16147,51.514248,-0.093145,Dressel 20,London,MIMOPSI,Britania
16160,51.514248,-0.093145,Dressel 20,London,QIMFN,Britania
16163,51.514248,-0.093145,Dressel 20,London,QIMOFP,Britania
16167,51.514248,-0.093145,Dressel 20,London,QIMFN,Britania
16171,51.514248,-0.093145,Dressel 20,London,FIPC,Britania
16177,51.514248,-0.093145,Dressel 20,London,CIREXOF,Britania
16180,51.514248,-0.093145,Dressel 20,London,PIROPPIROIP,Britania
16181,51.514248,-0.093145,Dressel 20,London,PIRP,Britania
16182,51.514248,-0.093145,Dressel 20,London,SIR,Britania
16184,51.514248,-0.093145,Dressel 20,London,SIREXOFANI,Britania
16185,51.514248,-0.093145,Dressel 20,London,AIS,Britania
16203,51.514248,-0.093145,Dressel 20,London,LIT,Britania
16219,51.514248,-0.093145,Dressel 20,London,CIVII,Britania
16220,51.514248,-0.093145,Dressel 20,London,CIVR,Britania
16225,51.514248,-0.093145,Dressel 20,London,PIVLICRISPI,Britania
16227,51.514248,-0.093145,Dressel 20,London,CIVLISVRI,Britania
16228,51.514248,-0.093145,Dressel 20,London,CIVLI,Britania
16231,51.514248,-0.093145,Dressel 20,London,IVLTEREN,Britania
16244,51.514248,-0.093145,Dressel 20,London,LIVNIMELISSI,Britania
16245,51.514248,-0.093145,Dressel 20,London,LIVNIMELISSI,Britania
16268,51.514248,-0.093145,Dressel 20,London,LHEDERAIVNIMELISSI,Britania
16274,51.514248,-0.093145,Dressel 20,London,LIVNIMELISSP,Britania
16287,51.514248,-0.093145,Dressel 20,London,IIIVNIHEDERAMELISSIEMELISSEHEDERA,Britania
16289,51.514248,-0.093145,Dressel 20,London,ELISSILISSEHEDERA,Britania
16290,51.514248,-0.093145,Dressel 20,London,IIIVNIMELETMELI,Britania
16291,51.514248,-0.093145,Dressel 20,London,IIIVNIMELISSIETMELISSEHEDERA,Britania
16306,51.514248,-0.093145,Dressel 20,London,MLFIDI,Britania
16308,51.514248,-0.093145,Dressel 20,London,ALFO,Britania
16314,51.514248,-0.093145,Dressel 20,London,ALFO,Britania
16326,51.514248,-0.093145,Dressel 20,London,CLPVHEDERA,Britania
16328,51.514248,-0.093145,Dressel 20,London,CLPVHEDERA,Britania
16333,51.514248,-0.093145,Dressel 20,London,HLQ,Britania
16355,51.514248,-0.093145,Dressel 20,London,VM,Britania
16358,51.514248,-0.093145,Dressel 20,London,PMFRPO,Britania
16360,51.514248,-0.093145,Dressel 20,London,PORPMH,Britania
16373,51.514248,-0.093145,Dressel 20,London,PMR,Britania
16374,51.514248,-0.093145,Dressel 20,London,QMR,Britania
16387,51.514248,-0.093145,Dressel 20,London,QMR,Britania
16391,51.514248,-0.093145,Dressel 20,London,QMR,Britania
16392,51.514248,-0.093145,Dressel 20,London,QMR,Britania
16400,51.514248,-0.093145,Dressel 20,London,QMS,Britania
16401,51.514248,-0.093145,Dressel 20,London,PALMAGMTPALMA,Britania
16408,51.514248,-0.093145,Dressel 20,London,LMVE,Britania
16412,51.514248,-0.093145,Dressel 20,London,LMVE,Britania
16414,51.514248,-0.093145,Dressel 20,London,MANIMV,Britania
16418,51.514248,-0.093145,Dressel 20,London,PMANILISVPE,Britania
16419,51.514248,-0.093145,Dressel 20,London,PMANILISVPE,Britania
16420,51.514248,-0.093145,Dressel 20,London,PMANISV,Britania
16421,51.514248,-0.093145,Dressel 20,London,PMANSV,Britania
16425,51.514248,-0.093145,Dressel 20,London,CMARSIL,Britania
16429,51.514248,-0.093145,Dressel 20,London,MAVRI,Britania
16430,51.514248,-0.093145,Dressel 20,London,MVR,Britania
16432,51.514248,-0.093145,Dressel 20,London,IIIMINICIOR,Britania
16440,51.514248,-0.093145,Dressel 20,London,PMOCVFIGEDO,Britania
16456,51.514248,-0.093145,Dressel 20,London,CORONAQNDPRIPALMA,Britania
16488,51.514248,-0.093145,Dressel 20,London,N,Britania
16489,51.514248,-0.093145,Dressel 20,London,PNN,Britania
16490,51.514248,-0.093145,Dressel 20,London,PNN,Britania
16491,51.514248,-0.093145,Dressel 20,London,PNN,Britania
16496,51.514248,-0.093145,Dressel 20,London,PNNAR,Britania
16508,51.514248,-0.093145,Dressel 20,London,SNR,Britania
16523,51.514248,-0.093145,Dressel 20,London,NYMPH,Britania
16525,51.514248,-0.093145,Dressel 20,London,HOFP,Britania
16527,51.514248,-0.093145,Dressel 20,London,FOIAS,Britania
16564,51.514248,-0.093145,Dressel 20,London,POROCODV,Britania
16565,51.514248,-0.093145,Dressel 20,London,POROCODV,Britania
16569,51.514248,-0.093145,Dressel 20,London,POROD,Britania
16572,51.514248,-0.093145,Dressel 20,London,PORDV,Britania
16579,51.514248,-0.093145,Dressel 20,London,FOP,Britania
16580,51.514248,-0.093145,Dressel 20,London,OPTA,Britania
16581,51.514248,-0.093145,Dressel 20,London,OPTATI,Britania
16583,51.514248,-0.093145,Dressel 20,London,OPTATI,Britania
16585,51.514248,-0.093145,Dressel 20,London,PP,Britania
16586,51.514248,-0.093145,Dressel 20,London,APCF,Britania
16613,51.514248,-0.093145,Dressel 20,London,PORCPR,Britania
16616,51.514248,-0.093145,Dressel 20,London,FPS,Britania
16619,51.514248,-0.093145,Dressel 20,London,PASSERAR,Britania
16620,51.514248,-0.093145,Dressel 20,London,PASSERAR,Britania
16628,51.514248,-0.093145,Dressel 20,London,PONTICI,Britania
16629,51.514248,-0.093145,Dressel 20,London,PONTICI,Britania
16633,51.514248,-0.093145,Dressel 20,London,PORRO,Britania
16634,51.514248,-0.093145,Dressel 20,London,PRIM,Britania
16639,51.514248,-0.093145,Dressel 20,London,PIQIALP,Britania
16647,51.514248,-0.093145,Dressel 20,London,PQFF,Britania
16656,51.514248,-0.093145,Dressel 20,London,LHEDERAQHEDERASHEDERA,Britania
16667,51.514248,-0.093145,Dressel 20,London,LQS,Britania
16682,51.514248,-0.093145,Dressel 20,London,NR,Britania
16684,51.514248,-0.093145,Dressel 20,London,GRADOS,Britania
16698,51.514248,-0.093145,Dressel 20,London,ROMANI,Britania
16708,51.514248,-0.093145,Dressel 20,London,ROMANI,Britania
16709,51.514248,-0.093145,Dressel 20,London,ROMA,Britania
16713,51.514248,-0.093145,Dressel 20,London,ROMANIPALMA,Britania
16715,51.514248,-0.093145,Dressel 20,London,ROMANIPALMA,Britania
16719,51.514248,-0.093145,Dressel 20,London,RVFIPO,Britania
16721,51.514248,-0.093145,Dressel 20,London,RVFINIATITAE,Britania
16734,51.514248,-0.093145,Dressel 20,London,GSA,Britania
16735,51.514248,-0.093145,Dressel 20,London,GSAP,Britania
16736,51.514248,-0.093145,Dressel 20,London,PSA,Britania
16749,51.514248,-0.093145,Dressel 20,London,PSAVI,Britania
16764,51.514248,-0.093145,Dressel 20,London,LSLVPI,Britania
16777,51.514248,-0.093145,Dressel 20,London,GSP,Britania
16787,51.514248,-0.093145,Dressel 20,London,QSP,Britania
16789,51.514248,-0.093145,Dressel 20,London,QSP,Britania
16790,51.514248,-0.093145,Dressel 20,London,QSP,Britania
16793,51.514248,-0.093145,Dressel 20,London,SP,Britania
16800,51.514248,-0.093145,Dressel 20,London,RSRIMFRER,Britania
16803,51.514248,-0.093145,Dressel 20,London,LSS,Britania
16804,51.514248,-0.093145,Dressel 20,London,LSSEX,Britania
16809,51.514248,-0.093145,Dressel 20,London,PORPSOPORPSC,Britania
16812,51.514248,-0.093145,Dressel 20,London,SAENIANI,Britania
16818,51.514248,-0.093145,Dressel 20,London,SAENIANS,Britania
16824,51.514248,-0.093145,Dressel 20,London,ASAEN,Britania
16825,51.514248,-0.093145,Dressel 20,London,ASAENI,Britania
16835,51.514248,-0.093145,Dressel 20,London,SATVRNI,Britania
16840,51.514248,-0.093145,Dressel 20,London,SAN,Britania
16847,51.514248,-0.093145,Dressel 20,London,SATVRNI,Britania
16863,51.514248,-0.093145,Dressel 20,London,EXOFQRF,Britania
16867,51.514248,-0.093145,Dressel 20,London,SCALENSIA,Britania
16880,51.514248,-0.093145,Dressel 20,London,SCALENSIAACCI,Britania
16881,51.514248,-0.093145,Dressel 20,London,SCALENSIAACCI,Britania
16890,51.514248,-0.093145,Dressel 20,London,FSCIMNIANO,Britania
16935,51.514248,-0.093145,Dressel 20,London,SCOROBRES,Britania
16939,51.514248,-0.093145,Dressel 20,London,LSERSENC,Britania
16947,51.514248,-0.093145,Dressel 20,London,CSEMPPOLYCL,Britania
16948,51.514248,-0.093145,Dressel 20,London,CSEMPOL,Britania
16952,51.514248,-0.093145,Dressel 20,London,CSEMPOL,Britania
16953,51.514248,-0.093145,Dressel 20,London,CSEMPPOL,Britania
16954,51.514248,-0.093145,Dressel 20,London,CSEMPOL,Britania
16959,51.514248,-0.093145,Dressel 20,London,CSEMP,Britania
16960,51.514248,-0.093145,Dressel 20,London,CSEMPOLICLITI,Britania
16961,51.514248,-0.093145,Dressel 20,London,CSEMPPOL,Britania
16973,51.514248,-0.093145,Dressel 20,London,POLICLITI,Britania
16974,51.514248,-0.093145,Dressel 20,London,POLYCLITI,Britania
16981,51.514248,-0.093145,Dressel 20,London,SERVILILVPI,Britania
16994,51.514248,-0.093145,Dressel 20,London,CSTERPAVLLINI,Britania
16995,51.514248,-0.093145,Dressel 20,London,CSTERPAVLLINI,Britania
16997,51.514248,-0.093145,Dressel 20,London,SVAVIS,Britania
16999,51.514248,-0.093145,Dressel 20,London,SVRVS,Britania
17001,51.514248,-0.093145,Dressel 20,London,STPR,Britania
17002,51.514248,-0.093145,Dressel 20,London,STPR,Britania
17010,51.514248,-0.093145,Dressel 20,London,THALLI,Britania
17015,51.514248,-0.093145,Dressel 20,London,LVA,Britania
17036,51.514248,-0.093145,Dressel 20,London,CVV,Britania
17043,51.514248,-0.093145,Dressel 20,London,VALERI,Britania
17044,51.514248,-0.093145,Dressel 20,London,LVALERROR,Britania
17045,51.514248,-0.093145,Dressel 20,London,LVALERTER,Britania
17048,51.514248,-0.093145,Dressel 20,London,FORTTVNATIM,Britania
17052,51.514248,-0.093145,Dressel 20,London,LVALERITROPHIMI,Britania
17053,51.514248,-0.093145,Dressel 20,London,LVALTROPHIMI,Britania
17058,51.514248,-0.093145,Dressel 20,London,LVTROPHIMI,Britania
17067,51.514248,-0.093145,Dressel 20,London,SAENIANBSVENNR,Britania
17068,51.514248,-0.093145,Dressel 20,London,VENVSTI,Britania
17071,51.514248,-0.093145,Dressel 20,London,LVIBR,Britania
17077,51.514248,-0.093145,Dressel 20,London,VIBIOR,Britania
17105,51.514248,-0.093145,Dressel 20,London,VRITILIL,Britania
17108,51.514248,-0.093145,Dressel 20,London,AMPPLPS,Britania
17111,51.514248,-0.093145,Dressel 20,London,C,Britania
17112,51.514248,-0.093145,Dressel 20,London,C,Britania
17121,51.514248,-0.093145,Dressel 20,London,DFIA,Britania
17123,51.514248,-0.093145,Dressel 20,London,E,Britania
17127,51.514248,-0.093145,Dressel 20,London,IHNA,Britania
17144,51.514248,-0.093145,Dressel 20,London,PEP,Britania
17150,51.514248,-0.093145,Dressel 20,London,PVIII,Britania
17160,51.514248,-0.093145,Dressel 20,London,S,Britania
17161,51.514248,-0.093145,Dressel 20,London,SA,Britania
17163,51.514248,-0.093145,Dressel 20,London,SIALI,Britania
17164,51.514248,-0.093145,Dressel 20,London,SIN,Britania
17168,51.514248,-0.093145,Dressel 20,London,VFV,Britania
20496,51.514248,-0.093145,Dressel 20,London,CIREXOFAVSCIREXOFANS,Britania
20655,51.514248,-0.093145,Dressel 20,London,LASTELLAMI,Britania
20704,51.514248,-0.093145,Dressel 20,London,QNDPRI,Britania
20705,51.514248,-0.093145,Dressel 20,London,QSP,Britania
