,AmphoraIdentifier,AmphoricTypeTitle,AreaTitle,FindingPlaceTitle,FindingPlaceLatitude,FindingPlaceLongitude,FullTranscription,SimplifiedTranscription,,ProductionDateStartYear,ProductionDateEndYear,ProductionPlaceTitle,CountryTitle
,16897,Dressel 20,Edinburgh,Cramond,55.95,-3.2,"FSCIMNIANO, sine imagine",FSCIMNIANO,,,,Las Delicias,United Kingdom
,16898,Dressel 20,Edinburgh,Cramond,55.95,-3.2,"FSCIMNIANO, sine imagine",FSCIMNIANO,,,,Las Delicias,United Kingdom
,16899,Dressel 20,Edinburgh,Cramond,55.95,-3.2,"FSCIMNIANO, sine imagine",FSCIMNIANO,,,,Las Delicias,United Kingdom
,16915,Dressel 20,Edinburgh,"From upper levels in Room 1, Block B.",55.95,-3.2,|F·SCIM'|/[NI]A'NO'|,FSCIMNIANO,,,,Las Delicias,United Kingdom
,15406,Dressel 20,Exeter,Exeter,50.7,-3.533333,|Q·A·GEMELLI|,QAGEMELLI,,,,,United Kingdom
,15676,Dressel 20,Exeter,Exeter,50.7,-3.533333,"PAVR, sine imagine",PAVR,,,,,United Kingdom
,15797,Dressel 20,Exeter,Exeter,50.7,-3.533333,{Q·}C·R^V|,QCR,,,,Sevilla,United Kingdom
,15855,Dressel 20,Exeter,Exeter,50.7,-3.533333,|GEMELLI''*,GEMELLI,,,,Cerro de los Pesebres,United Kingdom
,15895,Dressel 20,Exeter,Exeter,50.7,-3.533333,"CEFP, sine imagine",CEFP,,,,La Catria,United Kingdom
,15902,Dressel 20,Exeter,Exeter,50.7,-3.533333,|CEF'PVE'V'|,CEFPVEV,,,,,United Kingdom
,15986,Dressel 20,Exeter,Exeter,50.7,-3.533333,+FC|,...FC,,,,,United Kingdom
,16015,Dressel 20,Exeter,Exeter,50.7,-3.533333,"L·FO, sine imagine",LFO,,,,Sevilla,United Kingdom
,16124,Dressel 20,Exeter,Exeter,50.7,-3.533333,"MIM, sine imagine",MIM,,,,La Catria,United Kingdom
,16124,Dressel 20,Exeter,Exeter,50.7,-3.533333,"MIM, sine imagine",MIM,,,,Peñaflor,United Kingdom
,16145,Dressel 20,Exeter,Exeter,50.7,-3.533333,+M'IM|,...MIM,,,,,United Kingdom
,16149,Dressel 20,Exeter,Exeter,50.7,-3.533333,|MIMOPSI|,MIMOPSI,,,,Los Guerras,United Kingdom
,16159,Dressel 20,Exeter,Exeter,50.7,-3.533333,QIM,QIM,,,,,United Kingdom
,16311,Dressel 20,Exeter,Exeter,50.7,-3.533333,AELFO],AELFO,,180,210,La Catria,United Kingdom
,16411,Dressel 20,Exeter,Exeter,50.7,-3.533333,[L]MV^E|,LMVE,,,,Alcolea del Río,United Kingdom
,16411,Dressel 20,Exeter,Exeter,50.7,-3.533333,[L]MV^E|,LMVE,,,,Mejía,United Kingdom
,16411,Dressel 20,Exeter,Exeter,50.7,-3.533333,[L]MV^E|,LMVE,,,,Villar Tesoro,United Kingdom
,16563,Dressel 20,Exeter,Exeter,50.7,-3.533333,|P^O^ROCODV|,POROCODV (BROCODV),,,,La Catria,United Kingdom
,16723,Dressel 20,Exeter,Exeter,50.7,-3.533333,"CS, sine imagine",CS,,,,,United Kingdom
,16758,Dressel 20,Exeter,Exeter,50.7,-3.533333,"L·SL·P, sine imagine",LSLP,,,,La Catria,United Kingdom
,16766,Dressel 20,Exeter,Exeter,50.7,-3.533333,|L·SER·M'|,LSERM,,125,160,,United Kingdom
,17047,Dressel 20,Exeter,Exeter,50.7,-3.533333,|L·V^A·G''·A[L]|,LVAGAL,,,,Arva,United Kingdom
,17132,Dressel 20,Exeter,Exeter,50.7,-3.533333,|L(-)MIL|,LMIL...,,,,,United Kingdom
,17220,Dressel 20,Exeter,Exeter,50.7,-3.533333,+V^A+,...VA...,,,,,United Kingdom
,16234,Dressel 20,Exning,Exning,52.266667,0.35,"LIVNIMELISSI, sine imagine",LIVNIMELISSI,,,,Las Delicias,United Kingdom
,15917,Dressel 20,Eye,Stoke Ash,52.316667,1.15,"IIIENNIIVL, sine imagine",IIIENNIIVL,,,,huerta del río,United Kingdom
,15507,Dressel 20,Eynsford,Lullingstone,51.35,0.216667,|A'CIRGI·|,ACIRGI (ACIRCI),,,,Itálica,United Kingdom
,15718,Dressel 20,Eynsford,Lullingstone,51.35,0.216667,|Q·C·+,QC...,,,,,United Kingdom
,15865,Dressel 20,Eynsford,Lullingstone,51.35,0.216667,|S'C'L'T·|,SCLT,,,,Malpica Sur,United Kingdom
,15538,Dressel 20,Falkirk,Camelon,56,-3.766667,"AFITAL, sine imagine",AFITAL,,,,,United Kingdom
,15634,Dressel 20,Falkirk,Mumrills,56,-3.766667,|Q'AR'P| & |Q'AP'P|,QARP & QAPP,,,,,United Kingdom
,15925,Dressel 20,Falkirk,Camelon,56,-3.766667,|III[E]{·/N}N^I·IV^L((hedera))|,IIIENNIIVL,,,,huerta del río,United Kingdom
,15926,Dressel 20,Falkirk,Camelon,56,-3.766667,[IIIE]NN^I·IV^L((hedera))|,IIENNIIVL,,,,,United Kingdom
,16123,Dressel 20,Falkirk,Camelon,56,-3.766667,"MIM, sine imagine",MIM,,,,La Catria,United Kingdom
,16123,Dressel 20,Falkirk,Camelon,56,-3.766667,"MIM, sine imagine",MIM,,,,Peñaflor,United Kingdom
,16155,Dressel 20,Falkirk,Mumrills,56,-3.766667,"QIM, sine imagine",QIM,,,,,United Kingdom
,16309,Dressel 20,Falkirk,Rough Castle,56,-3.766667,"ALFO, sine imagine",ALFO,,142,165,La Catria,United Kingdom
,16320,Dressel 20,Falkirk,Camelon,56,-3.766667,|AEL'F'+,AELF...,,,,La Catria,United Kingdom
,16382,Dressel 20,Falkirk,Camelon,56,-3.766667,|QMR|,QMR,,,,,United Kingdom
,16536,Dressel 20,Falkirk,Mumrills,56,-3.766667,"DOMS, sine imagine",DOMS,,142,165,Alcolea del Río,United Kingdom
,16537,Dressel 20,Falkirk,Rough Castle,56,-3.766667,"DOMS, sine imagine",DOMS,,142,165,Alcolea del Río,United Kingdom
,16546,Dressel 20,Falkirk,Camelon,56,-3.766667,DOMS|,DOMS,,,,Alcolea del Río,United Kingdom
,16576,Dressel 20,Falkirk,Rough Castle,56,-3.766667,"CORCLE, sine imagine",CORCLE,,142,165,,United Kingdom
,16612,Dressel 20,Falkirk,Camelon,56,-3.766667,[Q]P'H^R'YXI,QPHRYXI,,,,,United Kingdom
,17011,Dressel 20,Falkirk,Camelon,56,-3.766667,|F''T^REB^EC^IAN^I|,FTREBECIANI,,,,,United Kingdom
,17155,Dressel 20,Falkirk,Camelon,56,-3.766667,|Q+,Q...,,,,,United Kingdom
,4625,Dressel 20,Falkirk,Kinneil House,56,-3.766667,SAXOFERREO|,SAXOFERREO,,,,Arva,United Kingdom
,4625,Dressel 20,Falkirk,Kinneil House,56,-3.766667,SAXOFERREO|,SAXOFERREO,,,,Huerta de Belén,United Kingdom
,16068,Dressel 20,Fingringhoe,Fingringhoe,51.833333,0.933333,|{L·}HIPO(-)|,LHIPO,,,,,United Kingdom
,15844,Dressel 20,Fishbourne,Fishbourne,50.833333,-0.8,|QC'A^L[MAR]SI|,QCALMARSI,,,,,United Kingdom
,16050,Dressel 20,Fishbourne,Fishbourne,50.833333,-0.8,|P^H^I^LO|,PHILO,,,,,United Kingdom
,16183,Dressel 20,Fishbourne,Fishbourne,50.833333,-0.8,S·IR,SIR,,,,,United Kingdom
,16210,Dressel 20,Fishbourne,Fishbourne,50.833333,-0.8,|L·I·T|,LIT,,101,200,,United Kingdom
,16566,Dressel 20,Fishbourne,Fishbourne,50.833333,-0.8,|P^OO^CO/D'V|,POROCODV (BROCODV),,,,La Catria,United Kingdom
,16704,Dressel 20,Fishbourne,Fishbourne,50.833333,-0.8,|ROM^ANI|,ROMANI,,43,75,,United Kingdom
,16753,Dressel 20,Fishbourne,Fishbourne,50.833333,-0.8,|F'·A·QVA'|,FSFAQVA,,,,Huerta de Belén,United Kingdom
,15392,Dressel 20,Fishtoft,Fishtoft,52.95,0.033333,"GAF, sine imagine",GAF,,,,Azanaque-Castillejo,United Kingdom
,15900,Dressel 20,Gelligaer,Gelligaer,51.664444,-3.256111,|C·E·F·P'|,CEFP,,,,La Catria,United Kingdom
,16006,Dressel 20,Gilsland,Gilsland,54.983333,-2.566667,"QFF, sine imagine",QFF,,,,La Catria,United Kingdom
,17162,Dressel 20,Gilsland,Willowford West (Turret 48b),54.983333,-2.566667,"SER+, sine imagine",SER...,,,,,United Kingdom
,15702,Dressel 20,Glossop,Melandra Castle (Ardotalia),53.416667,-1.9,"SGA, sine imagine",SGA,,,,,United Kingdom
,15523,Dressel 20,Gloucester,Gloucester,51.833333,-2.25,[S]A^EQAR|,SAEQAR,,,,,United Kingdom
,15905,Dressel 20,Gloucester,Gloucester,51.833333,-2.25,|REP|,REP,,,,,United Kingdom
,16611,Dressel 20,Gloucester,Gloucester,51.833333,-2.25,[Q]PH^RYXI|,QPPHRYXI,,,,,United Kingdom
,16645,Dressel 20,Gloucester,Gloucester,51.833333,-2.25,|MQFFT|,MQFFT,,,,,United Kingdom
,16755,Dressel 20,Gloucester,Gloucester,51.833333,-2.25,"LSH, sine imagine",LSH,,,,,United Kingdom
,16805,Dressel 20,Gloucester,Kingsholm,51.833333,-2.25,|L·S·S^EP^T|,LSSEPT,,,,,United Kingdom
,17188,Dressel 20,Gloucester,Kingsholm,51.833333,-2.25,+cR|,...CR,,,,,United Kingdom
,16063,Dressel 20,Godmanchester,Godmanchester,52.316667,-0.166667,"HERMESF, sine imagine",HERMESF,,,,Villar de Brenes,United Kingdom
,17088,Dressel 20,Grantham,Saltersford,52.9,-0.633333,"VIRGINENSIA, sine imagine",VIRGINENSIA,,,,Itálica,United Kingdom
,16733,Dressel 20,Gravesend,Springhead (Vagniacis),51.433333,0.366667,|G·S·A|,GSA,,,,,United Kingdom
,15533,Dressel 20,Great Chesters,Great Chesters,54.983333,-2.433333,[MA]E'MRVS|,MAEMRVS,,,,Arva,United Kingdom
,15914,Dressel 20,Great Chesters,Great Chesters,54.983333,-2.433333,|CENH[^I]SPSA^E|,CENHISPSAE,,,,huerta del río,United Kingdom
,16577,Dressel 20,Great Dunmow,Great Dunmow,51.883333,0.366667,"ONES, sine imagine",ONES,,,,Tarancón,United Kingdom
,16894,Dressel 20,Great Wakering,Wakering,51.533333,0.8,F'SCIMNI^A~NI'|,FSCIMNIANI,,,,,United Kingdom
,15688,Dressel 20,Harpham,Harpham,54.033333,-0.333333,"MAXIFAX, sine imagine",MAXIFAX,,,,,United Kingdom
,15694,Dressel 20,Hengistbury Head,Hengistbury Head,50.71376,-1.748246,"BELLICIANAPAGALLENI, sine imagine",BELLICIANAPAGALLENI,,,,Cortijo del Romero,United Kingdom
,16701,Dressel 20,Hengistbury Head,Hengistbury Head,50.71376,-1.748246,"ROMANI, sine imagine",ROMANI,,,,,United Kingdom
,16985,Dressel 20,Hengistbury Head,Hengistbury Head,50.71376,-1.748246,"QSERVBR, sine imagine",QSERVBR,,,,,United Kingdom
,16996,Dressel 20,Hengistbury Head,Hengistbury Head,50.71376,-1.748246,|QS^ER^VBR|,QSERVBR,,,,,United Kingdom
,15544,Dressel 20,Heptonstall,Slack,53.75,-2.016667,|AGRICOLA^E''+,AGRICOLAE (ACRICOLAE),,,,Casa de Mingaobez,United Kingdom
,16035,Dressel 20,Heptonstall,Slack,53.75,-2.016667,|Q·FV^E|,QFVE,,,,,United Kingdom
,16540,Dressel 20,Hexham,Hexham,54.966667,-2.1,"DOMS, sine imagine",DOMS,,,,Alcolea del Río,United Kingdom
,15734,Dressel 20,Holt,Holt,53.066667,-2.883333,|QCCC|,QCCC,,,,,United Kingdom
,15928,Dressel 20,Holt,Holt,53.066667,-2.883333,[III]ENN^I·IV[^L]((corona))|,IIIENNIIVL,,,,huerta del río,United Kingdom
,16722,Dressel 20,Holt,Holt,53.066667,-2.883333,|RR^VS|,RRVS,,,,,United Kingdom
,17125,Dressel 20,Holt,Holt,53.066667,-2.883333,"GR(--)VS, sine imagine",GR...VS,,,,,United Kingdom
,16906,Dressel 20,Holybourne,"Neatham, roman halmet (Vindomis)",51.166667,-0.933333,FSCIMN^IA^N^I,FSCIMNIANO,,,,Las Delicias,United Kingdom
,15752,Dressel 20,Housesteads,Housesteads,55.016667,-2.333333,|L'·F'O'|,LFO,,,,Sevilla,United Kingdom
,15935,Dressel 20,Housesteads,Housesteads,55.016667,-2.333333,[III]ENN^IIV[^L]((palma))|,IIIENNIIVL,,,,huerta del río,United Kingdom
,16038,Dressel 20,Housesteads,Housesteads,55.016667,-2.333333,|FELIC·|,FELIC,,,,Las Delicias,United Kingdom
,16104,Dressel 20,Housesteads,Housesteads,55.016667,-2.333333,+B|,...B,,,,,United Kingdom
,16193,Dressel 20,Housesteads,Housesteads,55.016667,-2.333333,"LIT, sine imagine",LIT,,,,,United Kingdom
,16267,Dressel 20,Housesteads,Housesteads,55.016667,-2.333333,[L]IVNI·M|/[ELI]S'·SI·P|,LIVNIMSSIP,,,,,United Kingdom
,16367,Dressel 20,Housesteads,Housesteads,55.016667,-2.333333,|GMMF'',GMMF,,,,Azanaque-Castillejo,United Kingdom
,16541,Dressel 20,Housesteads,Housesteads,55.016667,-2.333333,|DOMS|,DOMS,,,,Alcolea del Río,United Kingdom
,16542,Dressel 20,Housesteads,Housesteads,55.016667,-2.333333,"DOMS, sine imagine",DOMS,,,,Alcolea del Río,United Kingdom
,16931,Dressel 20,Housesteads,Housesteads,55.016667,-2.333333,|F·SCI[M]/|NIAN'[O],FSCIMNIANO,,,,Las Delicias,United Kingdom
,15896,Dressel 20,Ilchester,Ilchester,51.007222,-2.678333,"CEFP, sine imagine",CEFP,,,,La Catria,United Kingdom
,15915,Dressel 20,Ilchester,Ilchester,51.007222,-2.678333,|CEN^ISAEN|,CENISAEN,,,,,United Kingdom
,16150,Dressel 20,Ilchester,Ilchester,51.007222,-2.678333,"QIM, sine imagine",QIM,,,,,United Kingdom
,16460,Dressel 20,Ilchester,Ilchester,51.007222,-2.678333,"PNN, sine imagine",PNN,,,,Alcolea del Río,United Kingdom
,16460,Dressel 20,Ilchester,Ilchester,51.007222,-2.678333,"PNN, sine imagine",PNN,,,,Arva,United Kingdom
,16460,Dressel 20,Ilchester,Ilchester,51.007222,-2.678333,"PNN, sine imagine",PNN,,,,El Tejarillo,United Kingdom
,16460,Dressel 20,Ilchester,Ilchester,51.007222,-2.678333,"PNN, sine imagine",PNN,,,,Tostoneras,United Kingdom
,16624,Dressel 20,Ilchester,Ilchester,51.007222,-2.678333,|P^ERA^NI^RENSA|,PERANIRENSA,,,,,United Kingdom
,15712,Dressel 20,Ilkley,Ilkley,53.916667,-1.816667,"MCC, sine imagine",MCC,,,,Cerro de los Pesebres,United Kingdom
,15712,Dressel 20,Ilkley,Ilkley,53.916667,-1.816667,"MCC, sine imagine",MCC,,,,Madueño,United Kingdom
,15723,Dressel 20,Ilkley,Ilkley,53.916667,-1.816667,|QCC[-?]|,QCC & QCC…,,,,Las Sesenta,United Kingdom
,15850,Dressel 20,Ilkley,Ilkley,53.916667,-1.816667,|CAMILI/|SILVESTRI,CAMILISILVESTRI,,,,Las Delicias,United Kingdom
,15867,Dressel 20,Ilkley,Ilkley,53.916667,-1.816667,|V·GLE|,VGLE,,,,La Catria,United Kingdom
,15897,Dressel 20,Ilkley,Ilkley,53.916667,-1.816667,|CEF'P'|,CEFP,,,,La Catria,United Kingdom
,16242,Dressel 20,Ilkley,Ilkley,53.916667,-1.816667,"LIVNIMELISSI, sine imagine",LIVNIMELISSI,,,,Las Delicias,United Kingdom
,16370,Dressel 20,Ilkley,Ilkley,53.916667,-1.816667,|M~MR+,MMR…,,,,,United Kingdom
,16557,Dressel 20,Ilkley,Ilkley,53.916667,-1.816667,[D]OMS|,DOMS,,,,Alcolea del Río,United Kingdom
,16854,Dressel 20,Ilkley,Ilkley,53.916667,-1.816667,|sAXO!FE'RREO!,SAXOFERREO,,,,Arva,United Kingdom
,16854,Dressel 20,Ilkley,Ilkley,53.916667,-1.816667,|sAXO!FE'RREO!,SAXOFERREO,,,,Huerta de Belén,United Kingdom
,20675,Dressel 20,Ilkley,Ilkley,53.916667,-1.816667,[B]AbPOR|,BABPOR?,,,,,United Kingdom
,16334,Dressel 20,Kelvedon,Kelvendon,51.833333,0.716667,|H^LQ|,HLQ,,,,,United Kingdom
,16693,Dressel 20,Kelvedon,Kelvedon,51.833333,0.716667,|M·RR((hedera))|,MRR,,,,,United Kingdom
,17179,Dressel 20,Kirkton,Carzield,55.116667,-3.616667,"+AON, sine imagine",...AON,,,,,United Kingdom
,15804,Dressel 20,Lanark,Castledykes,55.65,-3.783333,"MMCS, sine imagine",MMCS,,142,165,,United Kingdom
,15568,Dressel 20,Lancaster,Lancaster,54.066667,-2.833333,"CANTONIQVIETI, sine imagine",CANTONIQVIETI,,,,Alcolea del Río,United Kingdom
,16230,Dressel 20,Lancaster,Lancaster,54.066667,-2.833333,"IVLTEREN, sine imagine",IVLTEREN,,,,Malpica Sur,United Kingdom
,15411,Dressel 20,Leicester,Leicester,52.633333,-1.133333,|L·A·GER|,LAGER,,69,96,Alcotrista,United Kingdom
,15411,Dressel 20,Leicester,Leicester,52.633333,-1.133333,|L·A·GER|,LAGER,,69,96,Isla del Castillo,United Kingdom
,15411,Dressel 20,Leicester,Leicester,52.633333,-1.133333,|L·A·GER|,LAGER,,69,96,Las Ánimas,United Kingdom
,15552,Dressel 20,Leicester,Leicester,52.633333,-1.133333,|AM^ET^H^YST|,AMETHYST,,,,,United Kingdom
,15586,Dressel 20,Leicester,Leicester,52.633333,-1.133333,|C·A^N^T·Q|,CANTQ,,69,96,,United Kingdom
,15607,Dressel 20,Leicester,Leicester,52.633333,-1.133333,|CA'NI'VE'T'|,CANIVET,,,,,United Kingdom
,15742,Dressel 20,Leicester,Leicester,52.633333,-1.133333,[LC·F·FC(%?)+,LCFFC...,,,,,United Kingdom
,15768,Dressel 20,Leicester,Leicester,52.633333,-1.133333,|LCM|,LCM,,,,La Catria,United Kingdom
,15809,Dressel 20,Leicester,Leicester,52.633333,-1.133333,|MMCSAE|,MMCSAE,,,,,United Kingdom
,15839,Dressel 20,Leicester,Leicester,52.633333,-1.133333,|CA~LPVR|,CALPVR,,,,,United Kingdom
,15887,Dressel 20,Leicester,Leicester,52.633333,-1.133333,"CEC, sine imagine",CEC,,,,,United Kingdom
,15911,Dressel 20,Leicester,Leicester,52.633333,-1.133333,"CENNIHISPSAE, sine imagine",CENNIHISPSAE,,,,huerta del río,United Kingdom
,15937,Dressel 20,Leicester,Leicester,52.633333,-1.133333,+III·I'En+,...IIIIEN...,,,,,United Kingdom
,15969,Dressel 20,Leicester,Leicester,52.633333,-1.133333,|LFCF|,LFCF,,,,,United Kingdom
,16073,Dressel 20,Leicester,Leicester,52.633333,-1.133333,|HISP·SA^EN^I((corona))|,HISPSAENI,,,,huerta del río,United Kingdom
,16076,Dressel 20,Leicester,Leicester,52.633333,-1.133333,[HISPA]N^ISA^EN+,...HISPANISAEN...,,,,,United Kingdom
,16092,Dressel 20,Leicester,Leicester,52.633333,-1.133333,|QI'AF''·s|,QIAFS,,,,Malpica,United Kingdom
,16116,Dressel 20,Leicester,Leicester,52.633333,-1.133333,+IB|,...IB,,,,,United Kingdom
,16146,Dressel 20,Leicester,Leicester,52.633333,-1.133333,|M+,M...,,,,,United Kingdom
,16158,Dressel 20,Leicester,Leicester,52.633333,-1.133333,|Q'IM|,QIM,,,,,United Kingdom
,16170,Dressel 20,Leicester,Leicester,52.633333,-1.133333,|LIOPVSN'N^I|,LIOPVSNNI,,69,96,,United Kingdom
,16178,Dressel 20,Leicester,Leicester,52.633333,-1.133333,|M·I·R·P·F'OR|,MIRPFOR,,,,,United Kingdom
,16222,Dressel 20,Leicester,Leicester,52.633333,-1.133333,|PIV^L[^I]CRIS'PI|,PIVLICRISPI,,,,El Marchante,United Kingdom
,16332,Dressel 20,Leicester,Leicester,52.633333,-1.133333,|C''LPVD| & |G''LPVD|,CLPVDE & GLPVD,,,,,United Kingdom
,16361,Dressel 20,Leicester,Leicester,52.633333,-1.133333,|POR·P·M·H|,PORPMH,,50,100,,United Kingdom
,16394,Dressel 20,Leicester,Leicester,52.633333,-1.133333,|CMS|,CMS,,,,El Temple,United Kingdom
,16520,Dressel 20,Leicester,Leicester,52.633333,-1.133333,|NERV^AE''|,NERVAE,,69,96,Haza del Olivo,United Kingdom
,16558,Dressel 20,Leicester,Leicester,52.633333,-1.133333,|DOMS|,DOMS,,,,Alcolea del Río,United Kingdom
,16594,Dressel 20,Leicester,Leicester,52.633333,-1.133333,|MPFF|,MPFF,,,,El Tejarillo,United Kingdom
,16602,Dressel 20,Leicester,Leicester,52.633333,-1.133333,"LPMS, sine imagine",LPMS,,,,Haza del Olivo,United Kingdom
,16705,Dressel 20,Leicester,Leicester,52.633333,-1.133333,|ROM^AN^I((palma))|,ROMANI,,,,,United Kingdom
,16706,Dressel 20,Leicester,Leicester,52.633333,-1.133333,|ROM^AN^I((palma))|,ROMANI,,69,96,,United Kingdom
,16724,Dressel 20,Leicester,Leicester,52.633333,-1.133333,"PORPS, sine imagine",PORPS,,,,La Catria,United Kingdom
,16756,Dressel 20,Leicester,Leicester,52.633333,-1.133333,P''ORQ·S·R''*,PORQSR,,,,,United Kingdom
,16762,Dressel 20,Leicester,Leicester,52.633333,-1.133333,|L·SL^VPI|,LSLVPI,,,,La María,United Kingdom
,16811,Dressel 20,Leicester,Leicester,52.633333,-1.133333,|SA^EN^IA^N^ES|,SAENIANES,,,,,United Kingdom
,16815,Dressel 20,Leicester,Leicester,52.633333,-1.133333,|SA^EN^I·CH^E|,SAENICHE,,1,100,,United Kingdom
,17006,Dressel 20,Leicester,Leicester,52.633333,-1.133333,CTYC'|,CTYC,,,,La Graja,United Kingdom
,17213,Dressel 20,Leicester,Leicester,52.633333,-1.133333,+QVV|,...QVV,,,,,United Kingdom
,15387,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,|M'A'CCE|,MACCE (MAGGE),,,,,United Kingdom
,15684,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,|ARAXIFM|,ARAXIFM,,,,Malpica Sur,United Kingdom
,15798,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,|QCR|,QCR,,,,Sevilla,United Kingdom
,15890,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,|PECV|,PECV,,,,,United Kingdom
,15972,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,|LF!C·sEnT!·|,LFCSENT,,,,,United Kingdom
,16030,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,|M·F!S|,MFS,,,,Alcotrista,United Kingdom
,16139,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,|M·I·M|,MIM,,,,La Catria,United Kingdom
,16139,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,|M·I·M|,MIM,,,,Peñaflor,United Kingdom
,16201,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,|L·I·T|,LIT,,,,,United Kingdom
,16243,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,"LIVNIMELISSI, sine imagine",LIVNIMELISSI,,,,Las Delicias,United Kingdom
,16269,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,L·IVNI·M/EI·SSI·P,LIVNIMEISSIP,,,,,United Kingdom
,16295,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,[I]IIVN^IM'[E]/*T'MEL'I'SS'E'+,IIIVNIME...TMELISSE...,,,,Itálica,United Kingdom
,16368,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,G'M'M'+,GMM...,,,,,United Kingdom
,16407,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,|L·M·V^E|,LMVE,,,,Alcolea del Río,United Kingdom
,16407,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,|L·M·V^E|,LMVE,,,,Mejía,United Kingdom
,16407,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,|L·M·V^E|,LMVE,,,,Villar Tesoro,United Kingdom
,16416,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,P''M^A{N^I·}L^ISV^PER|,PMANILISVPER,,,,,United Kingdom
,16436,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,|IIMIN^IACRE^TCA[N],IIMINIACRETCAL (IIMINIACRECAL),,,,,United Kingdom
,16458,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,|SnI|,SNI,,,,,United Kingdom
,16486,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,PNN],PNN,,,,Alcolea del Río,United Kingdom
,16486,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,PNN],PNN,,,,Arva,United Kingdom
,16486,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,PNN],PNN,,,,El Tejarillo,United Kingdom
,16486,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,PNN],PNN,,,,Tostoneras,United Kingdom
,16521,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,|NE'V^A^E'|,NEVAE,,,,,United Kingdom
,16528,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,|cOL|,COL,,,,,United Kingdom
,16562,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,|P^OROCODV,POROCODV (BROCODV),,,,La Catria,United Kingdom
,16584,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,|L·PAE'+,LPAEOA & LPAEFIRMA,,,,Arva,United Kingdom
,16625,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,|PONTI<C|,PONTIC,,54,68,,United Kingdom
,16744,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,[P]SA^V|,PSAV,,,,,United Kingdom
,16773,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,|FIGIL[NACIRGI]/|M'·MAVR[IAX],FIGILNACIRGIMSMAVRIAX,,,,,United Kingdom
,16822,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,+P[S]((hedera))SA^EN^I|,PSAENI,,,,,United Kingdom
,16830,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,Q'SASE'R,QSASER,,,,,United Kingdom
,16856,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,|S'A'XOFERREO|,SAXOFERREO,,,,Arva,United Kingdom
,16856,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,|S'A'XOFERREO|,SAXOFERREO,,,,Huerta de Belén,United Kingdom
,16918,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,[F]·SC[IM]/|NIA'[NO],FSCIMNIANO,,,,Las Delicias,United Kingdom
,17128,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,|IIV'+,IIV...,,,,,United Kingdom
,17156,Dressel 20,Lincoln,Lincoln,53.233333,-0.533333,|Q+,Q...,,,,,United Kingdom
,28045,Dressel 20,Lincoln,Inglaterra,53.233333,-0.533333,|BR'O<{C'O}DV'|,BROCODV,,,,La Catria,United Kingdom
,17000,Dressel 20,Liverpool,Liverpool,53.416667,-3,"STCA, sine imagine",STCA,,,,Las Sesenta,United Kingdom
,25459,Dressel 20,Llantwit Major,Llantwit Major,51.405556,-3.482778,"|VICTORICI|, bis impresum est",VICTORICI,,,,Castillo de Azanaque,United Kingdom
,15382,Dressel 20,London,London,51.514248,-0.093145,"A·A·F, sine imagine",AAF,,,,,United Kingdom
,15388,Dressel 20,London,London,51.514248,-0.093145,|LACON'^F'| & |LACON'^E'|,LACONF & LACONE,,,,,United Kingdom
,15394,Dressel 20,London,London,51.514248,-0.093145,|G·A·F*,GAF,,,,Azanaque-Castillejo,United Kingdom
,15395,Dressel 20,London,London,51.514248,-0.093145,|G·A·[F],GAF,,,,Azanaque-Castillejo,United Kingdom
