,AmphoraIdentifier,AmphoricTypeTitle,AreaTitle,FindingPlaceTitle,FindingPlaceLatitude,FindingPlaceLongitude,FullTranscription,SimplifiedTranscription,,ProductionDateStartYear,ProductionDateEndYear,ProductionPlaceTitle,CountryTitle
,15849,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,IIC^AM'+/M^EL'+,IICAMMEL,,,,,United Kingdom
,15856,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|GEM'[ELLI]+,GEMELLI,,,,Cerro de los Pesebres,United Kingdom
,15883,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|FCVC'V''|,FCVCV,,,,Barranco del Picacho,United Kingdom
,15946,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|QFA^LBE[L] & |QFA^LBE^T''[N],QFALBEL… & QFALBETN,,,,,United Kingdom
,15974,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|L·FC·SENT^I[?]|,LFCSENTI,,,,,United Kingdom
,15989,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,S·F·E|,SFE,,,,,United Kingdom
,16016,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|L·F·O|,LFO,,,,Sevilla,United Kingdom
,16027,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|POR'F'S'|,PORLFS,,201,300,La Catria,United Kingdom
,16047,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|P^HILEROF|,PHILEROF,,,,,United Kingdom
,16071,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|HISP·SA^EN^I((corona))'',HISPSAENI,,101,125,huerta del río,United Kingdom
,16081,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,M·I·A'|,MIA,,,,,United Kingdom
,16082,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|M·I·AR^V|,MIARV,,,,,United Kingdom
,16087,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|QIAFS+,QIAFS...,,,,Malpica,United Kingdom
,16140,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|MI'M'|,MIM,,,,La Catria,United Kingdom
,16140,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|MI'M'|,MIM,,,,Peñaflor,United Kingdom
,16141,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|MIM|,MIM,,,,La Catria,United Kingdom
,16141,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|MIM|,MIM,,,,Peñaflor,United Kingdom
,16168,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|QIM'N'HM'|,QIMNHM,,,,,United Kingdom
,16223,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,[P]I^V^L^ICR^IS[P]I|,PIVLICRISPI,,,,El Marchante,United Kingdom
,16280,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,+IM'|/+I·P|,...IM...IP,,,,,United Kingdom
,16281,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|LIV+/|E'I'+,LIV...EI...,,,,,United Kingdom
,16294,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|I'I'I'VN^I·ME+/|E+,IIIVNIME...E...,,,,Itálica,United Kingdom
,16413,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|CM^AQO''F|,CMAQOF,,,,,United Kingdom
,16428,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|M^AVRI|,MAVRI,,,,La Corregidora,United Kingdom
,16452,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|ANAR'|,ANAR,,,,,United Kingdom
,16455,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|Q''ND·FA'B'',QNDFAB,,,,,United Kingdom
,16478,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,P'NN',PNN,,,,Alcolea del Río,United Kingdom
,16478,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,P'NN',PNN,,,,Arva,United Kingdom
,16478,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,P'NN',PNN,,,,El Tejarillo,United Kingdom
,16478,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,P'NN',PNN,,,,Tostoneras,United Kingdom
,16517,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|PN'S|,PNS,,201,300,Arva,United Kingdom
,16548,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,DOMS,DOMS,,,,Alcolea del Río,United Kingdom
,16567,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|P^ORO{PHI}|,POROCODV (BROCODV),,54,68,La Catria,United Kingdom
,16590,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|CPCAM'O,CPCAMO,,,,,United Kingdom
,16638,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|L·Q·A|,LQA,,,,,United Kingdom
,16641,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|MQFF|,MQFF,,,,Malpica Sur,United Kingdom
,16648,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,P·QF'F'*,PQFF,,,,,United Kingdom
,16651,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,"LQS, sine imagine",LQS,,,,Alcolea del Río,United Kingdom
,16692,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|L''RPHcON*,LRPHCON,,,,,United Kingdom
,16702,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,"ROMANI, sine imagine",ROMANI,,,,,United Kingdom
,16707,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|ROM^AN^I((palma))|,ROMANI (ROMNI),,,,,United Kingdom
,16720,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|R^V^F'A^TI·TA^E|,RVFINIATITTAE & RVFINIATITAE,,,,La Mallena,United Kingdom
,16806,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|·LSEP*,LSSEP,,,,,United Kingdom
,16836,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|SA^T^V^RNINI|,SATVRNINI,,,,,United Kingdom
,16837,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|SA^T^V^RNINI|,SATVRNINI,,,,,United Kingdom
,16859,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,SAXOFERREO|,SAXOFERREO,,,,Arva,United Kingdom
,16859,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,SAXOFERREO|,SAXOFERREO,,,,Huerta de Belén,United Kingdom
,16860,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,SAXOFERR'[O],SAXOFERREO,,,,Arva,United Kingdom
,16860,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,SAXOFERR'[O],SAXOFERREO,,,,Huerta de Belén,United Kingdom
,16862,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,S'AXOFERO|,SAXOFERREO,,,,Arva,United Kingdom
,16862,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,S'AXOFERO|,SAXOFERREO,,,,Huerta de Belén,United Kingdom
,16908,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|FSCIMN^IA|,FSCIMNIA & FSCIMNIANO,,,,Las Delicias,United Kingdom
,16919,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|FS'[CIM]/|N[IOANO],FSCIMNIANO,,,,Las Delicias,United Kingdom
,16923,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|F((hedera))SCIM/NIANO|,FSCIMNIANO,,,,Las Delicias,United Kingdom
,16940,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,L''S^ELS^ENCI|,LSELSENCI,,75,125,La Rambla y El Acebuchal,United Kingdom
,16950,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|C·SEMPOL,CSEMPOL,,,,,United Kingdom
,17060,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|L·V^A^LV^I^T|,LVALVIT,,1,100,,United Kingdom
,17092,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|V'RCIN|,VIRGIN (VIRCIN),,,,Villar de Brenes,United Kingdom
,17119,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|C(--)R|,C...R,,,,,United Kingdom
,17141,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,"M(--)S, sine imagine",M...S,,,,,United Kingdom
,17153,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,|Q·+,Q...,,,,,United Kingdom
,17180,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,+ASP((hedera))|,...ASP,,,,,United Kingdom
,17218,Dressel 20,Cirencester,Cirencester,51.733333,-1.983333,+SA·T|,...SAT,,,,,United Kingdom
,16388,Dressel 20,Cockermouth,Papcastle,54.666667,-3.35,|QMR|,QMR,,,,,United Kingdom
,15433,Dressel 20,Colchester,Colchester,51.883333,0.9,|SALS|,SALS,,,,Arva,United Kingdom
,15439,Dressel 20,Colchester,Colchester,51.883333,0.9,|L·A·M|,LAM,,44,44,,United Kingdom
,15441,Dressel 20,Colchester,Colchester,51.883333,0.9,|SAMI'S|,SAMIS,,61,65,,United Kingdom
,15442,Dressel 20,Colchester,Colchester,51.883333,0.9,[SA]MIS|,SAMIS,,61,65,,United Kingdom
,15452,Dressel 20,Colchester,Colchester,51.883333,0.9,|L'·A·R|,LAR?,,,,,United Kingdom
,15459,Dressel 20,Colchester,Colchester,51.883333,0.9,PORLAR|,PORLAR,,,,La Catria,United Kingdom
,15472,Dressel 20,Colchester,Colchester,51.883333,0.9,|MAR|,MAR,,,,Itálica,United Kingdom
,15489,Dressel 20,Colchester,Colchester,51.883333,0.9,|ACIRGI|,ACIRGI (ACIRCI),,,,Itálica,United Kingdom
,15512,Dressel 20,Colchester,Colchester,51.883333,0.9,|ACIR''G+,ACIRG (ACIRC),,,,La Catria,United Kingdom
,15516,Dressel 20,Colchester,Colchester,51.883333,0.9,M^A^EA^L^EX|,MAEALEX,,,,,United Kingdom
,15530,Dressel 20,Colchester,Colchester,51.883333,0.9,"MAEMRVS, sine imagine",MAEMRVS,,,,Arva,United Kingdom
,15536,Dressel 20,Colchester,Colchester,51.883333,0.9,|L·AEMI{LI}|/|RV~S~T[--]|,LAEMILIRVST,,60,60,,United Kingdom
,15537,Dressel 20,Colchester,Colchester,51.883333,0.9,"AFGRISSVS, sine imagine",AFGRISSVS,,,,,United Kingdom
,15548,Dressel 20,Colchester,Colchester,51.883333,0.9,|AGRIC~OLA[E],AGRICOLAE,,,,Casa de Mingaobez,United Kingdom
,15561,Dressel 20,Colchester,Colchester,51.883333,0.9,|L·A^NN^ISEC|,LANNISEC,,,,,United Kingdom
,15564,Dressel 20,Colchester,Colchester,51.883333,0.9,|ANT^H^I|,ANTHI,,60,60,,United Kingdom
,15567,Dressel 20,Colchester,Colchester,51.883333,0.9,"CANTONIQVIETI, sine imagine",CANTONIQVIETI,,,,Alcolea del Río,United Kingdom
,15569,Dressel 20,Colchester,Colchester,51.883333,0.9,|G·AN^TON^IQVI^ET^I|,CANTONIQVIETI (GANTONIQVIETI),,,,Alcolea del Río,United Kingdom
,15584,Dressel 20,Colchester,Colchester,51.883333,0.9,|GA^N^TQ'V'[I^]E'T'[^I],GANTQVIETI,,,,,United Kingdom
,15597,Dressel 20,Colchester,Colchester,51.883333,0.9,|C·A^N^T·QVIT|,CANTQVIT,,,,,United Kingdom
,15630,Dressel 20,Colchester,Colchester,51.883333,0.9,C·A^P·[F]|,CAPF,,,,Castillo de Azanaque,United Kingdom
,15636,Dressel 20,Colchester,Colchester,51.883333,0.9,|P·A^RVA|,PARVA,,,,La Catria,United Kingdom
,15645,Dressel 20,Colchester,Colchester,51.883333,0.9,|TATIL'·ASIA^TICI'|,TATILIASIATICI,,,,Adelfa,United Kingdom
,15645,Dressel 20,Colchester,Colchester,51.883333,0.9,|TATIL'·ASIA^TICI'|,TATILIASIATICI,,,,Guadajoz,United Kingdom
,15645,Dressel 20,Colchester,Colchester,51.883333,0.9,|TATIL'·ASIA^TICI'|,TATILIASIATICI,,,,Juan Barba,United Kingdom
,15651,Dressel 20,Colchester,Colchester,51.883333,0.9,|TAAT^I'A^T^I'C^I|,TAATIATICI,,,,,United Kingdom
,15678,Dressel 20,Colchester,Colchester,51.883333,0.9,"[IIAVR]HERACLA^E/[PATET]F[IL]BAR, sine imagine",IIAVRHERACLAEPATETFILFBAR,,,,,United Kingdom
,15706,Dressel 20,Colchester,Colchester,51.883333,0.9,|LCA^N^T|,LCANT,,,,,United Kingdom
,15713,Dressel 20,Colchester,Colchester,51.883333,0.9,"MCC, sine imagine",MCC,,,,Cerro de los Pesebres,United Kingdom
,15713,Dressel 20,Colchester,Colchester,51.883333,0.9,"MCC, sine imagine",MCC,,,,Madueño,United Kingdom
,15731,Dressel 20,Colchester,Colchester,51.883333,0.9,|Q·C(-)C·|,QCC,,,,Las Sesenta,United Kingdom
,15746,Dressel 20,Colchester,Colchester,51.883333,0.9,|L·C·F·PC·|,LCFPC,,,,,United Kingdom
,15760,Dressel 20,Colchester,Colchester,51.883333,0.9,P'C'H'O',PCHO?,,,,La Graja,United Kingdom
,15780,Dressel 20,Colchester,Colchester,51.883333,0.9,Q'·CR'|,QCR,,,,Sevilla,United Kingdom
,15793,Dressel 20,Colchester,Colchester,51.883333,0.9,|QCR|,QCR,,60,75,Sevilla,United Kingdom
,15848,Dressel 20,Colchester,Colchester,51.883333,0.9,|IIC'A~MILI|/|MELISSI|,IICAMILIMELISSI,,,,Arva,United Kingdom
,15848,Dressel 20,Colchester,Colchester,51.883333,0.9,|IIC'A~MILI|/|MELISSI|,IICAMILIMELISSI,,,,Las Delicias,United Kingdom
,15857,Dressel 20,Colchester,Colchester,51.883333,0.9,|C·I'VNCT^IN| & |C·I'VNCI^T^IN|,CIVNCTIN? & CIVNCITIN?,,49,61,,United Kingdom
,15862,Dressel 20,Colchester,Colchester,51.883333,0.9,MCLSP|,MCLSP,,,,,United Kingdom
,15863,Dressel 20,Colchester,Colchester,51.883333,0.9,|S·C·L·C|,SCLC,,,,Doña Mencía,United Kingdom
,15884,Dressel 20,Colchester,Colchester,51.883333,0.9,"GRVM, sine imagine",GRVM,,,,,United Kingdom
,15885,Dressel 20,Colchester,Colchester,51.883333,0.9,"PORD, sine imagine",PORD,,,,,United Kingdom
,15888,Dressel 20,Colchester,Colchester,51.883333,0.9,|CEC|,CEC,,61,65,,United Kingdom
,15908,Dressel 20,Colchester,Colchester,51.883333,0.9,FIGE{DO<<}/[P]P'AE'F',FIGEDOPPAEF,,,,,United Kingdom
,15909,Dressel 20,Colchester,Colchester,51.883333,0.9,FIGE'DOP'P'/[A^EFV]SCIA^N[I],FIGEDOPPAEFVSCIANI,,,,La Corregidora,United Kingdom
,15947,Dressel 20,Colchester,Colchester,51.883333,0.9,|Q·FA^L^B''| & |Q·FA^P''|,QFALB & QFAP,,,,,United Kingdom
,15953,Dressel 20,Colchester,Colchester,51.883333,0.9,|C·F·AV·|,CFAV,,,,,United Kingdom
,15970,Dressel 20,Colchester,Colchester,51.883333,0.9,"LFCL, sine imagine",LFCL,,,,,United Kingdom
,16013,Dressel 20,Colchester,Colchester,51.883333,0.9,|DFN|,DFN,,,,Arva,United Kingdom
,16013,Dressel 20,Colchester,Colchester,51.883333,0.9,|DFN|,DFN,,,,El Tejarillo,United Kingdom
,16020,Dressel 20,Colchester,Colchester,51.883333,0.9,|L·F·S|,LFS,,61,65,Berro II,United Kingdom
,16022,Dressel 20,Colchester,Colchester,51.883333,0.9,|POR'F'S'|,PORFS,,,,Lora la Vieja,United Kingdom
,16023,Dressel 20,Colchester,Colchester,51.883333,0.9,|POR·L·F·S|,PORLFS,,,,La Catria,United Kingdom
,16025,Dressel 20,Colchester,Colchester,51.883333,0.9,|PORLFS|,PORLFS,,,,La Catria,United Kingdom
,16026,Dressel 20,Colchester,Colchester,51.883333,0.9,|POR'L'·F·S<|,PORLFS,,,,La Catria,United Kingdom
,16028,Dressel 20,Colchester,Colchester,51.883333,0.9,|POR·L·F·S|,PORLFS,,61,130,La Catria,United Kingdom
,16033,Dressel 20,Colchester,Colchester,51.883333,0.9,|CF'VA+,CFVA...,,,,,United Kingdom
,16037,Dressel 20,Colchester,Colchester,51.883333,0.9,|FEL'I'CIS|,FELICIS,,,,Las Delicias,United Kingdom
,16044,Dressel 20,Colchester,Colchester,51.883333,0.9,|QFRM^E|,QFRME,,,,La María,United Kingdom
,16045,Dressel 20,Colchester,Colchester,51.883333,0.9,"FFVTI, sine imagine",FFVTI,,,,,United Kingdom
,16051,Dressel 20,Colchester,Colchester,51.883333,0.9,|P^H^I^LO|,PHILO,,49,60,,United Kingdom
,16052,Dressel 20,Colchester,Colchester,51.883333,0.9,P^H^I^LO|,...PHILO,,60,100,,United Kingdom
,16057,Dressel 20,Colchester,Colchester,51.883333,0.9,MHAS,MHAS,,,,Arva,United Kingdom
,16088,Dressel 20,Colchester,Colchester,51.883333,0.9,|QIAFS|,QIAFS,,,,Malpica,United Kingdom
,16103,Dressel 20,Colchester,Colchester,51.883333,0.9,+A^LB|,...ALB,,,,,United Kingdom
,16111,Dressel 20,Colchester,Colchester,51.883333,0.9,"CIALB, sine imagine",CIALB (GIALB),,,,Malpica,United Kingdom
,16128,Dressel 20,Colchester,Colchester,51.883333,0.9,|MIM|,MIM,,,,La Catria,United Kingdom
,16128,Dressel 20,Colchester,Colchester,51.883333,0.9,|MIM|,MIM,,,,Peñaflor,United Kingdom
,16131,Dressel 20,Colchester,Colchester,51.883333,0.9,|M·I·M|,MIM,,,,La Catria,United Kingdom
,16131,Dressel 20,Colchester,Colchester,51.883333,0.9,|M·I·M|,MIM,,,,Peñaflor,United Kingdom
,16136,Dressel 20,Colchester,Colchester,51.883333,0.9,|MIM|,MIM,,,,La Catria,United Kingdom
,16136,Dressel 20,Colchester,Colchester,51.883333,0.9,|MIM|,MIM,,,,Peñaflor,United Kingdom
,16137,Dressel 20,Colchester,Colchester,51.883333,0.9,|MIM+,MIM...,,,,La Catria,United Kingdom
,16137,Dressel 20,Colchester,Colchester,51.883333,0.9,|MIM+,MIM...,,,,Peñaflor,United Kingdom
,16164,Dressel 20,Colchester,Colchester,51.883333,0.9,|Q'IM!F!|,QIMF,,,,El Judío,United Kingdom
,16175,Dressel 20,Colchester,Colchester,51.883333,0.9,|C·IR'|,CIR,,300,400,,United Kingdom
,16186,Dressel 20,Colchester,Colchester,51.883333,0.9,|Ais|,AIS,,,,Sevilla,United Kingdom
,16190,Dressel 20,Colchester,Colchester,51.883333,0.9,|SIS^EN,SISEN,,,,La Catria,United Kingdom
,16191,Dressel 20,Colchester,Colchester,51.883333,0.9,|SIS[^E]N,SISEN,,,,La Catria,United Kingdom
,16192,Dressel 20,Colchester,Colchester,51.883333,0.9,|SI+,SI...,,,,,United Kingdom
,16240,Dressel 20,Colchester,Colchester,51.883333,0.9,LIVN'IM'/[E]LIS·SI,LIVNIMELISSI,,,,Arva,United Kingdom
,16249,Dressel 20,Colchester,Colchester,51.883333,0.9,"IIIVNIMELISSETMELISSE, sine imagine",IIIVNIMELISSETMELISSE,,,,Itálica,United Kingdom
,16283,Dressel 20,Colchester,Colchester,51.883333,0.9,+I^V^NI·M|/+ISSI·P'|,...IVNIM...ISSIP,,,,,United Kingdom
,16284,Dressel 20,Colchester,Colchester,51.883333,0.9,|L·IVNI·M/|ELISSI+,LIVNIMELISSI,,,,Las Delicias,United Kingdom
,16292,Dressel 20,Colchester,Colchester,51.883333,0.9,+ISSI|/+SE((hedera))|,...ISSI...SE,,,,,United Kingdom
,16300,Dressel 20,Colchester,Colchester,51.883333,0.9,|IIIVN^I+/|ETM+,IIIVNI...ETM...,,,,Itálica,United Kingdom
,16329,Dressel 20,Colchester,Colchester,51.883333,0.9,|GLPVD^E|,CLPVDE (GLPVDE),,,,,United Kingdom
,16337,Dressel 20,Colchester,Colchester,51.883333,0.9,|S·LT·SAXFERR|,SLTSAXFERR,,,,,United Kingdom
,16338,Dressel 20,Colchester,Colchester,51.883333,0.9,|S·L·T·SAXFER'R'+,SLTSAXFERR...,,49,55,,United Kingdom
,16349,Dressel 20,Colchester,Colchester,51.883333,0.9,|Q·M·C~AL|,QMCAL,,,,,United Kingdom
,16431,Dressel 20,Colchester,Colchester,51.883333,0.9,|IIIM'INICIOR((palma))|,IIIMINICIOR,,,,,United Kingdom
,16434,Dressel 20,Colchester,Colchester,51.883333,0.9,|IIIMI*/ICIOR|,IIIMIICIOR,,,,Arva,United Kingdom
,16475,Dressel 20,Colchester,Colchester,51.883333,0.9,"PNN, sine imagine",PNN,,,,Alcolea del Río,United Kingdom
,16475,Dressel 20,Colchester,Colchester,51.883333,0.9,"PNN, sine imagine",PNN,,,,Arva,United Kingdom
,16475,Dressel 20,Colchester,Colchester,51.883333,0.9,"PNN, sine imagine",PNN,,,,El Tejarillo,United Kingdom
,16475,Dressel 20,Colchester,Colchester,51.883333,0.9,"PNN, sine imagine",PNN,,,,Tostoneras,United Kingdom
,16477,Dressel 20,Colchester,Colchester,51.883333,0.9,|PNN,PNN,,,,Alcolea del Río,United Kingdom
,16477,Dressel 20,Colchester,Colchester,51.883333,0.9,|PNN,PNN,,,,Arva,United Kingdom
,16477,Dressel 20,Colchester,Colchester,51.883333,0.9,|PNN,PNN,,,,El Tejarillo,United Kingdom
,16477,Dressel 20,Colchester,Colchester,51.883333,0.9,|PNN,PNN,,,,Tostoneras,United Kingdom
,16481,Dressel 20,Colchester,Colchester,51.883333,0.9,[P·N+,PN...,,,,,United Kingdom
,16482,Dressel 20,Colchester,Colchester,51.883333,0.9,[P]NN((palma))|,PNN,,,,Alcolea del Río,United Kingdom
,16482,Dressel 20,Colchester,Colchester,51.883333,0.9,[P]NN((palma))|,PNN,,,,Arva,United Kingdom
,16482,Dressel 20,Colchester,Colchester,51.883333,0.9,[P]NN((palma))|,PNN,,,,El Tejarillo,United Kingdom
,16482,Dressel 20,Colchester,Colchester,51.883333,0.9,[P]NN((palma))|,PNN,,,,Tostoneras,United Kingdom
,16485,Dressel 20,Colchester,Colchester,51.883333,0.9,|A'VPNN'[-?]|,AVPNN?,,,,,United Kingdom
,16492,Dressel 20,Colchester,Colchester,51.883333,0.9,[P]NN|,PNN,,,,Alcolea del Río,United Kingdom
,16492,Dressel 20,Colchester,Colchester,51.883333,0.9,[P]NN|,PNN,,,,Arva,United Kingdom
,16492,Dressel 20,Colchester,Colchester,51.883333,0.9,[P]NN|,PNN,,,,El Tejarillo,United Kingdom
,16492,Dressel 20,Colchester,Colchester,51.883333,0.9,[P]NN|,PNN,,,,Tostoneras,United Kingdom
,16493,Dressel 20,Colchester,Colchester,51.883333,0.9,|PNN'|,PNN,,,,Alcolea del Río,United Kingdom
,16493,Dressel 20,Colchester,Colchester,51.883333,0.9,|PNN'|,PNN,,,,Arva,United Kingdom
,16493,Dressel 20,Colchester,Colchester,51.883333,0.9,|PNN'|,PNN,,,,El Tejarillo,United Kingdom
,16493,Dressel 20,Colchester,Colchester,51.883333,0.9,|PNN'|,PNN,,,,Tostoneras,United Kingdom
,16494,Dressel 20,Colchester,Colchester,51.883333,0.9,|PN[N],PNN...,,,,Alcolea del Río,United Kingdom
,16494,Dressel 20,Colchester,Colchester,51.883333,0.9,|PN[N],PNN...,,,,Arva,United Kingdom
,16494,Dressel 20,Colchester,Colchester,51.883333,0.9,|PN[N],PNN...,,,,El Tejarillo,United Kingdom
,16494,Dressel 20,Colchester,Colchester,51.883333,0.9,|PN[N],PNN...,,,,Tostoneras,United Kingdom
,16519,Dressel 20,Colchester,Colchester,51.883333,0.9,"PNZI, sine imagine",PNZI,,,,,United Kingdom
,16556,Dressel 20,Colchester,Colchester,51.883333,0.9,|D'OMS|,DOMS,,,,Alcolea del Río,United Kingdom
,16575,Dressel 20,Colchester,Colchester,51.883333,0.9,"POROCODV, sine imagine",POROCODV,,,,La Catria,United Kingdom
,16587,Dressel 20,Colchester,Colchester,51.883333,0.9,|CP+,CP...,,,,,United Kingdom
,16588,Dressel 20,Colchester,Colchester,51.883333,0.9,|L·PAE'*|CPC((palma))|,CPC,,,,,United Kingdom
,16603,Dressel 20,Colchester,Colchester,51.883333,0.9,|LP·M·S|,LPMS,,,,Haza del Olivo,United Kingdom
,16622,Dressel 20,Colchester,Colchester,51.883333,0.9,"PATERNI, sine imagine",PATERNI,,,,,United Kingdom
,16623,Dressel 20,Colchester,Colchester,51.883333,0.9,|FPATERNI'|,FPATERNI,,,,Guadajoz,United Kingdom
,16626,Dressel 20,Colchester,Colchester,51.883333,0.9,|PONTIC|,PONTIC,,,,,United Kingdom
,16630,Dressel 20,Colchester,Colchester,51.883333,0.9,"POP, sine imagine",POP,,,,,United Kingdom
,16632,Dressel 20,Colchester,Colchester,51.883333,0.9,|POR|,POR,,,,,United Kingdom
,16657,Dressel 20,Colchester,Colchester,51.883333,0.9,|L·Q'·S'|,LQS,,,,Alcolea del Río,United Kingdom
,16658,Dressel 20,Colchester,Colchester,51.883333,0.9,|L·Q·S|,LQS,,,,Alcolea del Río,United Kingdom
,16659,Dressel 20,Colchester,Colchester,51.883333,0.9,|L·Q·S|,LQS,,,,Alcolea del Río,United Kingdom
,16675,Dressel 20,Colchester,Colchester,51.883333,0.9,|·lQs|,LQS,,,,Alcolea del Río,United Kingdom
,16676,Dressel 20,Colchester,Colchester,51.883333,0.9,+Q·S|,...QS,,,,,United Kingdom
,16677,Dressel 20,Colchester,Colchester,51.883333,0.9,|PQSF''|,PQSF,,,,,United Kingdom
,16679,Dressel 20,Colchester,Colchester,51.883333,0.9,|QVINT'I|,QVINTI,,61,65,,United Kingdom
,16710,Dressel 20,Colchester,Colchester,51.883333,0.9,|ROM+,ROM...,,60,125,,United Kingdom
,16729,Dressel 20,Colchester,Colchester,51.883333,0.9,|PORPSA'',PORPSA,,,,La Catria,United Kingdom
,16731,Dressel 20,Colchester,Colchester,51.883333,0.9,"QS, sine imagine",QS,,,,,United Kingdom
,16732,Dressel 20,Colchester,Colchester,51.883333,0.9,"QS, sine imagine",QS,,,,,United Kingdom
,16737,Dressel 20,Colchester,Colchester,51.883333,0.9,|P[·]S·V[^I^T^I],PSAVITI,,,,Las Delicias,United Kingdom
,16743,Dressel 20,Colchester,Colchester,51.883333,0.9,|PSA^V,PSAV,,,,,United Kingdom
,16748,Dressel 20,Colchester,Colchester,51.883333,0.9,|P·S·+,PS...,,75,75,,United Kingdom
,16750,Dressel 20,Colchester,Colchester,51.883333,0.9,|P·S·A^V^I,PSAVI,,,,,United Kingdom
,16751,Dressel 20,Colchester,Colchester,51.883333,0.9,|ISCA^LLIF|,ISCALLIF,,,,Villar de Brenes,United Kingdom
,16752,Dressel 20,Colchester,Colchester,51.883333,0.9,"Q·S·D, sine imagine",QSD,,,,,United Kingdom
,16782,Dressel 20,Colchester,Colchester,51.883333,0.9,+·PYR''|,...PYR,,,,,United Kingdom
,16786,Dressel 20,Colchester,Colchester,51.883333,0.9,"QSP, sine imagine",QSP,,,,,United Kingdom
,16791,Dressel 20,Colchester,Colchester,51.883333,0.9,|Q·S·+,QS...,,69,117,,United Kingdom
,16792,Dressel 20,Colchester,Colchester,51.883333,0.9,|Q·S·+,QS...,,,,,United Kingdom
,16813,Dressel 20,Colchester,Colchester,51.883333,0.9,E'V'SAN^IANES|,EVSAENIANES,,60,150,,United Kingdom
,16817,Dressel 20,Colchester,Colchester,51.883333,0.9,"SAENIANES, sine imagine",SAENIANES,,,,,United Kingdom
,16832,Dressel 20,Colchester,Colchester,51.883333,0.9,"SATVRNINI, sine imagine",SATVRNINI,,,,,United Kingdom
,16833,Dressel 20,Colchester,Colchester,51.883333,0.9,"SATVRNINI, sine imagine",SATVRNINI,,,,,United Kingdom
,16842,Dressel 20,Colchester,Colchester,51.883333,0.9,|SA^T^V^RNINI|,SATVRNINI,,,,,United Kingdom
