id,name
0,Villar de Brenes
1,Adelfa
2,Las Delicias
3,Villar Tesoro
4,Alcotrista
5,El Tejarillo
6,Azanaque-Castillejo
7,Isla del Castillo
8,Arva
9,La Catria
10,Huerta del Río
11,La María
12,Tierras del Judío
13,Malpica
14,Malpica Sur
15,Huertas de Belén
16,Cerro de los Pesebres
17,La Dehesilla
18,Cortijo de Romero
19,La Corregidora
20,Villaseca
21,Dehesa de Arriba
22,El Temple (Este)
23,El Temple
