"","id","lat","long","type","site","code","country","locationtype"
"521",16664,54.966667,-2.016667,"Dressel 20","Corbridge","LHEDERAQHEDERASHEDERA","UK","Military Camp"
"522",16688,54.966667,-2.016667,"Dressel 20","Corbridge","OFGRAROP","UK","Military Camp"
"523",16739,54.966667,-2.016667,"Dressel 20","Corbridge","MSPPSANI","UK","Military Camp"
"524",16772,54.966667,-2.016667,"Dressel 20","Corbridge","FIGLINACIRGIMSMAVRIANIFIGLINACIRGIMSMAVRIAX","UK","Military Camp"
"525",16808,54.966667,-2.016667,"Dressel 20","Corbridge","LHEDERASV","UK","Military Camp"
"526",16828,54.966667,-2.016667,"Dressel 20","Corbridge","QSASER","UK","Military Camp"
"527",16872,54.966667,-2.016667,"Dressel 20","Corbridge","SCAL","UK","Military Camp"
"528",16875,54.966667,-2.016667,"Dressel 20","Corbridge","SCA","UK","Military Camp"
"529",16903,54.966667,-2.016667,"Dressel 20","Corbridge","FSCIMNIANI","UK","Military Camp"
"530",16912,54.966667,-2.016667,"Dressel 20","Corbridge","FSCIMNIANO","UK","Military Camp"
"531",16926,54.966667,-2.016667,"Dressel 20","Corbridge","FSCIMNIANO","UK","Military Camp"
"532",16927,54.966667,-2.016667,"Dressel 20","Corbridge","FSCIMNIANO","UK","Military Camp"
"533",16928,54.966667,-2.016667,"Dressel 20","Corbridge","FSCIMNIANO","UK","Military Camp"
"534",16929,54.966667,-2.016667,"Dressel 20","Corbridge","FSCIMNIANO","UK","Military Camp"
"535",16930,54.966667,-2.016667,"Dressel 20","Corbridge","FSCIMNIANO","UK","Military Camp"
"536",16986,54.966667,-2.016667,"Dressel 20","Corbridge","SEX","UK","Military Camp"
"537",17007,54.966667,-2.016667,"Dressel 20","Corbridge","CTYC","UK","Military Camp"
"538",17024,54.966667,-2.016667,"Dressel 20","Corbridge","QVCVIR","UK","Military Camp"
"539",17029,54.966667,-2.016667,"Dressel 20","Corbridge","LVL","UK","Military Camp"
"540",17032,54.966667,-2.016667,"Dressel 20","Corbridge","SVP","UK","Military Camp"
"541",17080,54.966667,-2.016667,"Dressel 20","Corbridge","VIRAV","UK","Military Camp"
"542",17082,54.966667,-2.016667,"Dressel 20","Corbridge","VIRAV","UK","Military Camp"
"543",17086,54.966667,-2.016667,"Dressel 20","Corbridge","VIRGINENSIA","UK","Military Camp"
"544",17087,54.966667,-2.016667,"Dressel 20","Corbridge","VIRGINENSIA","UK","Military Camp"
"545",17090,54.966667,-2.016667,"Dressel 20","Corbridge","VIRGINENSIA","UK","Military Camp"
"546",17094,54.966667,-2.016667,"Dressel 20","Corbridge","VIRI","UK","Military Camp"
"547",17098,54.966667,-2.016667,"Dressel 20","Corbridge","ISVIRG","UK","Military Camp"
"548",17182,54.966667,-2.016667,"Dressel 20","Corbridge","C","UK","Military Camp"
"549",17192,54.966667,-2.016667,"Dressel 20","Corbridge","FVES","UK","Military Camp"
"550",17196,54.966667,-2.016667,"Dressel 20","Corbridge","OICSVPVRO","UK","Military Camp"
"551",17202,54.966667,-2.016667,"Dressel 20","Corbridge","MHEDERA","UK","Military Camp"
"552",25461,54.966667,-2.016667,"Dressel 20","Corbridge","VIRIII","UK","Military Camp"
"553",25462,54.966667,-2.016667,"Dressel 20","Corbridge","VIRAV","UK","Military Camp"
"554",32480,54.966667,-2.016667,"Dressel 20","Corbridge","LFCCVCAT","UK","Military Camp"
"555",32481,54.966667,-2.016667,"Dressel 20","Corbridge","LIVNIMELISSIP","UK","Military Camp"
"556",32482,54.966667,-2.016667,"Dressel 20","Corbridge","LQS","UK","Military Camp"
"557",32741,54.966667,-2.016667,"Dressel 20","Corbridge","SABEL","UK","Military Camp"
"558",32742,54.966667,-2.016667,"Dressel 20","Corbridge","LCAX","UK","Military Camp"
"559",32743,54.966667,-2.016667,"Dressel 20","Corbridge","DECEB","UK","Military Camp"
"560",32744,54.966667,-2.016667,"Dressel 20","Corbridge","EXEGYYY","UK","Military Camp"
"561",32745,54.966667,-2.016667,"Dressel 20","Corbridge","GE","UK","Military Camp"
"562",32746,54.966667,-2.016667,"Dressel 20","Corbridge","MESI","UK","Military Camp"
"563",32747,54.966667,-2.016667,"Dressel 20","Corbridge","L","UK","Military Camp"
"564",32748,54.966667,-2.016667,"Dressel 20","Corbridge","LP","UK","Military Camp"
"571",15523,51.833333,-2.25,"Dressel 20","Gloucester","SAEQAR","UK","Military Camp"
"572",15905,51.833333,-2.25,"Dressel 20","Gloucester","REP","UK","Military Camp"
"573",16611,51.833333,-2.25,"Dressel 20","Gloucester","QPHRYXI","UK","Military Camp"
"574",16645,51.833333,-2.25,"Dressel 20","Gloucester","MQFFT","UK","Military Camp"
"575",16755,51.833333,-2.25,"Dressel 20","Gloucester","LSH","UK","Military Camp"
"579",15752,55.016667,-2.333333,"Dressel 20","Housesteads","LFO","UK","Military Camp"
"580",15935,55.016667,-2.333333,"Dressel 20","Housesteads","IIIENNIIVLPALMA","UK","Military Camp"
"581",16038,55.016667,-2.333333,"Dressel 20","Housesteads","FELIC","UK","Military Camp"
"582",16104,55.016667,-2.333333,"Dressel 20","Housesteads","B","UK","Military Camp"
"583",16193,55.016667,-2.333333,"Dressel 20","Housesteads","LIT","UK","Military Camp"
"584",16267,55.016667,-2.333333,"Dressel 20","Housesteads","LIVNIMELISSIP","UK","Military Camp"
"585",16367,55.016667,-2.333333,"Dressel 20","Housesteads","GMMF","UK","Military Camp"
"586",16541,55.016667,-2.333333,"Dressel 20","Housesteads","DOMS","UK","Military Camp"
"587",16542,55.016667,-2.333333,"Dressel 20","Housesteads","DOMS","UK","Military Camp"
"588",16931,55.016667,-2.333333,"Dressel 20","Housesteads","FSCIMNIANO","UK","Military Camp"
"589",15712,53.916667,-1.816667,"Dressel 20","Ilkley","MCC","UK","Military Camp"
"590",15723,53.916667,-1.816667,"Dressel 20","Ilkley","QCC","UK","Military Camp"
"591",15850,53.916667,-1.816667,"Dressel 20","Ilkley","CAMILISILVESTRI","UK","Military Camp"
"592",15867,53.916667,-1.816667,"Dressel 20","Ilkley","VGLE","UK","Military Camp"
"593",15897,53.916667,-1.816667,"Dressel 20","Ilkley","CEFP","UK","Military Camp"
"594",16242,53.916667,-1.816667,"Dressel 20","Ilkley","LIVNIMELISSI","UK","Military Camp"
"595",16370,53.916667,-1.816667,"Dressel 20","Ilkley","MMR","UK","Military Camp"
"596",16557,53.916667,-1.816667,"Dressel 20","Ilkley","DOMS","UK","Military Camp"
"597",16854,53.916667,-1.816667,"Dressel 20","Ilkley","SAXOFERREO","UK","Military Camp"
"598",20675,53.916667,-1.816667,"Dressel 20","Ilkley","BABPOR","UK","Military Camp"
"601",15382,51.514248,-0.093145,"Dressel 20","London","AAF","UK","Military Camp"
"602",15388,51.514248,-0.093145,"Dressel 20","London","LACONFLACONE","UK","Military Camp"
"603",15394,51.514248,-0.093145,"Dressel 20","London","GAF","UK","Military Camp"
"604",15395,51.514248,-0.093145,"Dressel 20","London","GAF","UK","Military Camp"
"605",15408,51.514248,-0.093145,"Dressel 20","London","QAGEMELLI","UK","Military Camp"
"606",15410,51.514248,-0.093145,"Dressel 20","London","LAGER","UK","Military Camp"
"607",15413,51.514248,-0.093145,"Dressel 20","London","PORTPAH","UK","Military Camp"
"608",15414,51.514248,-0.093145,"Dressel 20","London","PORTPAH","UK","Military Camp"
"609",15421,51.514248,-0.093145,"Dressel 20","London","PAHSCALS","UK","Military Camp"
"610",15422,51.514248,-0.093145,"Dressel 20","London","PAHSCALS","UK","Military Camp"
"611",15423,51.514248,-0.093145,"Dressel 20","London","PAHSCALS","UK","Military Camp"
"612",15428,51.514248,-0.093145,"Dressel 20","London","LAL","UK","Military Camp"
"613",15437,51.514248,-0.093145,"Dressel 20","London","CAM","UK","Military Camp"
"614",15438,51.514248,-0.093145,"Dressel 20","London","CAM","UK","Military Camp"
"615",15449,51.514248,-0.093145,"Dressel 20","London","LAP","UK","Military Camp"
"616",15451,51.514248,-0.093145,"Dressel 20","London","AR","UK","Military Camp"
"617",15453,51.514248,-0.093145,"Dressel 20","London","PORLAR","UK","Military Camp"
"618",15457,51.514248,-0.093145,"Dressel 20","London","PORLAR","UK","Military Camp"
"619",15458,51.514248,-0.093145,"Dressel 20","London","PORLAR","UK","Military Camp"
"620",15460,51.514248,-0.093145,"Dressel 20","London","POLAR","UK","Military Camp"
"621",15464,51.514248,-0.093145,"Dressel 20","London","MAR","UK","Military Camp"
"622",15466,51.514248,-0.093145,"Dressel 20","London","MAR","UK","Military Camp"
"623",15467,51.514248,-0.093145,"Dressel 20","London","MAR","UK","Military Camp"
"624",15470,51.514248,-0.093145,"Dressel 20","London","MAR","UK","Military Camp"
"625",15474,51.514248,-0.093145,"Dressel 20","London","PAR","UK","Military Camp"
"626",15479,51.514248,-0.093145,"Dressel 20","London","VAS","UK","Military Camp"
"627",15495,51.514248,-0.093145,"Dressel 20","London","ACIRGIPALMA","UK","Military Camp"
"628",15496,51.514248,-0.093145,"Dressel 20","London","ACIRGI","UK","Military Camp"
"629",15501,51.514248,-0.093145,"Dressel 20","London","ACIRGI","UK","Military Camp"
"630",15502,51.514248,-0.093145,"Dressel 20","London","ACIRGIF","UK","Military Camp"
"631",15503,51.514248,-0.093145,"Dressel 20","London","ACAGI","UK","Military Camp"
"632",15511,51.514248,-0.093145,"Dressel 20","London","ACIRCI","UK","Military Camp"
"633",15513,51.514248,-0.093145,"Dressel 20","London","QAELIMINICIANI","UK","Military Camp"
"634",15514,51.514248,-0.093145,"Dressel 20","London","TAELPC","UK","Military Camp"
"635",15515,51.514248,-0.093145,"Dressel 20","London","MAELALEX","UK","Military Camp"
"636",15519,51.514248,-0.093145,"Dressel 20","London","MAEALEX","UK","Military Camp"
"637",15541,51.514248,-0.093145,"Dressel 20","London","AGRICOLAE","UK","Military Camp"
"638",15542,51.514248,-0.093145,"Dressel 20","London","AGRICOLAE","UK","Military Camp"
"639",15547,51.514248,-0.093145,"Dressel 20","London","AGRICOLAE","UK","Military Camp"
"640",15553,51.514248,-0.093145,"Dressel 20","London","CAMPGALOD","UK","Military Camp"
"641",15562,51.514248,-0.093145,"Dressel 20","London","LCANSECLCAVSEC","UK","Military Camp"
"642",15574,51.514248,-0.093145,"Dressel 20","London","CJANTQVIJ","UK","Military Camp"
"643",15587,51.514248,-0.093145,"Dressel 20","London","CANTOCATO","UK","Military Camp"
"644",15589,51.514248,-0.093145,"Dressel 20","London","CANTONIQVI","UK","Military Camp"
"645",15594,51.514248,-0.093145,"Dressel 20","London","CANTQ","UK","Military Camp"
"646",15595,51.514248,-0.093145,"Dressel 20","London","CANT","UK","Military Camp"
"647",15596,51.514248,-0.093145,"Dressel 20","London","CANTONIQVIE","UK","Military Camp"
"648",15603,51.514248,-0.093145,"Dressel 20","London","CANTONIQVETI","UK","Military Camp"
"649",15608,51.514248,-0.093145,"Dressel 20","London","CANTONIQVIET","UK","Military Camp"
"650",15609,51.514248,-0.093145,"Dressel 20","London","CANTONIQV","UK","Military Camp"
"651",15610,51.514248,-0.093145,"Dressel 20","London","CANTONIQVIET","UK","Military Camp"
"652",15611,51.514248,-0.093145,"Dressel 20","London","CANTQVIETI","UK","Military Camp"
"653",15612,51.514248,-0.093145,"Dressel 20","London","CANTONIQV","UK","Military Camp"
"654",15613,51.514248,-0.093145,"Dressel 20","London","QANTRVG","UK","Military Camp"
"655",15615,51.514248,-0.093145,"Dressel 20","London","QANTIRVG","UK","Military Camp"
"656",15626,51.514248,-0.093145,"Dressel 20","London","CAPF","UK","Military Camp"
"657",15629,51.514248,-0.093145,"Dressel 20","London","CAPF","UK","Military Camp"
"658",15632,51.514248,-0.093145,"Dressel 20","London","CAPF","UK","Military Camp"
"659",15639,51.514248,-0.093145,"Dressel 20","London","PARVA","UK","Military Camp"
"660",15642,51.514248,-0.093145,"Dressel 20","London","PORTARVA","UK","Military Camp"
"661",15646,51.514248,-0.093145,"Dressel 20","London","TATILIASIATICI","UK","Military Camp"
"662",15647,51.514248,-0.093145,"Dressel 20","London","TATILIASIATICI","UK","Military Camp"
"663",15654,51.514248,-0.093145,"Dressel 20","London","ITICI","UK","Military Camp"
"664",15656,51.514248,-0.093145,"Dressel 20","London","AATRV","UK","Military Camp"
"665",15658,51.514248,-0.093145,"Dressel 20","London","LATRV","UK","Military Camp"
"666",15661,51.514248,-0.093145,"Dressel 20","London","LATSV","UK","Military Camp"
"667",15670,51.514248,-0.093145,"Dressel 20","London","ATITTAE","UK","Military Camp"
"668",15689,51.514248,-0.093145,"Dressel 20","London","BAETICI","UK","Military Camp"
"669",15692,51.514248,-0.093145,"Dressel 20","London","BELLIB","UK","Military Camp"
"670",15697,51.514248,-0.093145,"Dressel 20","London","BELLVCI","UK","Military Camp"
"671",15699,51.514248,-0.093145,"Dressel 20","London","BFIG","UK","Military Camp"
"672",15701,51.514248,-0.093145,"Dressel 20","London","C","UK","Military Camp"
"673",15705,51.514248,-0.093145,"Dressel 20","London","LCANTP","UK","Military Camp"
"674",15711,51.514248,-0.093145,"Dressel 20","London","FCCVFIA","UK","Military Camp"
"675",15714,51.514248,-0.093145,"Dressel 20","London","MCC","UK","Military Camp"
"676",15717,51.514248,-0.093145,"Dressel 20","London","QC","UK","Military Camp"
"677",15719,51.514248,-0.093145,"Dressel 20","London","QC","UK","Military Camp"
"678",15728,51.514248,-0.093145,"Dressel 20","London","QC","UK","Military Camp"
"679",15729,51.514248,-0.093145,"Dressel 20","London","QCC","UK","Military Camp"
"680",15730,51.514248,-0.093145,"Dressel 20","London","PALMAQCCPALMA","UK","Military Camp"
"681",15739,51.514248,-0.093145,"Dressel 20","London","QCCLEPALMA","UK","Military Camp"
"682",15744,51.514248,-0.093145,"Dressel 20","London","LCFPCO","UK","Military Camp"
"683",15749,51.514248,-0.093145,"Dressel 20","London","LCFPCE","UK","Military Camp"
"684",15751,51.514248,-0.093145,"Dressel 20","London","LCFP","UK","Military Camp"
"685",15753,51.514248,-0.093145,"Dressel 20","London","CCII","UK","Military Camp"
"686",15764,51.514248,-0.093145,"Dressel 20","London","QCL","UK","Military Camp"
"687",15781,51.514248,-0.093145,"Dressel 20","London","QCR","UK","Military Camp"
"688",15792,51.514248,-0.093145,"Dressel 20","London","QCR","UK","Military Camp"
"689",15795,51.514248,-0.093145,"Dressel 20","London","QCRVA","UK","Military Camp"
"690",15830,51.514248,-0.093145,"Dressel 20","London","LCSOL","UK","Military Camp"
"691",15831,51.514248,-0.093145,"Dressel 20","London","LCSOL","UK","Military Camp"
"692",15833,51.514248,-0.093145,"Dressel 20","London","LCSOL","UK","Military Camp"
"693",15834,51.514248,-0.093145,"Dressel 20","London","LCSOL","UK","Military Camp"
"694",15835,51.514248,-0.093145,"Dressel 20","London","LCT","UK","Military Camp"
"695",15838,51.514248,-0.093145,"Dressel 20","London","CALPVRNIB","UK","Military Camp"
"696",15841,51.514248,-0.093145,"Dressel 20","London","CALPVRNICALPVRN","UK","Military Camp"
"697",15843,51.514248,-0.093145,"Dressel 20","London","QCALMARSI","UK","Military Camp"
"698",15847,51.514248,-0.093145,"Dressel 20","London","IICAMILIMELISSI","UK","Military Camp"
"699",15852,51.514248,-0.093145,"Dressel 20","London","KASTELLANI","UK","Military Camp"
"700",15853,51.514248,-0.093145,"Dressel 20","London","CASTELANI","UK","Military Camp"
"701",15866,51.514248,-0.093145,"Dressel 20","London","SCLT","UK","Military Camp"
"702",15877,51.514248,-0.093145,"Dressel 20","London","QCOCL","UK","Military Camp"
"703",15879,51.514248,-0.093145,"Dressel 20","London","FCON","UK","Military Camp"
"704",15880,51.514248,-0.093145,"Dressel 20","London","CCRASSISEMNI","UK","Military Camp"
"705",15881,51.514248,-0.093145,"Dressel 20","London","CCRASSISEMNI","UK","Military Camp"
"706",15904,51.514248,-0.093145,"Dressel 20","London","OLMEN","UK","Military Camp"
"707",15913,51.514248,-0.093145,"Dressel 20","London","CENIHISPSAE","UK","Military Camp"
"708",15936,51.514248,-0.093145,"Dressel 20","London","ENNIIVL","UK","Military Camp"
"709",15939,51.514248,-0.093145,"Dressel 20","London","EROTIS","UK","Military Camp"
"710",15951,51.514248,-0.093145,"Dressel 20","London","CFAV","UK","Military Camp"
"711",15952,51.514248,-0.093145,"Dressel 20","London","CFAV","UK","Military Camp"
"712",15957,51.514248,-0.093145,"Dressel 20","London","LFC","UK","Military Camp"
"713",15959,51.514248,-0.093145,"Dressel 20","London","LFCCOL","UK","Military Camp"
"714",15963,51.514248,-0.093145,"Dressel 20","London","LFCCVCAT","UK","Military Camp"
"715",15965,51.514248,-0.093145,"Dressel 20","London","LFCCVFCN","UK","Military Camp"
"716",15976,51.514248,-0.093145,"Dressel 20","London","LFCRFTCNVFIHEDERA","UK","Military Camp"
"717",16009,51.514248,-0.093145,"Dressel 20","London","QFG","UK","Military Camp"
"718",16011,51.514248,-0.093145,"Dressel 20","London","QFVL","UK","Military Camp"
"719",16014,51.514248,-0.093145,"Dressel 20","London","MFN","UK","Military Camp"
"720",16031,51.514248,-0.093145,"Dressel 20","London","CFSAII","UK","Military Camp"
"721",16032,51.514248,-0.093145,"Dressel 20","London","QFV","UK","Military Camp"
"722",16034,51.514248,-0.093145,"Dressel 20","London","CFVA","UK","Military Camp"
"723",16036,51.514248,-0.093145,"Dressel 20","London","FAVSTINNIB","UK","Military Camp"
"724",16042,51.514248,-0.093145,"Dressel 20","London","FIRMISAE","UK","Military Camp"
"725",16043,51.514248,-0.093145,"Dressel 20","London","MFLAVITITVRI","UK","Military Camp"
"726",16046,51.514248,-0.093145,"Dressel 20","London","GALLICI","UK","Military Camp"
"727",16048,51.514248,-0.093145,"Dressel 20","London","PHILO","UK","Military Camp"
"728",16053,51.514248,-0.093145,"Dressel 20","London","PHILO","UK","Military Camp"
"729",16054,51.514248,-0.093145,"Dressel 20","London","PHILO","UK","Military Camp"
"730",16055,51.514248,-0.093145,"Dressel 20","London","PHOEBI","UK","Military Camp"
"731",16067,51.514248,-0.093145,"Dressel 20","London","HILARI","UK","Military Camp"
"732",16074,51.514248,-0.093145,"Dressel 20","London","HISPSAENICORONA","UK","Military Camp"
"733",16089,51.514248,-0.093145,"Dressel 20","London","QIAFS","UK","Military Camp"
"734",16097,51.514248,-0.093145,"Dressel 20","London","QIAS","UK","Military Camp"
"735",16099,51.514248,-0.093145,"Dressel 20","London","QIAS","UK","Military Camp"
"736",16102,51.514248,-0.093145,"Dressel 20","London","GIALB","UK","Military Camp"
"737",16130,51.514248,-0.093145,"Dressel 20","London","MIM","UK","Military Camp"
"738",16132,51.514248,-0.093145,"Dressel 20","London","MIM","UK","Military Camp"
"739",16133,51.514248,-0.093145,"Dressel 20","London","MIM","UK","Military Camp"
"740",16134,51.514248,-0.093145,"Dressel 20","London","MI","UK","Military Camp"
"741",16135,51.514248,-0.093145,"Dressel 20","London","MIM","UK","Military Camp"
"742",16143,51.514248,-0.093145,"Dressel 20","London","MIM","UK","Military Camp"
"743",16144,51.514248,-0.093145,"Dressel 20","London","MIM","UK","Military Camp"
"744",16147,51.514248,-0.093145,"Dressel 20","London","MIMOPSI","UK","Military Camp"
"745",16160,51.514248,-0.093145,"Dressel 20","London","QIMFN","UK","Military Camp"
"746",16163,51.514248,-0.093145,"Dressel 20","London","QIMOFP","UK","Military Camp"
"747",16167,51.514248,-0.093145,"Dressel 20","London","QIMFN","UK","Military Camp"
"748",16171,51.514248,-0.093145,"Dressel 20","London","FIPC","UK","Military Camp"
"749",16177,51.514248,-0.093145,"Dressel 20","London","CIREXOF","UK","Military Camp"
"750",16180,51.514248,-0.093145,"Dressel 20","London","PIROPPIROIP","UK","Military Camp"
"751",16181,51.514248,-0.093145,"Dressel 20","London","PIRP","UK","Military Camp"
"752",16182,51.514248,-0.093145,"Dressel 20","London","SIR","UK","Military Camp"
"753",16184,51.514248,-0.093145,"Dressel 20","London","SIREXOFANI","UK","Military Camp"
"754",16185,51.514248,-0.093145,"Dressel 20","London","AIS","UK","Military Camp"
"755",16203,51.514248,-0.093145,"Dressel 20","London","LIT","UK","Military Camp"
"756",16219,51.514248,-0.093145,"Dressel 20","London","CIVII","UK","Military Camp"
"757",16220,51.514248,-0.093145,"Dressel 20","London","CIVR","UK","Military Camp"
"758",16225,51.514248,-0.093145,"Dressel 20","London","PIVLICRISPI","UK","Military Camp"
"759",16227,51.514248,-0.093145,"Dressel 20","London","CIVLISVRI","UK","Military Camp"
"760",16228,51.514248,-0.093145,"Dressel 20","London","CIVLI","UK","Military Camp"
"761",16231,51.514248,-0.093145,"Dressel 20","London","IVLTEREN","UK","Military Camp"
"762",16244,51.514248,-0.093145,"Dressel 20","London","LIVNIMELISSI","UK","Military Camp"
"763",16245,51.514248,-0.093145,"Dressel 20","London","LIVNIMELISSI","UK","Military Camp"
"764",16268,51.514248,-0.093145,"Dressel 20","London","LHEDERAIVNIMELISSI","UK","Military Camp"
"765",16274,51.514248,-0.093145,"Dressel 20","London","LIVNIMELISSP","UK","Military Camp"
"766",16287,51.514248,-0.093145,"Dressel 20","London","IIIVNIHEDERAMELISSIEMELISSEHEDERA","UK","Military Camp"
"767",16289,51.514248,-0.093145,"Dressel 20","London","ELISSILISSEHEDERA","UK","Military Camp"
"768",16290,51.514248,-0.093145,"Dressel 20","London","IIIVNIMELETMELI","UK","Military Camp"
"769",16291,51.514248,-0.093145,"Dressel 20","London","IIIVNIMELISSIETMELISSEHEDERA","UK","Military Camp"
"770",16306,51.514248,-0.093145,"Dressel 20","London","MLFIDI","UK","Military Camp"
"771",16308,51.514248,-0.093145,"Dressel 20","London","ALFO","UK","Military Camp"
"772",16314,51.514248,-0.093145,"Dressel 20","London","ALFO","UK","Military Camp"
"773",16326,51.514248,-0.093145,"Dressel 20","London","CLPVHEDERA","UK","Military Camp"
"774",16328,51.514248,-0.093145,"Dressel 20","London","CLPVHEDERA","UK","Military Camp"
"775",16333,51.514248,-0.093145,"Dressel 20","London","HLQ","UK","Military Camp"
"776",16355,51.514248,-0.093145,"Dressel 20","London","VM","UK","Military Camp"
"777",16358,51.514248,-0.093145,"Dressel 20","London","PMFRPO","UK","Military Camp"
"778",16360,51.514248,-0.093145,"Dressel 20","London","PORPMH","UK","Military Camp"
"779",16373,51.514248,-0.093145,"Dressel 20","London","PMR","UK","Military Camp"
"780",16374,51.514248,-0.093145,"Dressel 20","London","QMR","UK","Military Camp"
"781",16387,51.514248,-0.093145,"Dressel 20","London","QMR","UK","Military Camp"
"782",16391,51.514248,-0.093145,"Dressel 20","London","QMR","UK","Military Camp"
"783",16392,51.514248,-0.093145,"Dressel 20","London","QMR","UK","Military Camp"
"784",16400,51.514248,-0.093145,"Dressel 20","London","QMS","UK","Military Camp"
"785",16401,51.514248,-0.093145,"Dressel 20","London","PALMAGMTPALMA","UK","Military Camp"
"786",16408,51.514248,-0.093145,"Dressel 20","London","LMVE","UK","Military Camp"
"787",16412,51.514248,-0.093145,"Dressel 20","London","LMVE","UK","Military Camp"
"788",16414,51.514248,-0.093145,"Dressel 20","London","MANIMV","UK","Military Camp"
"789",16418,51.514248,-0.093145,"Dressel 20","London","PMANILISVPE","UK","Military Camp"
"790",16419,51.514248,-0.093145,"Dressel 20","London","PMANILISVPE","UK","Military Camp"
"791",16420,51.514248,-0.093145,"Dressel 20","London","PMANISV","UK","Military Camp"
"792",16421,51.514248,-0.093145,"Dressel 20","London","PMANSV","UK","Military Camp"
"793",16425,51.514248,-0.093145,"Dressel 20","London","CMARSIL","UK","Military Camp"
"794",16429,51.514248,-0.093145,"Dressel 20","London","MAVRI","UK","Military Camp"
"795",16430,51.514248,-0.093145,"Dressel 20","London","MVR","UK","Military Camp"
"796",16432,51.514248,-0.093145,"Dressel 20","London","IIIMINICIOR","UK","Military Camp"
"797",16440,51.514248,-0.093145,"Dressel 20","London","PMOCVFIGEDO","UK","Military Camp"
"798",16456,51.514248,-0.093145,"Dressel 20","London","CORONAQNDPRIPALMA","UK","Military Camp"
"799",16488,51.514248,-0.093145,"Dressel 20","London","N","UK","Military Camp"
"800",16489,51.514248,-0.093145,"Dressel 20","London","PNN","UK","Military Camp"
"801",16490,51.514248,-0.093145,"Dressel 20","London","PNN","UK","Military Camp"
"802",16491,51.514248,-0.093145,"Dressel 20","London","PNN","UK","Military Camp"
"803",16496,51.514248,-0.093145,"Dressel 20","London","PNNAR","UK","Military Camp"
"804",16508,51.514248,-0.093145,"Dressel 20","London","SNR","UK","Military Camp"
"805",16523,51.514248,-0.093145,"Dressel 20","London","NYMPH","UK","Military Camp"
"806",16525,51.514248,-0.093145,"Dressel 20","London","HOFP","UK","Military Camp"
"807",16527,51.514248,-0.093145,"Dressel 20","London","FOIAS","UK","Military Camp"
"808",16564,51.514248,-0.093145,"Dressel 20","London","POROCODV","UK","Military Camp"
"809",16565,51.514248,-0.093145,"Dressel 20","London","POROCODV","UK","Military Camp"
"810",16569,51.514248,-0.093145,"Dressel 20","London","POROD","UK","Military Camp"
"811",16572,51.514248,-0.093145,"Dressel 20","London","PORDV","UK","Military Camp"
"812",16579,51.514248,-0.093145,"Dressel 20","London","FOP","UK","Military Camp"
"813",16580,51.514248,-0.093145,"Dressel 20","London","OPTA","UK","Military Camp"
"814",16581,51.514248,-0.093145,"Dressel 20","London","OPTATI","UK","Military Camp"
"815",16583,51.514248,-0.093145,"Dressel 20","London","OPTATI","UK","Military Camp"
"816",16585,51.514248,-0.093145,"Dressel 20","London","PP","UK","Military Camp"
"817",16586,51.514248,-0.093145,"Dressel 20","London","APCF","UK","Military Camp"
"818",16613,51.514248,-0.093145,"Dressel 20","London","PORCPR","UK","Military Camp"
"819",16616,51.514248,-0.093145,"Dressel 20","London","FPS","UK","Military Camp"
"820",16619,51.514248,-0.093145,"Dressel 20","London","PASSERAR","UK","Military Camp"
"821",16620,51.514248,-0.093145,"Dressel 20","London","PASSERAR","UK","Military Camp"
"822",16628,51.514248,-0.093145,"Dressel 20","London","PONTICI","UK","Military Camp"
"823",16629,51.514248,-0.093145,"Dressel 20","London","PONTICI","UK","Military Camp"
"824",16633,51.514248,-0.093145,"Dressel 20","London","PORRO","UK","Military Camp"
"825",16634,51.514248,-0.093145,"Dressel 20","London","PRIM","UK","Military Camp"
"826",16639,51.514248,-0.093145,"Dressel 20","London","PIQIALP","UK","Military Camp"
"827",16647,51.514248,-0.093145,"Dressel 20","London","PQFF","UK","Military Camp"
"828",16656,51.514248,-0.093145,"Dressel 20","London","LHEDERAQHEDERASHEDERA","UK","Military Camp"
"829",16667,51.514248,-0.093145,"Dressel 20","London","LQS","UK","Military Camp"
"830",16682,51.514248,-0.093145,"Dressel 20","London","NR","UK","Military Camp"
"831",16684,51.514248,-0.093145,"Dressel 20","London","GRADOS","UK","Military Camp"
"832",16698,51.514248,-0.093145,"Dressel 20","London","ROMANI","UK","Military Camp"
"833",16708,51.514248,-0.093145,"Dressel 20","London","ROMANI","UK","Military Camp"
"834",16709,51.514248,-0.093145,"Dressel 20","London","ROMA","UK","Military Camp"
"835",16713,51.514248,-0.093145,"Dressel 20","London","ROMANIPALMA","UK","Military Camp"
"836",16715,51.514248,-0.093145,"Dressel 20","London","ROMANIPALMA","UK","Military Camp"
"837",16719,51.514248,-0.093145,"Dressel 20","London","RVFIPO","UK","Military Camp"
"838",16721,51.514248,-0.093145,"Dressel 20","London","RVFINIATITAE","UK","Military Camp"
"839",16734,51.514248,-0.093145,"Dressel 20","London","GSA","UK","Military Camp"
"840",16735,51.514248,-0.093145,"Dressel 20","London","GSAP","UK","Military Camp"
"841",16736,51.514248,-0.093145,"Dressel 20","London","PSA","UK","Military Camp"
"842",16749,51.514248,-0.093145,"Dressel 20","London","PSAVI","UK","Military Camp"
"843",16764,51.514248,-0.093145,"Dressel 20","London","LSLVPI","UK","Military Camp"
