AmphoraIdentifier,AmphoraIdentifier,AmphoricTypeTitle,AreaTitle,FindingPlaceTitle,FindingPlaceLatitude,FindingPlaceLongitude,FullTranscription,SimplifiedTranscription,,ProductionPlaceTitle,LocationTypeTitle
15509,15509,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|ACIRGI|,ACIRGI,,Itálica,Military Camp
15550,15550,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|ALB·M·FN|/|A'RC[ACIRC],ALBMFNARCACIRC?,,,Military Camp
15627,15627,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|C·A^P·F,CAPF,,Castillo de Azanaque,Military Camp
15628,15628,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|C·A^P·F|,CAPF,,Castillo de Azanaque,Military Camp
15680,15680,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,IIAVRHERA'[CLA^E]/P'ATETFILFBAR|,IIAVRHERACLAEPATETFILFBAR,,,Military Camp
15715,15715,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,MCC''*,MCC,,Cerro de los Pesebres,Military Camp
15715,15715,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,MCC''*,MCC,,Madueño,Military Camp
15721,15721,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"QCCL, sine imagine",QCCL,,Las Sesenta,Military Camp
15740,15740,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|L'C'·F''P''·C''*,LCFPC,,,Military Camp
15745,15745,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|·L·C·F'·P·C'|,LCFPC,,,Military Camp
15762,15762,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,PCI'[CEL^I],PCICELI,,Arva,Military Camp
15766,15766,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"LCM, sine imagine",LCM,,La Catria,Military Camp
15773,15773,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|Q·C·M|,QCM,,,Military Camp
15779,15779,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|LCq[-]|,LCQ,,,Military Camp
15822,15822,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|MMCS~V^R|,MMCSVR,,Alcolea del Río,Military Camp
15822,15822,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|MMCS~V^R|,MMCSVR,,El Tejarillo,Military Camp
15825,15825,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|M'C'SR*,MCSR,,El Tejarillo,Military Camp
15829,15829,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,+MCS'R'',...MCSR...,,,Military Camp
15836,15836,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|CAL((hedera))^{LI}SIV<SF|,CALLISIVSF,,Villar de Brenes,Military Camp
15894,15894,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|DEF|,DEF,,Arva,Military Camp
15894,15894,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|DEF|,DEF,,El Tejarillo,Military Camp
15903,15903,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"SEMETPPI, sine imagine",SEMETPPI,,,Military Camp
15919,15919,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"IIIENNIIVL, sine imagine",IIIENNIIVL,,huerta del río,Military Camp
15921,15921,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|IIIENN^I'IV^L((palma))|,IIIENNIIVL,,huerta del río,Military Camp
15922,15922,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,[III]ENN^IIV^L((palma))'|,IIIENNIIVL,,huerta del río,Military Camp
15923,15923,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|IIIE'NN^I·IV^L((palma))|,IIIENNIIVL,,huerta del río,Military Camp
15933,15933,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,[III]ENN^IIV^L((palma))|,IIIENNIIVL,,huerta del río,Military Camp
15943,15943,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|E'VTST^ER[P]S'|,EVTSTERPS,,,Military Camp
15958,15958,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"LFCCOL, sine imagine",LFCCOL,,,Military Camp
15960,15960,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"LFCCVCAT, sine imagine",LFCCVCAT,,Isla del Castillo,Military Camp
15960,15960,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"LFCCVCAT, sine imagine",LFCCVCAT,,Las Ánimas,Military Camp
15961,15961,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"LFCCVCAT, sine imagine",LFCCVCAT,,Isla del Castillo,Military Camp
15961,15961,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"LFCCVCAT, sine imagine",LFCCVCAT,,Las Ánimas,Military Camp
15962,15962,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"LFCCVCAT, sine imagine",LFCCVCAT,,Isla del Castillo,Military Camp
15962,15962,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"LFCCVCAT, sine imagine",LFCCVCAT,,Las Ánimas,Military Camp
15966,15966,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|L·FCCVFS|,LFCCVFS,,Cerro de los Pesebres,Military Camp
15966,15966,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|L·FCCVFS|,LFCCVFS,,Villacisneros,Military Camp
15971,15971,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,[L]FC'SENT'[^I] & |L·FC·SENI|,LFCSENTI & LFCSENI,,,Military Camp
15973,15973,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|LFC·SENT'[^I]|,LFCSENTI,,,Military Camp
15975,15975,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,*AE'C'A* & *AF'C''A*,…AECA…? & …AFCA…?,,,Military Camp
15979,15979,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|M·FC''*,MFC,,,Military Camp
15988,15988,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"SFE, sine imagine",SFE,,,Military Camp
15992,15992,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|SF·E·|,SFE,,,Military Camp
15999,15999,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|S·[F·E] & [L·Q]·S,SFE & LQS,,,Military Camp
16005,16005,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|M'F''F''*,MFF?,,,Military Camp
16007,16007,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|Q·F·F|,QFF,,La Catria,Military Camp
16029,16029,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"MFS, sine imagine",MFS,,Alcotrista,Military Camp
16062,16062,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"HERMESF, sine imagine",HERMESF,,Villar de Brenes,Military Camp
16078,16078,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"DIA, sine imagine",DIA,,Berro II,Military Camp
16078,16078,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"DIA, sine imagine",DIA,,La María,Military Camp
16085,16085,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|Q·I·A·|,QIA,,Malpica,Military Camp
16090,16090,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|QIAFS|,QIAFS,,Malpica,Military Camp
16106,16106,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|C''IA^LB| & |G''IA^LB|,CIALB & GIALB,,Malpica,Military Camp
16119,16119,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"NICXIIII, sine imagine",NICXIIII,,,Military Camp
16173,16173,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|S·I·P|,SIP,,Doña Mencía,Military Camp
16173,16173,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|S·I·P|,SIP,,Haza del Olivo,Military Camp
16189,16189,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|C·I'(-)S|,CIS,,La Catria,Military Camp
16197,16197,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"LIT, sine imagine",LIT,,,Military Camp
16199,16199,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"LIT, sine imagine",LIT,,,Military Camp
16200,16200,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|L·I·T|,LIT,,,Military Camp
16202,16202,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|L·I·T'*,LIT,,,Military Camp
16213,16213,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"LIT, sine imagine",LIT,,,Military Camp
16214,16214,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|L·I·[T],LIT,,,Military Camp
16232,16232,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|CIVnA| & [P]n'·NA^R| & |A^R·V^A'|,CIVNA & PNNAR & ARVA,,,Military Camp
16265,16265,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,L'·IVNI·M/ELIS'SI·P|,LIVNIMELISSIP,,Arva,Military Camp
16266,16266,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,L·I'V'N'I'[·M]/|EL'[ISSI·P],LIVNIMELISSIP,,Arva,Military Camp
16279,16279,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,[L·IVNI·]M/[ELISSI]·P|,LIVNIMELISSIP,,Arva,Military Camp
16303,16303,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|M^LFCT^L|,MLFCTL,,,Military Camp
16310,16310,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|A·L·F·O|,ALFO,,La Catria,Military Camp
16342,16342,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|LIC[IS]PEC'/F[CP]M,LICISPECFCPM,,Villar Tesoro,Military Camp
16345,16345,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|PM*,PM… & PM,,,Military Camp
16351,16351,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,Q''·M·C~ALIAID'IS|,QMCALIAIDIS,,Arva,Military Camp
16363,16363,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|CM'M'|,CMM,,Arva,Military Camp
16363,16363,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|CM'M'|,CMM,,Azanaque-Catsillejo,Military Camp
16363,16363,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|CM'M'|,CMM,,El Tejarillo,Military Camp
16364,16364,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,*p'M*/*MA''s''s''*,PMMASS,,,Military Camp
16365,16365,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"GMMF, sine imagine",GMMF,,Azanaque-Castillejo,Military Camp
16366,16366,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|G·M·M·F|,GMMF,,Azanaque-Castillejo,Military Camp
16383,16383,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|QM''[R],QMR,,,Military Camp
16385,16385,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|QMR|,QMR,,,Military Camp
16386,16386,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|QMR,QMR,,,Military Camp
16398,16398,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|Q·M·S|,QMS,,La Catria,Military Camp
16402,16402,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"PMV, sine imagine",PMV,,,Military Camp
16403,16403,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|PMV*,PMV,,,Military Camp
16433,16433,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|IIIMIN|/|ICIOR|,IIIMINICIOR,,Arva,Military Camp
16437,16437,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|I'I'MINACRE^TCA[L],IIMINACRETCAL,,,Military Camp
16474,16474,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"PNN, sine imagine",PNN,,Alcolea del Río,Military Camp
16474,16474,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"PNN, sine imagine",PNN,,Arva,Military Camp
16474,16474,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"PNN, sine imagine",PNN,,El Tejarillo,Military Camp
16474,16474,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"PNN, sine imagine",PNN,,Tostoneras,Military Camp
16503,16503,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|SN·R|,SNR,,La Catria,Military Camp
16504,16504,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|SN·R|,SNR,,La Catria,Military Camp
16506,16506,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|SNR|,SNR,,La Catria,Military Camp
16514,16514,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|S''N''R''|,SNR,,La Catria,Military Camp
16516,16516,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|M''[N]S|,MNS,,,Military Camp
16532,16532,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"DOMS, sine imagine",DOMS,,Alcolea del Río,Military Camp
16533,16533,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"DOMS, sine imagine",DOMS,,Alcolea del Río,Military Camp
16534,16534,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"DOMS, sine imagine",DOMS,,Alcolea del Río,Military Camp
16535,16535,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"DOMS, sine imagine",DOMS,,Alcolea del Río,Military Camp
16550,16550,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,DOMS|,DOMS,,Alcolea del Río,Military Camp
16555,16555,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|DOMS|,DOMS,,Alcolea del Río,Military Camp
16606,16606,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|S·P'·P'|,SPP,,,Military Camp
16643,16643,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,M'(-)QFF|,MQFF,,Malpica Sur,Military Camp
16649,16649,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"·S·Q·F, sine imagine",SQF,,,Military Camp
16655,16655,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,[LQS],LQS,,Alcolea del Río,Military Camp
16663,16663,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|L·Q·S·|,LQS,,Alcolea del Río,Military Camp
16664,16664,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|L'((hedera))Q'((hedera))S((hedera))|,LQS,,Alcolea del Río,Military Camp
16688,16688,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|OFGRAROP|,OFGRAROP,,La Catria,Military Camp
16739,16739,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|M'SP| & |psA^N^I|,MSP & PSANI,,Guadajoz,Military Camp
16772,16772,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|FIGLI~N·ACIRG''[I]|/|[M·]S''·MAVRIAN'[I] & |FIGLI~N·ACIRG''[I]|/|[M·]S''·MAVRIAX''|,FIGILNACIRGIMSMAVRIANI & FIGILNACIRGIMSMAVRIAX,,,Military Camp
16808,16808,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|L((hedera))S''·V'|,LSV,,,Military Camp
16828,16828,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"QSASER, sine imagine",QSASER,,,Military Camp
16872,16872,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|SCAL|,SCAL,,Cerro de los Pesebres,Military Camp
16875,16875,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,*SCA|,SCA,,Cerro de los Pesebres,Military Camp
16903,16903,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|FSCIMN^I~A~NI|,FSCIMNIANI,,,Military Camp
16912,16912,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|F'S'CIM|/|NIANO|,FSCIMNIANO,,Las Delicias,Military Camp
16926,16926,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,F''·SCIM|/|N''IANO'|,FSCIMNIANO,,Las Delicias,Military Camp
16927,16927,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|F·SCIM|/|N'I'ANO'|,FSCIMNIANO,,Las Delicias,Military Camp
16928,16928,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|F·SC[IM]/|NIA[NO],FSCIMNIANO,,Las Delicias,Military Camp
16929,16929,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,F''·SCI'M''|/[N]I''[A]NO|,FSCIMNIANO,,Las Delicias,Military Camp
16930,16930,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,[F·S]C'IM|/[NIAN]O|,FSCIMNIANO,,Las Delicias,Military Camp
16986,16986,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,S''E''X|,SEX,,,Military Camp
17007,17007,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|C·T[·Y·C],CTYC,,La Graja,Military Camp
17024,17024,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,[Q]VCVIR|,QVCVIR,,Villar de Brenes,Military Camp
17029,17029,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"LVL, sine imagine",LVL,,,Military Camp
17032,17032,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|S·VP''*,SVP,,,Military Camp
17080,17080,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|VIR·A·V|,VIRAV,,Villar de Brenes,Military Camp
17082,17082,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|VIR·A·V',VIRAV,,Villar de Brenes,Military Camp
17086,17086,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"VIRGINENSIA, sine imagine",VIRGINENSIA,,Itálica,Military Camp
17087,17087,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"VIRGINENSIA, sine imagine",VIRGINENSIA,,Itálica,Military Camp
17090,17090,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"VIRGINENSIA, sine imagine",VIRGINENSIA,,Itálica,Military Camp
17094,17094,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|VIRI*,VIRI,,Villar de Brenes,Military Camp
17098,17098,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"ISVIRG, sine imagine",ISVIRG,,Villar de Brenes,Military Camp
17182,17182,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"+C, sine imagine",...C,,,Military Camp
17192,17192,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"+FVES, sine imagine",...FVES,,,Military Camp
17196,17196,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"+OIC·SV^PVRO, sine imagine",…OICSVPVRO,,,Military Camp
17202,17202,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,+M''((hedera))(-)|,...M,,,Military Camp
25461,25461,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|VIRIII|,VIRIII,,Villar de Brenes,Military Camp
25462,25462,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,|VIR·AV|,VIRAV,,Villar de Brenes,Military Camp
32480,32480,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"LFCCVCAT, sine imagine",LFCCVCAT,,Isla del Castillo,Military Camp
32480,32480,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"LFCCVCAT, sine imagine",LFCCVCAT,,Las Ánimas,Military Camp
32481,32481,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"LIVNIM/ELISSIP, sine imagine",LIVNIMELISSIP,,Arva,Military Camp
32482,32482,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,L''Q''S|,LQS,,Alcolea del Río,Military Camp
32741,32741,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"SABEL, sine imagien",SABEL,,,Military Camp
32742,32742,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"LCAX, sine imagine",LCAX,,,Military Camp
32743,32743,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"DECEB, sine imagine",DECEB,,,Military Camp
32744,32744,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"EXEG·YYY, sine imagine & +MAS, sine imagine",EXEGYYY & +MAS,,,Military Camp
32745,32745,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"GE+, sine imagine",GE…,,,Military Camp
32746,32746,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"MESI+, sine imagine",MESI…,,,Military Camp
32747,32747,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"L+, sine imagine",L…,,,Military Camp
32748,32748,Dressel 20,Corbridge,Corbridge,54.966667,-2.016667,"LP+, sine imagine",LP…,,,Military Camp
16019,16019,Dressel 20,Corfe Mullen,Corfe Mullen,50.783333,-2.033333,|LFS|,LFS,,Berro II,Military Camp
15669,15669,Dressel 20,Dalswinton,Dalswinton,55.15,-3.666667,"PATTO, sine imagine",PATTO,,,Military Camp
16415,16415,Dressel 20,Dorchester,Dorchester,50.716667,-2.433333,|PMN^IL^ISV^PE^R|,PMANILISVPER,,,Military Camp
17154,17154,Dressel 20,Dorchester,Dorchester,50.716667,-2.433333,|Q+,Q...,,,Military Camp
17203,17203,Dressel 20,Dorchester,Dorchester,50.716667,-2.433333,+M+,...M...,,,Military Camp
13963,13963,Dressel 20,Echzell,Echzell,50.390265,8.886115,|PTAN|,PTAN,,,Military Camp
12698,12698,Dressel 20,Eining,Eining,48.85632,11.772216,[AC]IRGI,ACIRGI,,Itálica,Military Camp
14124,14124,Dressel 20,Faimingen,Faimingen,48.561354,10.409055,"LCANTP, sine imagine",LCANTP,,La Catria,Military Camp
13960,13960,Dressel 20,Friedberg,Friedberg,50.3249,8.7409,"SALS, sine imagine",SALS,,Arva,Military Camp
14085,14085,Dressel 20,Friedberg,Friedberg,50.3249,8.7409,"ACIRG, sine imagine",ACIRG,,La Catria,Military Camp
14490,14490,Dressel 20,Friedberg,Friedberg,50.3249,8.7409,"QIMFN, sine imagine",QIMFN,,Malpica,Military Camp
14656,14656,Dressel 20,Friedberg,Friedberg,50.3249,8.7409,"PMV, sine imagine",PMV,,,Military Camp
14860,14860,Dressel 20,Friedberg,Friedberg,50.3249,8.7409,"CSP, sine imagine",CSP,,Las Sesenta,Military Camp
14879,14879,Dressel 20,Friedberg,Friedberg,50.3249,8.7409,"QSASER, sine imagine",QSASER,,,Military Camp
14955,14955,Dressel 20,Friedberg,Friedberg,50.3249,8.7409,"LVC, sine imagine",LVC,,,Military Camp
14999,14999,Dressel 20,Friedberg,Friedberg,50.3249,8.7409,"VRSI, sine imagine",VRSI,,El Tejarillo,Military Camp
15900,15900,Dressel 20,Gelligaer,Gelligaer,51.664444,-3.256111,|C·E·F·P'|,CEFP,,La Catria,Military Camp
27441,27441,Dressel 20,Gernsheim,Gernsheim,49.753052,8.488592,[PA]N'^N^'R^VF|,PANNRVF,,La Catria,Military Camp
27442,27442,Dressel 20,Gernsheim,Gernsheim,49.753052,8.488592,|AGRICOLA^E',AGRICOLAE,,Casa de Mingaobez,Military Camp
27443,27443,Dressel 20,Gernsheim,Gernsheim,49.753052,8.488592,*CP·RIS|,...CPRIS?,,,Military Camp
27444,27444,Dressel 20,Gernsheim,Gernsheim,49.753052,8.488592,|MSNA^R|,MSNAR,,,Military Camp
15523,15523,Dressel 20,Gloucester,Gloucester,51.833333,-2.25,[S]A^EQAR|,SAEQAR,,,Military Camp
15905,15905,Dressel 20,Gloucester,Gloucester,51.833333,-2.25,|REP|,REP,,,Military Camp
16611,16611,Dressel 20,Gloucester,Gloucester,51.833333,-2.25,[Q]PH^RYXI|,QPPHRYXI,,,Military Camp
16645,16645,Dressel 20,Gloucester,Gloucester,51.833333,-2.25,|MQFFT|,MQFFT,,,Military Camp
16755,16755,Dressel 20,Gloucester,Gloucester,51.833333,-2.25,"LSH, sine imagine",LSH,,,Military Camp
15533,15533,Dressel 20,Great Chesters,Great Chesters,54.983333,-2.433333,[MA]E'MRVS|,MAEMRVS,,Arva,Military Camp
15914,15914,Dressel 20,Great Chesters,Great Chesters,54.983333,-2.433333,|CENH[^I]SPSA^E|,CENHISPSAE,,huerta del río,Military Camp
27494,27494,Dressel 20,Großkrotzenburg,Großkrotzenburg,50.082227,8.980744,ilegibile,?,,Alcolea del Río,Military Camp
27494,27494,Dressel 20,Großkrotzenburg,Großkrotzenburg,50.082227,8.980744,ilegibile,?,,Arva,Military Camp
27494,27494,Dressel 20,Großkrotzenburg,Großkrotzenburg,50.082227,8.980744,ilegibile,?,,El Tejarillo,Military Camp
27494,27494,Dressel 20,Großkrotzenburg,Großkrotzenburg,50.082227,8.980744,ilegibile,?,,Tostoneras,Military Camp
27494,27494,Dressel 20,Großkrotzenburg,Großkrotzenburg,50.082227,8.980744,|P·N·N|,PNN,,Alcolea del Río,Military Camp
27494,27494,Dressel 20,Großkrotzenburg,Großkrotzenburg,50.082227,8.980744,|P·N·N|,PNN,,Arva,Military Camp
27494,27494,Dressel 20,Großkrotzenburg,Großkrotzenburg,50.082227,8.980744,|P·N·N|,PNN,,El Tejarillo,Military Camp
27494,27494,Dressel 20,Großkrotzenburg,Großkrotzenburg,50.082227,8.980744,|P·N·N|,PNN,,Tostoneras,Military Camp
27494,27494,Dressel 20,Großkrotzenburg,Großkrotzenburg,50.082227,8.980744,|PNN|,PNN,,Alcolea del Río,Military Camp
27494,27494,Dressel 20,Großkrotzenburg,Großkrotzenburg,50.082227,8.980744,|PNN|,PNN,,Arva,Military Camp
27494,27494,Dressel 20,Großkrotzenburg,Großkrotzenburg,50.082227,8.980744,|PNN|,PNN,,El Tejarillo,Military Camp
27494,27494,Dressel 20,Großkrotzenburg,Großkrotzenburg,50.082227,8.980744,|PNN|,PNN,,Tostoneras,Military Camp
27495,27495,Dressel 20,Großkrotzenburg,Großkrotzenburg,50.082227,8.980744,|P·N·N·((hedera))|,PNN,,Alcolea del Río,Military Camp
27495,27495,Dressel 20,Großkrotzenburg,Großkrotzenburg,50.082227,8.980744,|P·N·N·((hedera))|,PNN,,Arva,Military Camp
27495,27495,Dressel 20,Großkrotzenburg,Großkrotzenburg,50.082227,8.980744,|P·N·N·((hedera))|,PNN,,El Tejarillo,Military Camp
27495,27495,Dressel 20,Großkrotzenburg,Großkrotzenburg,50.082227,8.980744,|P·N·N·((hedera))|,PNN,,Tostoneras,Military Camp
27497,27497,Dressel 20,Großkrotzenburg,Großkrotzenburg,50.082227,8.980744,|DOM[S],DOMS,,Alcolea del Río,Military Camp
