id,lat,long,type,site,code,country,locationtype
14866,50.271515,8.566917,Dressel 20,Saalburg,MSP,Germany,Military Camp
14867,50.271515,8.566917,Dressel 20,Saalburg,MSP,Germany,Military Camp
14912,50.271515,8.566917,Dressel 20,Saalburg,SAXOFERRI,Germany,Military Camp
14913,50.271515,8.566917,Dressel 20,Saalburg,SAXOFERRI,Germany,Military Camp
14914,50.271515,8.566917,Dressel 20,Saalburg,SAXOFERRI,Germany,Military Camp
14927,50.271515,8.566917,Dressel 20,Saalburg,SCALENSISP,Germany,Military Camp
14948,50.271515,8.566917,Dressel 20,Saalburg,LTSTRPALMA,Germany,Military Camp
20528,50.271515,8.566917,Dressel 20,Saalburg,FELIC,Germany,Military Camp
28055,50.271515,8.566917,Dressel 20,Saalburg,QCCF,Germany,Military Camp
14091,48.881259,12.573853,Dressel 20,Straubing,ACIRGIF,Germany,Military Camp
14193,48.881259,12.573853,Dressel 20,Straubing,QCR,Germany,Military Camp
14753,48.881259,12.573853,Dressel 20,Straubing,APAMPHORANI,Germany,Military Camp
14805,48.881259,12.573853,Dressel 20,Straubing,LQS,Germany,Military Camp
14881,48.782343,9.180819,Dressel 20,Stuttgart,CSANTF,Germany,Military Camp
13943,48.364013,8.636449,Dressel 20,Sulz am Neckar,GAF,Germany,Military Camp
14014,48.364013,8.636449,Dressel 20,Sulz am Neckar,MMANISATVRNINI,Germany,Military Camp
14627,49.083333,11.85,Dressel 20,Theilenhofen,QMMCER,Germany,Military Camp
11975,48.339204,10.003041,Dressel 20,Unterkirchberg,CANTONIQVIETI,Germany,Military Camp
11981,48.339204,10.003041,Dressel 20,Unterkirchberg,QCR,Germany,Military Camp
11991,48.339204,10.003041,Dressel 20,Unterkirchberg,SEXIVLIRVF,Germany,Military Camp
12015,48.339204,10.003041,Dressel 20,Unterkirchberg,SAN,Germany,Military Camp
27095,49.012683,9.151124,Dressel 20,Walheim,LAN,Germany,Military Camp
27096,49.012683,9.151124,Dressel 20,Walheim,CCA,Germany,Military Camp
27097,49.012683,9.151124,Dressel 20,Walheim,QF,Germany,Military Camp
27098,49.012683,9.151124,Dressel 20,Walheim,M,Germany,Military Camp
27099,49.012683,9.151124,Dressel 20,Walheim,AL,Germany,Military Camp
14066,50.417187,7.450716,Dressel 20,Weißenthurm,LAGFR,Germany,Military Camp
20602,48.875595,9.630983,Dressel 20,Welzheim,MQSR,Germany,Military Camp
14543,50.082582,8.249322,Dressel 20,Wiesbaden,PIVLICRISPI,Germany,Military Camp
27912,50.082582,8.249322,Dressel 20,Wiesbaden,LI,Germany,Military Camp
27925,50.082582,8.249322,Dressel 20,Wiesbaden,LIDFITAL,Germany,Military Camp
27927,50.082582,8.249322,Dressel 20,Wiesbaden,FIGLINAACIRGIMSMAVRIANI,Germany,Military Camp
27933,50.082582,8.249322,Dressel 20,Wiesbaden,LVLVALCHAE,Germany,Military Camp
10,49.632784,8.359164,Dressel 20,Worms,PIVLCRISPART,Germany,Military Camp
27956,49.632784,8.359164,Dressel 20,Worms,EVTSTERPAVL,Germany,Military Camp
27959,49.632784,8.359164,Dressel 20,Worms,EVTICI,Germany,Military Camp
37022,49.632784,8.359164,Dressel 20,Worms,ALFO,Germany,Military Camp
830,49.632784,8.359164,Dressel 20,Worms,GAPF,Germany,Military Camp
835,49.632784,8.359164,Dressel 20,Worms,LMVE,Germany,Military Camp
13971,51.658769,6.452971,Dressel 20,Xanten,PORLAPA,Germany,Military Camp
14093,51.658769,6.452971,Dressel 20,Xanten,FIGLINAACIRGIMSM,Germany,Military Camp
13944,50.382382,6.93291,Dressel 20,Adenau,GAF,Germany,Civil Settlement
14541,48.757631,8.242458,Dressel 20,Baden-Baden,CIVR,Germany,Civil Settlement
14244,50.210231,7.69445,Dressel 20,Dahlheim,DEMOSTENE,Germany,Civil Settlement
27403,49.897382,8.846132,Dressel 20,Dieburg,PARVA,Germany,Civil Settlement
27403,49.897382,8.846132,Dressel 20,Dieburg,PNN,Germany,Civil Settlement
27404,49.897382,8.846132,Dressel 20,Dieburg,QMR,Germany,Civil Settlement
27408,49.897382,8.846132,Dressel 20,Dieburg,IIMINACRETCAL,Germany,Civil Settlement
27409,49.897382,8.846132,Dressel 20,Dieburg,EFC,Germany,Civil Settlement
27414,49.897382,8.846132,Dressel 20,Dieburg,MMCSVR,Germany,Civil Settlement
14224,49.558592,8.071989,Dressel 20,Eisenberg,PCLODIICELI,Germany,Civil Settlement
14888,51.649739,6.473181,Dressel 20,Fürstenberg,CSEMPOL,Germany,Civil Settlement
14158,49.868993,8.932099,Dressel 20,Groß-Umstadt,PCHO,Germany,Civil Settlement
8552,48.455989,10.276951,Dressel 20,Günzburg,LCSOL,Germany,Civil Settlement
8561,48.455989,10.276951,Dressel 20,Günzburg,LL,Germany,Civil Settlement
14382,51.014009,6.680187,Dressel 20,Hüchelhoven,QFVLPI,Germany,Civil Settlement
14142,49.496706,8.479547,Dressel 20,Mannheim,QCCL,Germany,Civil Settlement
13978,51.150231,6.458276,Dressel 20,Mülfort,MARB,Germany,Civil Settlement
14510,49.415254,8.686601,Dressel 20,Neuenheim,CIPALMAB,Germany,Civil Settlement
12699,48.574308,13.464016,Dressel 20,Passau,PCLODIICELI,Germany,Civil Settlement
14075,50.575927,7.238334,Dressel 20,Remagen,ACIRGIF,Germany,Civil Settlement
14087,50.575927,7.238334,Dressel 20,Remagen,ACIRGI,Germany,Civil Settlement
14590,50.575927,7.238334,Dressel 20,Remagen,IIIVNMELISSIETMELISSE,Germany,Civil Settlement
13946,49.117784,8.279373,Dressel 20,Rheinzabern,LAF,Germany,Civil Settlement
14277,49.117784,8.279373,Dressel 20,Rheinzabern,EVETYCHI,Germany,Civil Settlement
14989,49.320833,8.431111,Dressel 20,Speyer,VIRG,Germany,Civil Settlement
14406,50.77368,6.225952,Dressel 20,Stolberg,HISPSAENI,Germany,Civil Settlement
13948,49.75979,6.636628,Dressel 20,Trier,CAFFM,Germany,Civil Settlement
14192,49.75979,6.636628,Dressel 20,Trier,QCR,Germany,Civil Settlement
14221,49.75979,6.636628,Dressel 20,Trier,IICAMILIMELISSI,Germany,Civil Settlement
14259,49.75979,6.636628,Dressel 20,Trier,IIIENNIIVL,Germany,Civil Settlement
14283,49.75979,6.636628,Dressel 20,Trier,LFC,Germany,Civil Settlement
14287,49.75979,6.636628,Dressel 20,Trier,LFCCOL,Germany,Civil Settlement
14334,49.75979,6.636628,Dressel 20,Trier,QFC,Germany,Civil Settlement
14409,49.75979,6.636628,Dressel 20,Trier,HISPSAENI,Germany,Civil Settlement
14426,49.75979,6.636628,Dressel 20,Trier,QIAFS,Germany,Civil Settlement
14722,49.75979,6.636628,Dressel 20,Trier,DOMS,Germany,Civil Settlement
14722,49.75979,6.636628,Dressel 20,Trier,LQS,Germany,Civil Settlement
14725,49.75979,6.636628,Dressel 20,Trier,DOMS,Germany,Civil Settlement
14806,49.75979,6.636628,Dressel 20,Trier,LQS,Germany,Civil Settlement
