"","id","lat","long","type","site","code","country","locationtype"
"332",14912,50.271515,8.566917,"Dressel 20","Saalburg","SAXOFERRI","Germany","Military Camp"
"333",14913,50.271515,8.566917,"Dressel 20","Saalburg","SAXOFERRI","Germany","Military Camp"
"334",14914,50.271515,8.566917,"Dressel 20","Saalburg","SAXOFERRI","Germany","Military Camp"
"335",14927,50.271515,8.566917,"Dressel 20","Saalburg","SCALENSISP","Germany","Military Camp"
"336",14948,50.271515,8.566917,"Dressel 20","Saalburg","LTSTRPALMA","Germany","Military Camp"
"337",20528,50.271515,8.566917,"Dressel 20","Saalburg","FELIC","Germany","Military Camp"
"338",28055,50.271515,8.566917,"Dressel 20","Saalburg","QCCF","Germany","Military Camp"
"351",27095,49.012683,9.151124,"Dressel 20","Walheim","LAN","Germany","Military Camp"
"352",27096,49.012683,9.151124,"Dressel 20","Walheim","CCA","Germany","Military Camp"
"353",27097,49.012683,9.151124,"Dressel 20","Walheim","QF","Germany","Military Camp"
"354",27098,49.012683,9.151124,"Dressel 20","Walheim","M","Germany","Military Camp"
"355",27099,49.012683,9.151124,"Dressel 20","Walheim","AL","Germany","Military Camp"
"358",14543,50.082582,8.249322,"Dressel 20","Wiesbaden","PIVLICRISPI","Germany","Military Camp"
"359",27912,50.082582,8.249322,"Dressel 20","Wiesbaden","LI","Germany","Military Camp"
"360",27925,50.082582,8.249322,"Dressel 20","Wiesbaden","LIDFITAL","Germany","Military Camp"
"361",27927,50.082582,8.249322,"Dressel 20","Wiesbaden","FIGLINAACIRGIMSMAVRIANI","Germany","Military Camp"
"362",27933,50.082582,8.249322,"Dressel 20","Wiesbaden","LVLVALCHAE","Germany","Military Camp"
"363",10,49.632784,8.359164,"Dressel 20","Worms","PIVLCRISPART","Germany","Military Camp"
"364",27956,49.632784,8.359164,"Dressel 20","Worms","EVTSTERPAVL","Germany","Military Camp"
"365",27959,49.632784,8.359164,"Dressel 20","Worms","EVTICI","Germany","Military Camp"
"366",37022,49.632784,8.359164,"Dressel 20","Worms","ALFO","Germany","Military Camp"
"367",830,49.632784,8.359164,"Dressel 20","Worms","GAPF","Germany","Military Camp"
"368",835,49.632784,8.359164,"Dressel 20","Worms","LMVE","Germany","Military Camp"
"374",27403,49.897382,8.846132,"Dressel 20","Dieburg","PARVA","Germany","Civil Settlement"
"375",27403,49.897382,8.846132,"Dressel 20","Dieburg","PNN","Germany","Civil Settlement"
"376",27404,49.897382,8.846132,"Dressel 20","Dieburg","QMR","Germany","Civil Settlement"
"377",27408,49.897382,8.846132,"Dressel 20","Dieburg","IIMINACRETCAL","Germany","Civil Settlement"
"378",27409,49.897382,8.846132,"Dressel 20","Dieburg","EFC","Germany","Civil Settlement"
"379",27414,49.897382,8.846132,"Dressel 20","Dieburg","MMCSVR","Germany","Civil Settlement"
"397",13948,49.75979,6.636628,"Dressel 20","Trier","CAFFM","Germany","Civil Settlement"
"398",14192,49.75979,6.636628,"Dressel 20","Trier","QCR","Germany","Civil Settlement"
"399",14221,49.75979,6.636628,"Dressel 20","Trier","IICAMILIMELISSI","Germany","Civil Settlement"
"400",14259,49.75979,6.636628,"Dressel 20","Trier","IIIENNIIVL","Germany","Civil Settlement"
"401",14283,49.75979,6.636628,"Dressel 20","Trier","LFC","Germany","Civil Settlement"
"402",14287,49.75979,6.636628,"Dressel 20","Trier","LFCCOL","Germany","Civil Settlement"
"403",14334,49.75979,6.636628,"Dressel 20","Trier","QFC","Germany","Civil Settlement"
"404",14409,49.75979,6.636628,"Dressel 20","Trier","HISPSAENI","Germany","Civil Settlement"
"405",14426,49.75979,6.636628,"Dressel 20","Trier","QIAFS","Germany","Civil Settlement"
"406",14722,49.75979,6.636628,"Dressel 20","Trier","DOMS","Germany","Civil Settlement"
"407",14722,49.75979,6.636628,"Dressel 20","Trier","LQS","Germany","Civil Settlement"
"408",14725,49.75979,6.636628,"Dressel 20","Trier","DOMS","Germany","Civil Settlement"
"409",14806,49.75979,6.636628,"Dressel 20","Trier","LQS","Germany","Civil Settlement"
