id,name
0,Villar de Brenes
1,Las Delicias
2,Alcotrista
3,El Tejarillo
4,Azanaque-Castillejo
5,Isla del Castillo
6,Arva
7,La Catria
8,Malpica
9,Cerro de los Pesebres
10,Cortijo de Romero
11,Dehesa de Arriba
12,El Temple
