,AmphoraIdentifier,AmphoricTypeTitle,AreaTitle,,FindingPlaceLatitude,FindingPlaceLongitude,FullTranscription,SimplifiedTranscription,,,,,,,
,14211,Dressel 20,Hofheim,,49.657495,8.413845,|L·CSOL,LCSOL,,,,,,,
,14472,Dressel 20,Hofheim,,49.657495,8.413845,M'IM|,MIM,,,,,,,
,14472,Dressel 20,Hofheim,,49.657495,8.413845,M'IM|,MIM,,,,,,,
,14473,Dressel 20,Hofheim,,49.657495,8.413845,|MIM|,MIM,,,,,,,
,14473,Dressel 20,Hofheim,,49.657495,8.413845,|MIM|,MIM,,,,,,,
,20581,Dressel 20,Hofheim,,49.657495,8.413845,|M·A·R|,MAR,,,,,,,
,27789,Dressel 20,Hofheim,,49.657495,8.413845,|C·SEMPOL|,CSEMPOL,,,,,,,
,27790,Dressel 20,Hofheim,,49.657495,8.413845,|LQS,LQS,,,,,,,
,27791,Dressel 20,Hofheim,,49.657495,8.413845,*OP|,…OP,,,,,,,
,27792,Dressel 20,Hofheim,,49.657495,8.413845,|HIS|,HIS,,,,,,,
,27797,Dressel 20,Hofheim,,49.657495,8.413845,|QCR|,QCR,,,,,,,
,27798,Dressel 20,Hofheim,,49.657495,8.413845,|C·AN^TON^I·QV^I'E'T''I|,CANTONIQVIETI,,,,,,,
,27799,Dressel 20,Hofheim,,49.657495,8.413845,|LC·FO|,LCFO,,,,,,,
,27800,Dressel 20,Hofheim,,49.657495,8.413845,|A'·C·I·C|,ACIC,,,,,,,
,27804,Dressel 20,Hofheim,,49.657495,8.413845,MAN'[NISATVRNINI],MANNISATVRNINI,,,,,,,
,27805,Dressel 20,Hofheim,,49.657495,8.413845,|F·S·FAQVA|,FSFAQVA,,,,,,,
,27806,Dressel 20,Hofheim,,49.657495,8.413845,|PMSA|,PMSA,,,,,,,
,27807,Dressel 20,Hofheim,,49.657495,8.413845,P[-]+,P…,,,,,,,
,27808,Dressel 20,Hofheim,,49.657495,8.413845,|MIM|,MIM,,,,,,,
,27808,Dressel 20,Hofheim,,49.657495,8.413845,|MIM|,MIM,,,,,,,
,27809,Dressel 20,Hofheim,,49.657495,8.413845,[C]I'A[^L]^BA^N^IC|,CIALBANIC,,,,,,,
,27811,Dressel 20,Hofheim,,49.657495,8.413845,|RVF[^I]{PO}|,RVFIPO,,,,,,,
,27812,Dressel 20,Hofheim,,49.657495,8.413845,|QI'+|,QI...?,,,,,,,
,27813,Dressel 20,Hofheim,,49.657495,8.413845,|QIA^L|,QIAL,,,,,,,
,13991,Dressel 20,Hofheim am Taunus,,49.657495,8.413845,|LAE'T'| & |LAE'L'|,LAET & LAEL,,,,,,,
,14054,Dressel 20,Hofheim am Taunus,,49.657495,8.413845,"|DA^TSCOL|, bis impressum est",DATSCOL,,,,,,,
,14272,Dressel 20,Hofheim am Taunus,,49.657495,8.413845,|EROT'Is|,EROTIS,,,,,,,
,14273,Dressel 20,Hofheim am Taunus,,49.657495,8.413845,|EROT'[IS],EROTIS?,,,,,,,
,14664,Dressel 20,Hofheim am Taunus,,49.657495,8.413845,|PM^AN^IL^IS[VP],PMANILISVP,,,,,,,
,14783,Dressel 20,Hofheim am Taunus,,49.657495,8.413845,|PONTICI|,PONTICI,,,,,,,
,14875,Dressel 20,Hofheim am Taunus,,49.657495,8.413845,[P]·S·T^VS|,PSTVSC,,,,,,,
,27820,Dressel 20,Holzhausen,,50.219681,7.90972,|QIAF+,QIAF…?,,,,,,,
,14382,Dressel 20,Hüchelhoven,,51.014009,6.680187,|Q·F·V^L^P^I|,QFLVPI & QFVLPI,,,,,,,
,14179,Dressel 20,Hüfingen,,47.927438,8.490334,|LCM^Y|,LCMY,,,,,,,
,14182,Dressel 20,Hüfingen,,47.927438,8.490334,"LCM, sine imagine",LCM,,,,,,,
,14839,Dressel 20,Hüfingen,,47.927438,8.490334,|ROM^AN^I|,ROMANI,,,,,,,
,14254,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,"IIIENNIIVL, sine imagine",IIIENNIIVL,,,,,,,
,14261,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,"IIIENNIORIVLIOR, sine imagine",IIIENNIORIVLIOR,,,,,,,
,14263,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,"IIIENNIIVL, sine imagine",IIIENNIIVL,,,,,,,
,14267,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,"IIIENNIIVL, sine imagine",IIIENNIIVL,,,,,,,
,14335,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,"QFC, sine imagine",QFC,,,,,,,
,14345,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,|S·F·E|,SFE,,,,,,,
,14371,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,"LFO, sine imagine",LFO,,,,,,,
,14395,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,|P^H^I^LO|,PHILO,,,,,,,
,14407,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,|HISPSA^EN^I((palma))|,HISPSAENI,,,,,,,
,14468,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,|MIM|,MIM,,,,,,,
,14468,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,|MIM|,MIM,,,,,,,
,14478,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,|QIM|,QIM,,,,,,,
,14480,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,|Q'I'M'·MAC'*,QIMMAC?,,,,,,,
,14494,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,|Q·I·M·FN'|,QIMFN,,,,,,,
,14530,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,|L·I·T|,LIT,,,,,,,
,14531,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,"LIT, sine imagine",LIT,,,,,,,
,14535,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,|C·I·V'*,CIV,,,,,,,
,14539,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,"MIVC, sine imagine",MIVC,,,,,,,
,14540,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,|C·IV·R|,CIVR,,,,,,,
,14566,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,"LIVNIMELISSI, sine imagine",LIVNIMELISSI,,,,,,,
,14586,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,[IIIVNME]L'ISS[I]/[ETMEL]ISSE,IIIVNMELISSIETMELISSE,,,,,,,
,14591,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,"IIIVNMELISSIETMELISSE, sine imagine",IIIVNMELISSIETMELISSE,,,,,,,
,14606,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,"AELFO, sine imagine",AELFO,,,,,,,
,14611,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,"PORLVCAN, sine imagine",PORLVCAN,,,,,,,
,14624,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,|CMM^AC~R|,CMMACR (CMMCR),,,,,,,
,14642,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,|Q'M'R|,QMR?,,,,,,,
,14652,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,|Q·M·S|,QMS,,,,,,,
,14668,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,|MART,MART...,,,,,,,
,14670,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,|M^AVRI|,MAVRI,,,,,,,
,14673,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,"NARC, sine imagine",NARC,,,,,,,
,14675,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,"QNDPRI, sine imagine",QNDPRI,,,,,,,
,14692,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,"PNN, sine imagine",PNN,,,,,,,
,14692,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,"PNN, sine imagine",PNN,,,,,,,
,14692,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,"PNN, sine imagine",PNN,,,,,,,
,14692,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,"PNN, sine imagine",PNN,,,,,,,
,14718,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,DOMS,DOMS,,,,,,,
,14720,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,|DOM[S],DOMS,,,,,,,
,14723,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,"DOMS, sine imagine",DOMS,,,,,,,
,14724,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,"DOMS, sine imagine",DOMS,,,,,,,
,14742,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,"OPTATIF, sine imagine",OPTATIF,,,,,,,
,14812,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,[LQS],LQS,,,,,,,
,14826,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,"GRADOS, sine imagine",GRADOS,,,,,,,
,14828,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,|OFGRAROP|,OFGRAROP,,,,,,,
,14847,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,|PORPS|,PORPS,,,,,,,
,14855,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,"LSLVP, sine imagine",LSLVPI,,,,,,,
,14861,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,LSPBOEQ|,LSPBOEQ,,,,,,,
,14861,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,LSPBOEQ|,LSPBOEQ,,,,,,,
,14861,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,LSPBOEQ|,LSPBOEQ,,,,,,,
,14874,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,"LSTF+, sine imagine",LSTF...,,,,,,,
,14882,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,"QSEPSA, sine imagine",QSEPSA,,,,,,,
,14892,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,"LSERALB, sine imagine",LSERALB,,,,,,,
,14897,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,|CST^E^RPA^V^LL^IN^I|,CSTERPAVLLINI,,,,,,,
,14916,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,[SAXOFE]R'REO|,SAXOFERREO,,,,,,,
,14916,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,[SAXOFE]R'REO|,SAXOFERREO,,,,,,,
,14941,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,ST^AT^IA^NI^ENSI^A,STATIANIENSIA,,,,,,,
,14968,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,NVT|,NVT,,,,,,,
,14969,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,"CVVA, sine imagine",CVVA,,,,,,,
,14969,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,"CVVA, sine imagine",CVVA,,,,,,,
,14969,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,"CVVA, sine imagine",CVVA,,,,,,,
,14982,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,|VICTORICI|,VICTORICI,,,,,,,
,14992,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,|VIRIII|,VIRIII,,,,,,,
,20483,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,CA^LPV^R·N|,CALPVRN,,,,,,,
,20553,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,L'F'C((palma))|,LFC,,,,,,,
,20597,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,|MC'C|,MCC?,,,,,,,
,20597,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,|MC'C|,MCC?,,,,,,,
,20632,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,|P^H^I^LO|,PHILO,,,,,,,
,20656,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,|LCM^Y|,LCMY,,,,,,,
,20702,Dressel 20,"Kastell Mainz, Wald",,49.984188,8.279096,|QIM'/|s!,QIMS,,,,,,,
,31714,Dressel 20,Kempten,,47.732209,10.315858,Q·A·C|,QAC,,,,,,,
,31715,Dressel 20,Kempten,,47.732209,10.315858,M·A^E·A^L^E>X|,MAELALEX,,,,,,,
,31716,Dressel 20,Kempten,,47.732209,10.315858,"TAASIATICI, sine imagine",TAASIATICI,,,,,,,
,31717,Dressel 20,Kempten,,47.732209,10.315858,|LA^TRVS|,LATRVS,,,,,,,
,31718,Dressel 20,Kempten,,47.732209,10.315858,|ACIRG[IF],ACIRGIF,,,,,,,
,31719,Dressel 20,Kempten,,47.732209,10.315858,|B[R]O[CH]IA^T'T^A''|,BROCHIATITA,,,,,,,
,31719,Dressel 20,Kempten,,47.732209,10.315858,|B[R]O[CH]IA^T'T^A''|,BROCHIATITA,,,,,,,
,31720,Dressel 20,Kempten,,47.732209,10.315858,|BRO^C^H'O'D|,BROCHOD,,,,,,,
,31721,Dressel 20,Kempten,,47.732209,10.315858,[POR]ODV|,BROOCCHODV & PORODV,,,,,,,
,31722,Dressel 20,Kempten,,47.732209,10.315858,|LCM^Y|,LCMY,,,,,,,
,31723,Dressel 20,Kempten,,47.732209,10.315858,|Q·C·R|,QCR,,,,,,,
,31724,Dressel 20,Kempten,,47.732209,10.315858,|CA^L^P V^RN^IC|,CALPVRNIC,,,,,,,
,31725,Dressel 20,Kempten,,47.732209,10.315858,|EROT^IS|,EROTIS,,,,,,,
,31726,Dressel 20,Kempten,,47.732209,10.315858,|EXPED^I^T^I|,EXPEDITI,,,,,,,
,31727,Dressel 20,Kempten,,47.732209,10.315858,|M·F·CEL|,MFCEL,,,,,,,
,31728,Dressel 20,Kempten,,47.732209,10.315858,|DFF|,DFF,,,,,,,
,31728,Dressel 20,Kempten,,47.732209,10.315858,|DFF|,DFF,,,,,,,
,31729,Dressel 20,Kempten,,47.732209,10.315858,|LFO|,LFO,,,,,,,
,31730,Dressel 20,Kempten,,47.732209,10.315858,|MFQ'F|,MFQF,,,,,,,
,31731,Dressel 20,Kempten,,47.732209,10.315858,|M·F'S|,MFS,,,,,,,
,31732,Dressel 20,Kempten,,47.732209,10.315858,|MIM|,MIM,,,,,,,
,31732,Dressel 20,Kempten,,47.732209,10.315858,|MIM|,MIM,,,,,,,
,31733,Dressel 20,Kempten,,47.732209,10.315858,|MI·MOP'SI,MIMOPSI,,,,,,,
,31734,Dressel 20,Kempten,,47.732209,10.315858,[Q]IMFN|,QIMFN,,,,,,,
,31735,Dressel 20,Kempten,,47.732209,10.315858,|PIV^LCRI'S'P'|,PIVLCRISP,,,,,,,
,31736,Dressel 20,Kempten,,47.732209,10.315858,|A·L·F·O|,ALFO,,,,,,,
,31737,Dressel 20,Kempten,,47.732209,10.315858,|A·L[F]O|,ALFO,,,,,,,
,31738,Dressel 20,Kempten,,47.732209,10.315858,|GL·PV[DE],GLPVDE,,,,,,,
,31739,Dressel 20,Kempten,,47.732209,10.315858,|PM^AN^ISV^P|,PMANISVP,,,,,,,
,31740,Dressel 20,Kempten,,47.732209,10.315858,|PM^AN^ISV^P''|,PMANISVP,,,,,,,
,31741,Dressel 20,Kempten,,47.732209,10.315858,II[MVL·DC],IIMVLDC,,,,,,,
,31741,Dressel 20,Kempten,,47.732209,10.315858,II[MVL·DC],IIMVLDC,,,,,,,
,31742,Dressel 20,Kempten,,47.732209,10.315858,|CPM[C]|,CPMC,,,,,,,
,31743,Dressel 20,Kempten,,47.732209,10.315858,|P^H^I^LOC|,PHILOC,,,,,,,
,31744,Dressel 20,Kempten,,47.732209,10.315858,|PLOCAM^VS|,PLOCAMVS,,,,,,,
,31745,Dressel 20,Kempten,,47.732209,10.315858,|LRPHcO|,LRPHCO,,,,,,,
,31746,Dressel 20,Kempten,,47.732209,10.315858,[P]S·AVI[TI],PSAVITI,,,,,,,
,31747,Dressel 20,Kempten,,47.732209,10.315858,|QSP|,QSP,,,,,,,
,31748,Dressel 20,Kempten,,47.732209,10.315858,|P·S·T^V''[SC],PSTVSC,,,,,,,
,31749,Dressel 20,Kempten,,47.732209,10.315858,CSEMPOL|,CSEMPOL,,,,,,,
,31750,Dressel 20,Kempten,,47.732209,10.315858,|CSEMPOL|,CSEMPOL,,,,,,,
,31751,Dressel 20,Kempten,,47.732209,10.315858,|CSE^MP''OL^Y|,CSEMPOLY,,,,,,,
,31752,Dressel 20,Kempten,,47.732209,10.315858,|M^A^SA^EN^IAN^ISI^A|,MASAENIANISIA,,,,,,,
,31753,Dressel 20,Kempten,,47.732209,10.315858,|L·V·A^N^T|,LVANTI & LVAVITI,,,,,,,
,31754,Dressel 20,Kempten,,47.732209,10.315858,|LVR·P|,LVRP,,,,,,,
,31755,Dressel 20,Kempten,,47.732209,10.315858,|A[-----]|,A...?,,,,,,,
,31756,Dressel 20,Kempten,,47.732209,10.315858,|D[F?]C?,DF?C?,,,,,,,
,31757,Dressel 20,Kempten,,47.732209,10.315858,|·IVL+,IVL...?,,,,,,,
,31758,Dressel 20,Kempten,,47.732209,10.315858,|IFOcRIe|,IFOCRIE,,,,,,,
,31759,Dressel 20,Kempten,,47.732209,10.315858,|TVN|,TVN,,,,,,,
,31760,Dressel 20,Kempten,,47.732209,10.315858,|Q'·A[E]O''·C''|,QAEOC,,,,,,,
,31761,Dressel 20,Kempten,,47.732209,10.315858,SE[V?][---],SEV…?,,,,,,,
,31762,Dressel 20,Kempten,,47.732209,10.315858,|SP+,SP…?,,,,,,,
,31763,Dressel 20,Kempten,,47.732209,10.315858,*VIT*,…VIT…?,,,,,,,
,31764,Dressel 20,Kempten,,47.732209,10.315858,(-)MR|,…MR?,,,,,,,
,14214,Dressel 20,Koblenz,,50.353573,7.578835,"PCAEHER, sine imagine",PCAEHER,,,,,,,
,14986,Dressel 20,Koblenz,,50.353573,7.578835,"VIRGIN, sine imagine",VIRGIN,,,,,,,
,13935,Dressel 20,Köln,,50.933333,6.95,Q''·A·A^D|,QAAD & SAAD,,,,,,,
,13938,Dressel 20,Köln,,50.933333,6.95,|LABR*,LABR...,,,,,,,
,13939,Dressel 20,Köln,,50.933333,6.95,|MAC+,MAC...,,,,,,,
,13957,Dressel 20,Köln,,50.933333,6.95,"[PAHSC--], bis impressum est",PAHSC...?,,,,,,,
,13972,Dressel 20,Köln,,50.933333,6.95,|PORL~APAE''|,PORLAPAE...,,,,,,,
,13975,Dressel 20,Köln,,50.933333,6.95,|{M·}A·R],MAR,,,,,,,
,13980,Dressel 20,Köln,,50.933333,6.95,|VA'R|,VAR,,,,,,,
,13980,Dressel 20,Köln,,50.933333,6.95,|VA'R|,VAR,,,,,,,
,14007,Dressel 20,Köln,,50.933333,6.95,|CA^M^P·CA^L^I·OD|,CAMPGALIOD,,,,,,,
,14015,Dressel 20,Köln,,50.933333,6.95,|C·AN^TON^I·QVI^ET^I((palma))|,CANTONIQVIETI,,,,,,,
,14019,Dressel 20,Köln,,50.933333,6.95,|C·AN^TON^I'[QVIETI],CANTONIQVIETI,,,,,,,
,14023,Dressel 20,Köln,,50.933333,6.95,|CAN^TON^I·QVI^ET^I|,CANTONIQVIETI,,,,,,,
,14026,Dressel 20,Köln,,50.933333,6.95,|CAN^TON^IQV[IETI],CANTONIQVIETI,,,,,,,
,14037,Dressel 20,Köln,,50.933333,6.95,C·A^N^T·QVI*,CANTQVIETI,,,,,,,
,14041,Dressel 20,Köln,,50.933333,6.95,|CA^N^TQ|,CANTQ,,,,,,,
,14042,Dressel 20,Köln,,50.933333,6.95,|Q((hedera))A^N^T((hedera))R^V*,QANTRVG,,,,,,,
,14044,Dressel 20,Köln,,50.933333,6.95,|C·A^P·F,CAPF,,,,,,,
,14065,Dressel 20,Köln,,50.933333,6.95,|L·A^VRGE''[R],LAVRGER,,,,,,,
,14070,Dressel 20,Köln,,50.933333,6.95,[ACIRGI],ACIRGI,,,,,,,
,14076,Dressel 20,Köln,,50.933333,6.95,|ACIR'G[IF],ACIRGIF,,,,,,,
,14095,Dressel 20,Köln,,50.933333,6.95,[A]F'RICAN'I|,AFRICANI,,,,,,,
,14107,Dressel 20,Köln,,50.933333,6.95,A'VGGGNNN*/C'OLEARI·F·B'A'R'|,AVGGGNNNCOLEARIFBAR,,,,,,,
,14109,Dressel 20,Köln,,50.933333,6.95,|BELL^ICI^A^NAP·A'GA'L^EN^I|,BELLICANAPAGALENI,,,,,,,
,14110,Dressel 20,Köln,,50.933333,6.95,|BELLIB|,BELLIB,,,,,,,
,14119,Dressel 20,Köln,,50.933333,6.95,|BVCCI|,BVCCI,,,,,,,
,14140,Dressel 20,Köln,,50.933333,6.95,|Q·C·CL|,QCCL,,,,,,,
,14144,Dressel 20,Köln,,50.933333,6.95,Q'C·CL],QCCL,,,,,,,
,14161,Dressel 20,Köln,,50.933333,6.95,"SCLH, sine imagine",SCLH,,,,,,,
,14189,Dressel 20,Köln,,50.933333,6.95,|Q·CR|,QCR,,,,,,,
,14191,Dressel 20,Köln,,50.933333,6.95,[QCR],QCR,,,,,,,
,14215,Dressel 20,Köln,,50.933333,6.95,QCA^ESIN^IGR[I],QCAESINIGRI,,,,,,,
,14218,Dressel 20,Köln,,50.933333,6.95,IIC^A'M'ILI/|MELISSI,IICAMILIMELISSI,,,,,,,
,14218,Dressel 20,Köln,,50.933333,6.95,IIC^A'M'ILI/|MELISSI,IICAMILIMELISSI,,,,,,,
,14234,Dressel 20,Köln,,50.933333,6.95,|CALP·C|,CALPC,,,,,,,
,14286,Dressel 20,Köln,,50.933333,6.95,|L'·F''CCOL''|,LFCCOL,,,,,,,
,14302,Dressel 20,Köln,,50.933333,6.95,"LFCCVFCM, sine imagine",LFCCVFCM,,,,,,,
,14313,Dressel 20,Köln,,50.933333,6.95,|L'·F·C·C'·V·F·S''C''A''L''|,LFCCVFSCAL,,,,,,,
,14326,Dressel 20,Köln,,50.933333,6.95,|Q'·F'·C|,QFC,,,,,,,
,14346,Dressel 20,Köln,,50.933333,6.95,DFF|,DFF,,,,,,,
,14346,Dressel 20,Köln,,50.933333,6.95,|PNN|,PNN,,,,,,,
,14358,Dressel 20,Köln,,50.933333,6.95,|M·F·F|,MFF,,,,,,,
,14365,Dressel 20,Köln,,50.933333,6.95,|F·M·F·A|,FMFA,,,,,,,
,14366,Dressel 20,Köln,,50.933333,6.95,|F·M·F'+,FMF...,,,,,,,
,14373,Dressel 20,Köln,,50.933333,6.95,M''FQF*,MFQF,,,,,,,
,14385,Dressel 20,Köln,,50.933333,6.95,|PQF[LFL],PQFLFL,,,,,,,
,14392,Dressel 20,Köln,,50.933333,6.95,|F·ELIC·Is|,FELICIS,,,,,,,
,14393,Dressel 20,Köln,,50.933333,6.95,|P^HI'L'E'R'O'T^I|,PHILEROTI,,,,,,,
,14430,Dressel 20,Köln,,50.933333,6.95,|Q'I'A!'F'S''|,QIAFS,,,,,,,
,14432,Dressel 20,Köln,,50.933333,6.95,|Q·I·AM'',QIAM,,,,,,,
,14445,Dressel 20,Köln,,50.933333,6.95,|GIALB|,CIALB,,,,,,,
,14455,Dressel 20,Köln,,50.933333,6.95,Q'I·C·SEC|,QICSEC,,,,,,,
,14464,Dressel 20,Köln,,50.933333,6.95,|MIM|,MIM,,,,,,,
,14464,Dressel 20,Köln,,50.933333,6.95,|MIM|,MIM,,,,,,,
,14476,Dressel 20,Köln,,50.933333,6.95,|M·I·MOPSI|,MIMOPSI,,,,,,,
,14508,Dressel 20,Köln,,50.933333,6.95,"QIMF, sine imagine",QIMF,,,,,,,
,14509,Dressel 20,Köln,,50.933333,6.95,|QIM[F],QIMF?,,,,,,,
,14513,Dressel 20,Köln,,50.933333,6.95,|P·I·R·[P],PIRP,,,,,,,
,14518,Dressel 20,Köln,,50.933333,6.95,|SIS^EN|,SISEN,,,,,,,
,14563,Dressel 20,Köln,,50.933333,6.95,L((hedera))I((hedera))M'[E]/LISSI((hedera))[CI],LIMELISSICI,,,,,,,
,14573,Dressel 20,Köln,,50.933333,6.95,|IIIV'N^I'MeL'I'SSI/|ETMELISSE((hedera))|,IIIVNMELISSIETMELISSE,,,,,,,
,14576,Dressel 20,Köln,,50.933333,6.95,|IIIVN^IM^ELIS'S'[I]/[E]T'M'ELIS'[SE],IIIVNMELISSIETMELISSE,,,,,,,
,14609,Dressel 20,Köln,,50.933333,6.95,|IICL'L'M'|,IICLLM?,,,,,,,
,14615,Dressel 20,Köln,,50.933333,6.95,|C^MM+,CMM...,,,,,,,
,14615,Dressel 20,Köln,,50.933333,6.95,|C^MM+,CMM...,,,,,,,
,14615,Dressel 20,Köln,,50.933333,6.95,|C^MM+,CMM...,,,,,,,
,14631,Dressel 20,Köln,,50.933333,6.95,|QMR|,QMR,,,,,,,
,14665,Dressel 20,Köln,,50.933333,6.95,|L·MI·FI^R|,LMIFIR,,,,,,,
,14686,Dressel 20,Köln,,50.933333,6.95,|PNN^F|,PNNF,,,,,,,
,14686,Dressel 20,Köln,,50.933333,6.95,|PNN^F|,PNNF,,,,,,,
,14686,Dressel 20,Köln,,50.933333,6.95,|PNN^F|,PNNF,,,,,,,
,14686,Dressel 20,Köln,,50.933333,6.95,|PNN^F|,PNNF,,,,,,,
,14710,Dressel 20,Köln,,50.933333,6.95,|DOMS|,DOMS,,,,,,,
,14716,Dressel 20,Köln,,50.933333,6.95,DOMS',DOMS,,,,,,,
,14735,Dressel 20,Köln,,50.933333,6.95,|P^O^ROCODV|,POROCODV (BOROCODV),,,,,,,
,14746,Dressel 20,Köln,,50.933333,6.95,|APC·|,APC,,,,,,,
,14757,Dressel 20,Köln,,50.933333,6.95,|C·P·L!R|,CPLR & CPPR,,,,,,,
,14767,Dressel 20,Köln,,50.933333,6.95,|L·P·M·S'|,LPMS,,,,,,,
,14781,Dressel 20,Köln,,50.933333,6.95,|PONTICI|,PONTICI,,,,,,,
,14782,Dressel 20,Köln,,50.933333,6.95,|PO'NTIC|,PONTIC,,,,,,,
,14835,Dressel 20,Köln,,50.933333,6.95,|RIV[-]ES|,RIV...ES?,,,,,,,
,14843,Dressel 20,Köln,,50.933333,6.95,"PSA, sine imagine",PSA,,,,,,,
,14850,Dressel 20,Köln,,50.933333,6.95,|PORPSA| & |PORPSV|,PORPSA & PORPSV,,,,,,,
,14863,Dressel 20,Köln,,50.933333,6.95,|MSP|,MSP,,,,,,,
,14868,Dressel 20,Köln,,50.933333,6.95,|Q·S·P|,QSP,,,,,,,
,14876,Dressel 20,Köln,,50.933333,6.95,QSASC,QSASC,,,,,,,
,14893,Dressel 20,Köln,,50.933333,6.95,|SER·N|,SERN,,,,,,,
,14894,Dressel 20,Köln,,50.933333,6.95,|L·SE^RGI·SA^T^V|,LSERGISATV,,,,,,,
,14901,Dressel 20,Köln,,50.933333,6.95,|sA^EN^IA^N^Es| & |sA^EN^IA^M^Es|,SAENIANES & SAENIAMES,,,,,,,
,14920,Dressel 20,Köln,,50.933333,6.95,|SAXFER(--)EV|,SAXFER...EV,,,,,,,
,14921,Dressel 20,Köln,,50.933333,6.95,|SAXO(--)VP'(--)T^I|,SAXO...VP...TI,,,,,,,
,14929,Dressel 20,Köln,,50.933333,6.95,S''CA^L·FES,SCALFES,,,,,,,
,14956,Dressel 20,Köln,,50.933333,6.95,|Q'V'C·C·F|,QVCCF,,,,,,,
,14959,Dressel 20,Köln,,50.933333,6.95,P'·V·FA^VSTT'^I'N'[^I],PVFAVSTINI,,,,,,,
,14967,Dressel 20,Köln,,50.933333,6.95,|L·VS|,LVS,,,,,,,
,14983,Dressel 20,Köln,,50.933333,6.95,|VIRCIN|,VIRCIN,,,,,,,
,14984,Dressel 20,Köln,,50.933333,6.95,"VIRGIN, sine imagine",VIRGIN,,,,,,,
