,AmphoraIdentifier,AmphoricTypeTitle,AreaTitle,,FindingPlaceLatitude,FindingPlaceLongitude,FullTranscription,SimplifiedTranscription,,,,,,,
,14408,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|HISPAN·SA^EN((palma))|,HISPANSAEN,,,,,,,
,14412,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|D·I·A|,DIA,,,,,,,
,14412,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|D·I·A|,DIA,,,,,,,
,14417,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|Q((hedera))I((hedera))A|,QIA,,,,,,,
,14424,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|QIAFS|,QIAFS,,,,,,,
,14429,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|QIAF+,QIAF…,,,,,,,
,14437,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|QIIALFS''|,QIIALFS?,,,,,,,
,14440,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|C·I·AL·B|,CIALB,,,,,,,
,14442,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|CIALB',CIALB,,,,,,,
,14444,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|CIA^LB|,CIALB,,,,,,,
,14465,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|MIM|,MIM,,,,,,,
,14465,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|MIM|,MIM,,,,,,,
,14467,Dressel 20,Frankfurt am Main,,50.11552,8.684167,[M]IM|,MIM?,,,,,,,
,14467,Dressel 20,Frankfurt am Main,,50.11552,8.684167,[M]IM|,MIM?,,,,,,,
,14477,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|MIME'',MIME,,,,,,,
,14479,Dressel 20,Frankfurt am Main,,50.11552,8.684167,"|Q·IM!'|, bis impressum est",QIM,,,,,,,
,14491,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|QIM!FN|,QIMFN,,,,,,,
,14498,Dressel 20,Frankfurt am Main,,50.11552,8.684167,[QI]M!'·FS!|,QIMFS,,,,,,,
,14514,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|P·I·R·E^T·H|,PIRETH,,,,,,,
,14515,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|PE''RsEI'(-)| & |PIRsEI'(-)|,PERSEI & PIRSEI,,,,,,,
,14522,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|L'·I·T|,LIT,,,,,,,
,14526,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|L((hedera))I((hedera))T|,LIT,,,,,,,
,14534,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|ILFT|,ILFT,,,,,,,
,14545,Dressel 20,Frankfurt am Main,,50.11552,8.684167,[PI]V^L^I''CR^I~SPI|,PIVLICRISPI,,,,,,,
,14547,Dressel 20,Frankfurt am Main,,50.11552,8.684167,[PIVLI]·CR'·IsP|,PIVLICRISPI,,,,,,,
,14550,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|C·IVLI·SV''[RI],CIVLISVRI,,,,,,,
,14555,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|L·IVNI|/|MELISSI'',LIVNIMELISSI,,,,,,,
,14556,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|LIVNIM|/|ELIS·SI|,LIVNIMELISSI,,,,,,,
,14559,Dressel 20,Frankfurt am Main,,50.11552,8.684167,"FSCIMNIANO, sine imagine",FSCIMNIANO,,,,,,,
,14559,Dressel 20,Frankfurt am Main,,50.11552,8.684167,"LIVNIMELISSI, sine imagine",LIVNIMELISSI,,,,,,,
,14561,Dressel 20,Frankfurt am Main,,50.11552,8.684167,((hedera))LIV'[NI]/M[ELISSI],LIVNIMELISSI,,,,,,,
,14569,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|I'I'I'V'N^I'·M'E'L'I'SSI|/|ETMELISSE|,IIIVNMELISSIETMELISSE,,,,,,,
,14578,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|IIIVN^IM'E'LISSI|/|ETMELISSE((hedera))|,IIIVNMELISSIETMELISSE,,,,,,,
,14581,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|III'V'N'^I'·M'^E'L'I'[SSE]/|E'T'MELIS'[SE],IIIVNMELISSIETMELISSE,,,,,,,
,14582,Dressel 20,Frankfurt am Main,,50.11552,8.684167,[IIIV]N^I'·ME'L'[ISSI]/[ET]MELISSE',IIIVNMELISSIETMELISSE?,,,,,,,
,14596,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|A·L·F·O|,ALFO,,,,,,,
,14602,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|A·L·F·Q|,ALFQ,,,,,,,
,14620,Dressel 20,Frankfurt am Main,,50.11552,8.684167,[G]M'M^F|,GMMF?,,,,,,,
,14623,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|GM·M·F'',GMMF,,,,,,,
,14633,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|QMR|,QMR,,,,,,,
,14634,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|QMR|,QMR,,,,,,,
,14648,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|MM'RO'| & |MMRC'|,MMRO? & MMRC?,,,,,,,
,14650,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|P·M·S|,PMS,,,,,,,
,14658,Dressel 20,Frankfurt am Main,,50.11552,8.684167,L'·MV^E|,LMVE,,,,,,,
,14658,Dressel 20,Frankfurt am Main,,50.11552,8.684167,L'·MV^E|,LMVE,,,,,,,
,14658,Dressel 20,Frankfurt am Main,,50.11552,8.684167,L'·MV^E|,LMVE,,,,,,,
,14660,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|L·M'·V''[E],LMVE?,,,,,,,
,14660,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|L·M'·V''[E],LMVE?,,,,,,,
,14660,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|L·M'·V''[E],LMVE?,,,,,,,
,14666,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|IIMINACRE^TCA^N|,IIMINACRETCAL,,,,,,,
,14678,Dressel 20,Frankfurt am Main,,50.11552,8.684167,P'·NN|,PNN,,,,,,,
,14678,Dressel 20,Frankfurt am Main,,50.11552,8.684167,P'·NN|,PNN,,,,,,,
,14678,Dressel 20,Frankfurt am Main,,50.11552,8.684167,P'·NN|,PNN,,,,,,,
,14678,Dressel 20,Frankfurt am Main,,50.11552,8.684167,P'·NN|,PNN,,,,,,,
,14687,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|PNNSH((sol et luna))|,PNNSH,,,,,,,
,14689,Dressel 20,Frankfurt am Main,,50.11552,8.684167,[PN]NVR|,PNNVR,,,,,,,
,14694,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|SNR|,SNR,,,,,,,
,14698,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|S·N·R|,SNR,,,,,,,
,14712,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|DOMS|,DOMS,,,,,,,
,14729,Dressel 20,Frankfurt am Main,,50.11552,8.684167,[D]OM|,DOM,,,,,,,
,14732,Dressel 20,Frankfurt am Main,,50.11552,8.684167,CO'RBEL,CORBEL,,,,,,,
,14732,Dressel 20,Frankfurt am Main,,50.11552,8.684167,CO'RBEL,CORBEL,,,,,,,
,14733,Dressel 20,Frankfurt am Main,,50.11552,8.684167,CORB[EL],CORBEL,,,,,,,
,14733,Dressel 20,Frankfurt am Main,,50.11552,8.684167,CORB[EL],CORBEL,,,,,,,
,14740,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|OnESIM|,ONESIM,,,,,,,
,14741,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|OPTAT'^IF|,OPTATIF,,,,,,,
,14743,Dressel 20,Frankfurt am Main,,50.11552,8.684167,O''P·T·AT''[I],OPTATI,,,,,,,
,14744,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|P((hedera))PAC|,PPAC,,,,,,,
,14751,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|A·P((amphora''))R| & |A·P·{C·}R|,APR & APCR,,,,,,,
,14752,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|A·P'·C*,APC...?,,,,,,,
,14763,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|CPMC|,CPMC,,,,,,,
,14775,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|Q·P·PRIX*,QPPRIX,,,,,,,
,14780,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|PATER·NI'|,PATERNI,,,,,,,
,14786,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|PO·PV·LI|,POPVLI,,,,,,,
,14786,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|PO·PV·LI|,POPVLI,,,,,,,
,14789,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|PQF & |P·Q·C+,PQF & PQC...,,,,,,,
,14792,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|AQFVA|,AQFVA,,,,,,,
,14796,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|L·Q·S·|,LQS,,,,,,,
,14802,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|L·Q·S|,LQS,,,,,,,
,14807,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|LQS|,LQS,,,,,,,
,14808,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|LQS|,LQS,,,,,,,
,14816,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|LQSK|,LQSK,,,,,,,
,14833,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|PRMCA'S'| & |PRMCER'|,PRMCAS & PRMCER,,,,,,,
,14834,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|RIV((crux))ESRM*,RIVESRM,,,,,,,
,14844,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|PORPS|,PORPS,,,,,,,
,14845,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|P'OR·PS|,PORPS,,,,,,,
,14851,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|LsAR|,LSAR,,,,,,,
,14858,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|C·S·O|,CSO,,,,,,,
,14907,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|SA^T^V^RNINI|,SATVRNINI,,,,,,,
,14910,Dressel 20,Frankfurt am Main,,50.11552,8.684167,[SAXO]F''E''RRI|,SAXOFERRI,,,,,,,
,14919,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|S'AX[FERREO],SAXOFERREO,,,,,,,
,14919,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|S'AX[FERREO],SAXOFERREO,,,,,,,
,14943,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|SVRVS'',SVRVS,,,,,,,
,27426,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|D*,D?,,,,,,,
,27427,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|TAAS^IA^T^I[C^I],TAASIATICI,,,,,,,
,27428,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|LCHE,LCHE,,,,,,,
,27429,Dressel 20,Frankfurt am Main,,50.11552,8.684167,[LIV]NIM/[ELIS]SIP|,LIVNIMELISSIP,,,,,,,
,27430,Dressel 20,Frankfurt am Main,,50.11552,8.684167,[S]F'·E|,SFE,,,,,,,
,27431,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|M''O'F''HA|,MOFHA?,,,,,,,
,27432,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|Q·M'C'A'L'I'A'|,QMCALIA?,,,,,,,
,27433,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|S'AXOF'ERRE'O|,SAXOFERREO,,,,,,,
,27433,Dressel 20,Frankfurt am Main,,50.11552,8.684167,|S'AXOF'ERRE'O|,SAXOFERREO,,,,,,,
,27434,Dressel 20,Frankfurt am Main,,50.11552,8.684167,*ARP'L''|,...ARPL…?,,,,,,,
,37006,Dressel 20,Frankfurt am Main,,50.11552,8.684167,"MSMACIRGI, sine imagine",MSMACIRGI,,,,,,,
,14728,Dressel 20,Freisen,,49.551744,7.249441,"DOMS, sine imagine",DOMS,,,,,,,
,13960,Dressel 20,Friedberg,,50.3249,8.7409,"SALS, sine imagine",SALS,,,,,,,
,14085,Dressel 20,Friedberg,,50.3249,8.7409,"ACIRG, sine imagine",ACIRG,,,,,,,
,14490,Dressel 20,Friedberg,,50.3249,8.7409,"QIMFN, sine imagine",QIMFN,,,,,,,
,14656,Dressel 20,Friedberg,,50.3249,8.7409,"PMV, sine imagine",PMV,,,,,,,
,14836,Dressel 20,Friedberg,,50.3249,8.7409,"RIVES, sine imagine",RIVES,,,,,,,
,14860,Dressel 20,Friedberg,,50.3249,8.7409,"CSP, sine imagine",CSP,,,,,,,
,14879,Dressel 20,Friedberg,,50.3249,8.7409,"QSASER, sine imagine",QSASER,,,,,,,
,14955,Dressel 20,Friedberg,,50.3249,8.7409,"LVC, sine imagine",LVC,,,,,,,
,14999,Dressel 20,Friedberg,,50.3249,8.7409,"VRSI, sine imagine",VRSI,,,,,,,
,14888,Dressel 20,Fürstenberg,,51.649739,6.473181,"CSEMPOL, sine imagine",CSEMPOL,,,,,,,
,27441,Dressel 20,Gernsheim,,49.753052,8.488592,[PA]N'^N^'R^VF|,PANNRVF,,,,,,,
,27442,Dressel 20,Gernsheim,,49.753052,8.488592,|AGRICOLA^E',AGRICOLAE,,,,,,,
,27443,Dressel 20,Gernsheim,,49.753052,8.488592,*CP·RIS|,...CPRIS?,,,,,,,
,27444,Dressel 20,Gernsheim,,49.753052,8.488592,|MSNA^R|,MSNAR,,,,,,,
,11995,Dressel 20,Gewänn,,50.792502,8.356601,L·M·F| & L·M·E| & L·M·C|,LMF & LME & LMC,,,,,,,
,1041,Dressel 20,Groß-Gerau,,49.921394,8.48255,|PNN|,PNN,,,,,,,
,1041,Dressel 20,Groß-Gerau,,49.921394,8.48255,|PNN|,PNN,,,,,,,
,1041,Dressel 20,Groß-Gerau,,49.921394,8.48255,|PNN|,PNN,,,,,,,
,1041,Dressel 20,Groß-Gerau,,49.921394,8.48255,|PNN|,PNN,,,,,,,
,1042,Dressel 20,Groß-Gerau,,49.921394,8.48255,|SCORO[BRES],SCOROBRES,,,,,,,
,1043,Dressel 20,Groß-Gerau,,49.921394,8.48255,QT'[----]*,QT…?,,,,,,,
,1046,Dressel 20,Groß-Gerau,,49.921394,8.48255,|AGRI{CO}LA^[E],AGRICOLAE,,,,,,,
,1048,Dressel 20,Groß-Gerau,,49.921394,8.48255,"PCHO, sine imagine",PCHO,,,,,,,
,11918,Dressel 20,Groß-Gerau,,49.921394,8.48255,|GNAEC|,GNAEC,,,,,,,
,11919,Dressel 20,Groß-Gerau,,49.921394,8.48255,|C·AN^TON·QV·I^E|,CANTONQVIE,,,,,,,
,11920,Dressel 20,Groß-Gerau,,49.921394,8.48255,|CA^N^TQVIET^I''|,CANQVIETI,,,,,,,
,11921,Dressel 20,Groß-Gerau,,49.921394,8.48255,|A^N^TON^I^N^IG|,ANTONINIG?,,,,,,,
,11922,Dressel 20,Groß-Gerau,,49.921394,8.48255,|TA·AS^IA^T^IC^IPC|,TAASIATICIPC,,,,,,,
,11923,Dressel 20,Groß-Gerau,,49.921394,8.48255,|Q·AN*,QAN...?,,,,,,,
,11924,Dressel 20,Groß-Gerau,,49.921394,8.48255,|QICIO*,QICIO...?,,,,,,,
,11925,Dressel 20,Groß-Gerau,,49.921394,8.48255,[Q]CCL|,QCCL,,,,,,,
,11926,Dressel 20,Groß-Gerau,,49.921394,8.48255,|L·C·F·P·CO|,LCFPCO,,,,,,,
,11927,Dressel 20,Groß-Gerau,,49.921394,8.48255,|SCLT|,SCLT,,,,,,,
,11928,Dressel 20,Groß-Gerau,,49.921394,8.48255,|CO'R*,COR...?,,,,,,,
,11929,Dressel 20,Groß-Gerau,,49.921394,8.48255,[H]ISPSA^EN'I((corona''))|,HISPSAENI,,,,,,,
,11930,Dressel 20,Groß-Gerau,,49.921394,8.48255,|L·F·O|,LFO,,,,,,,
,11931,Dressel 20,Groß-Gerau,,49.921394,8.48255,LF[C?]*,LFC...?,,,,,,,
,11932,Dressel 20,Groß-Gerau,,49.921394,8.48255,|L·GG|,LGG,,,,,,,
,11932,Dressel 20,Groß-Gerau,,49.921394,8.48255,|L·GG|,LGG,,,,,,,
,11933,Dressel 20,Groß-Gerau,,49.921394,8.48255,|ISC[A^L]LIF|,ISCALLIF,,,,,,,
,11934,Dressel 20,Groß-Gerau,,49.921394,8.48255,|IIIVNI[ME]L'I'S'S'[I]/ET[M]E''L'I'SS[E],IIIVNIMELISSEETMELISSE,,,,,,,
,11935,Dressel 20,Groß-Gerau,,49.921394,8.48255,|CM^ARSI^L^V|,CMARSILV,,,,,,,
,11936,Dressel 20,Groß-Gerau,,49.921394,8.48255,|S[M?]*,SM...?,,,,,,,
,11937,Dressel 20,Groß-Gerau,,49.921394,8.48255,|SN[R],SNR,,,,,,,
,11938,Dressel 20,Groß-Gerau,,49.921394,8.48255,P'VFA^VST^IN^I|,PVFAVSTINI,,,,,,,
,11939,Dressel 20,Groß-Gerau,,49.921394,8.48255,P·Q·H^EH^E|,PQHEHE,,,,,,,
,11940,Dressel 20,Groß-Gerau,,49.921394,8.48255,|POR+,POR...,,,,,,,
,11941,Dressel 20,Groß-Gerau,,49.921394,8.48255,|ROM^AN^I*,ROMANI,,,,,,,
,11942,Dressel 20,Groß-Gerau,,49.921394,8.48255,|SA^X·FER|,SAXFER,,,,,,,
,11943,Dressel 20,Groß-Gerau,,49.921394,8.48255,|L·S'^E'^R·LV^P'|,LSERLVP,,,,,,,
,11943,Dressel 20,Groß-Gerau,,49.921394,8.48255,|L·S'^E'^R·LV^P'|,LSERLVP,,,,,,,
,11944,Dressel 20,Groß-Gerau,,49.921394,8.48255,[Q·S·D,QSD,,,,,,,
,11945,Dressel 20,Groß-Gerau,,49.921394,8.48255,*P''C''F''&T''|,...PCE? & ...PCF?,,,,,,,
,11946,Dressel 20,Groß-Gerau,,49.921394,8.48255,DF[·]BAE',DFBAE,,,,,,,
,11947,Dressel 20,Groß-Gerau,,49.921394,8.48255,|QACO'*,QAGO…?,,,,,,,
,11948,Dressel 20,Groß-Gerau,,49.921394,8.48255,"O+, sine imagine",O...,,,,,,,
,11949,Dressel 20,Groß-Gerau,,49.921394,8.48255,|O+,O...,,,,,,,
,11950,Dressel 20,Groß-Gerau,,49.921394,8.48255,+P|,...P,,,,,,,
,11952,Dressel 20,Groß-Gerau,,49.921394,8.48255,+(-)TIC''I|,...TICI?,,,,,,,
,11953,Dressel 20,Groß-Gerau,,49.921394,8.48255,|R''I''+,RI...?,,,,,,,
,11955,Dressel 20,Groß-Gerau,,49.921394,8.48255,S''A'XOFE'[RREO],SAXOFERREO,,,,,,,
,11955,Dressel 20,Groß-Gerau,,49.921394,8.48255,S''A'XOFE'[RREO],SAXOFERREO,,,,,,,
,11960,Dressel 20,Groß-Gerau,,49.921394,8.48255,IVNIM*/[E]L'S''·SI*,IVNIMELISSI,,,,,,,
,11961,Dressel 20,Groß-Gerau,,49.921394,8.48255,[C·ST^E^RPA^V^L[LINI],CSTERPAVLLINI,,,,,,,
,11962,Dressel 20,Groß-Gerau,,49.921394,8.48255,[S]C'A^LENS^IA·A''CCI,SCALENSIAACCI,,,,,,,
,11963,Dressel 20,Groß-Gerau,,49.921394,8.48255,|CAN^TON^IQV'+,CANTONIQV...,,,,,,,
,11966,Dressel 20,Groß-Gerau,,49.921394,8.48255,A^POLLO''*,APOLLON,,,,,,,
,11967,Dressel 20,Groß-Gerau,,49.921394,8.48255,|CEN'+,CEN...,,,,,,,
,11970,Dressel 20,Groß-Gerau,,49.921394,8.48255,|SERM^AS'*,SERMAS...,,,,,,,
,27446,Dressel 20,Groß-Gerau,,49.921394,8.48255,[L]·F·O|,LFO,,,,,,,
,27447,Dressel 20,Groß-Gerau,,49.921394,8.48255,[CI]·R''EX[OF]ARR'|,CIREXOFARR,,,,,,,
,27448,Dressel 20,Groß-Gerau,,49.921394,8.48255,|L·Q[S],LQS,,,,,,,
,27449,Dressel 20,Groß-Gerau,,49.921394,8.48255,|IIIENNIORIVLIOR|,IIIENNIORIVLIOR,,,,,,,
,27450,Dressel 20,Groß-Gerau,,49.921394,8.48255,|IO''*,IO?,,,,,,,
,27451,Dressel 20,Groß-Gerau,,49.921394,8.48255,|V^RI^T^T^IEV|,VRITTIEV,,,,,,,
,27452,Dressel 20,Groß-Gerau,,49.921394,8.48255,|Q*,Q?,,,,,,,
,27453,Dressel 20,Groß-Gerau,,49.921394,8.48255,|L·MI·F[IR],LMIFIR,,,,,,,
,27454,Dressel 20,Groß-Gerau,,49.921394,8.48255,CXX,CXX {120},,,,,,,
,27454,Dressel 20,Groß-Gerau,,49.921394,8.48255,LLCVV[------],LLCVV…,,,,,,,
,14084,Dressel 20,Großkrotzenburg,,50.082227,8.980744,|ACIRG|,ACIRG,,,,,,,
,27494,Dressel 20,Großkrotzenburg,,50.082227,8.980744,|P·N·N|,PNN,,,,,,,
,27494,Dressel 20,Großkrotzenburg,,50.082227,8.980744,|P·N·N|,PNN,,,,,,,
,27494,Dressel 20,Großkrotzenburg,,50.082227,8.980744,|P·N·N|,PNN,,,,,,,
,27494,Dressel 20,Großkrotzenburg,,50.082227,8.980744,|P·N·N|,PNN,,,,,,,
,27494,Dressel 20,Großkrotzenburg,,50.082227,8.980744,|PNN|,PNN,,,,,,,
,27494,Dressel 20,Großkrotzenburg,,50.082227,8.980744,|PNN|,PNN,,,,,,,
,27494,Dressel 20,Großkrotzenburg,,50.082227,8.980744,|PNN|,PNN,,,,,,,
,27494,Dressel 20,Großkrotzenburg,,50.082227,8.980744,|PNN|,PNN,,,,,,,
,27495,Dressel 20,Großkrotzenburg,,50.082227,8.980744,|P·N·N·((hedera))|,PNN,,,,,,,
,27495,Dressel 20,Großkrotzenburg,,50.082227,8.980744,|P·N·N·((hedera))|,PNN,,,,,,,
,27495,Dressel 20,Großkrotzenburg,,50.082227,8.980744,|P·N·N·((hedera))|,PNN,,,,,,,
,27495,Dressel 20,Großkrotzenburg,,50.082227,8.980744,|P·N·N·((hedera))|,PNN,,,,,,,
,27497,Dressel 20,Großkrotzenburg,,50.082227,8.980744,|DOM[S],DOMS,,,,,,,
,11996,Dressel 20,Grosssachsen,,49.523805,8.657893,|PM·S|,PMS,,,,,,,
,14158,Dressel 20,Groß-Umstadt,,49.868993,8.932099,"PCHO, sine imagine",PCHO,,,,,,,
,8546,Dressel 20,Günzburg,,48.455989,10.276951,|Q·S^ER^V·B^RO^C·|,QSERVBROC,,,,,,,
,8547,Dressel 20,Günzburg,,48.455989,10.276951,|Q·C·C·|,QCC,,,,,,,
,8548,Dressel 20,Günzburg,,48.455989,10.276951,|M^LFCE'|,MLFCE?,,,,,,,
,8549,Dressel 20,Günzburg,,48.455989,10.276951,|GA+,GA...,,,,,,,
,8550,Dressel 20,Günzburg,,48.455989,10.276951,|PLORFSAEN|,PLORFSAEN,,,,,,,
,8551,Dressel 20,Günzburg,,48.455989,10.276951,|SA^EN^IANS|,SAENIANS,,,,,,,
,8552,Dressel 20,Günzburg,,48.455989,10.276951,|L·C·SOL|,LCSOL,,,,,,,
,8553,Dressel 20,Günzburg,,48.455989,10.276951,+LFIC|,...LFIC,,,,,,,
,8554,Dressel 20,Günzburg,,48.455989,10.276951,[P]LODICEL'I|,PCLODICELI,,,,,,,
,8555,Dressel 20,Günzburg,,48.455989,10.276951,|SAN^IA+,SANIA...,,,,,,,
,8556,Dressel 20,Günzburg,,48.455989,10.276951,|MIC'|,MIC?,,,,,,,
,8557,Dressel 20,Günzburg,,48.455989,10.276951,"CRVCVRO, sine imagine",CRVCVRO,,,,,,,
,8558,Dressel 20,Günzburg,,48.455989,10.276951,"DGC, sine imagine",DGC,,,,,,,
,8559,Dressel 20,Günzburg,,48.455989,10.276951,"DTSD & DTED, sine imagine",DTSD & DTED,,,,,,,
,8560,Dressel 20,Günzburg,,48.455989,10.276951,"QSR/BCO, sine imagine",QSRBCO?,,,,,,,
,8561,Dressel 20,Günzburg,,48.455989,10.276951,"LL+, sine imagine",LL?,,,,,,,
,32242,Dressel 20,Hainstadt,,49.539523,9.330391,|PNN+,PNN,,,,,,,
,32242,Dressel 20,Hainstadt,,49.539523,9.330391,|PNN+,PNN,,,,,,,
,32242,Dressel 20,Hainstadt,,49.539523,9.330391,|PNN+,PNN,,,,,,,
,32242,Dressel 20,Hainstadt,,49.539523,9.330391,|PNN+,PNN,,,,,,,
,14133,Dressel 20,Hanau,,50.134229,8.914176,|Q·C·C'',QCC,,,,,,,
,27505,Dressel 20,Hanau,,50.134229,8.914176,|LQS|,LQS,,,,,,,
,27506,Dressel 20,Hanau,,50.134229,8.914176,|L+,L…,,,,,,,
,27507,Dressel 20,Hanau,,50.134229,8.914176,|PA^N^R^VF|,PANRVF,,,,,,,
,27508,Dressel 20,Hanau,,50.134229,8.914176,|IIIENN^I·I^V^L((palma)),IIIENNIIVL((PALMA)),,,,,,,
,27523,Dressel 20,Hanau,,50.134229,8.914176,|A·S|,AS,,,,,,,
,27737,Dressel 20,Hedelbergen,,50.236768,8.862251,|DFN|,DFN,,,,,,,
,27737,Dressel 20,Hedelbergen,,50.236768,8.862251,|DFN|,DFN,,,,,,,
,27738,Dressel 20,Hedelbergen,,50.236768,8.862251,|CIA^LB|,CIALB,,,,,,,
,27739,Dressel 20,Hedelbergen,,50.236768,8.862251,|MP+,MP…,,,,,,,
,27740,Dressel 20,Hedelbergen,,50.236768,8.862251,Q'MR|,QMR,,,,,,,
,27741,Dressel 20,Hedelbergen,,50.236768,8.862251,|CAL'L'?|,CALL?,,,,,,,
,27742,Dressel 20,Hedelbergen,,50.236768,8.862251,|LA^E''[P]AE|,LAEPAE?,,,,,,,
,27743,Dressel 20,Hedelbergen,,50.236768,8.862251,|PCA^EH^ER,PCAEHER,,,,,,,
,27744,Dressel 20,Hedelbergen,,50.236768,8.862251,+F''|/+S|,…S,,,,,,,
,27745,Dressel 20,Hedelbergen,,50.236768,8.862251,|C·IA''^L''^BA^N^IC'',CIALBANIC,,,,,,,
,27747,Dressel 20,Hedelbergen,,50.236768,8.862251,|RVF^I{PO}|,RVFIPO,,,,,,,
,27748,Dressel 20,Hedelbergen,,50.236768,8.862251,"|QI''[M]|, bis impressum est",QIM?,,,,,,,
,27749,Dressel 20,Hedelbergen,,50.236768,8.862251,|PCLOD^IICELI|,PCLODIICELI,,,,,,,
,27750,Dressel 20,Hedelbergen,,50.236768,8.862251,|Q·I·M|,QIM,,,,,,,
,27751,Dressel 20,Hedelbergen,,50.236768,8.862251,|P''ANR^V''F|,PANRVF,,,,,,,
,27752,Dressel 20,Hedelbergen,,50.236768,8.862251,L'F'O|,LFO,,,,,,,
,27753,Dressel 20,Hedelbergen,,50.236768,8.862251,|APH|,APH,,,,,,,
,14453,Dressel 20,Hochscheid,,49.875158,7.217982,|GIAMMOI|,GIAMMOI,,,,,,,
,14092,Dressel 20,Hochtaunuskreis,,50.2406,8.5484,|FIGLIN·ACIRGI|/|M·S·MA'V'[RIA^N^I],FIGLINAACIRGIMSMAVRIANI,,,,,,,
,14318,Dressel 20,Hochtaunuskreis,,50.2406,8.5484,|LF'CFP|,LFCFP,,,,,,,
,27829,Dressel 20,Hochtaunuskreis,,50.2406,8.5484,|LFC[?]CAT'|,LFC…CAT?,,,,,,,
,27832,Dressel 20,Hochtaunuskreis,,50.2406,8.5484,|DF'N'|,DFN,,,,,,,
,27832,Dressel 20,Hochtaunuskreis,,50.2406,8.5484,|DF'N'|,DFN,,,,,,,
,13977,Dressel 20,Hofheim,,49.657495,8.413845,|M·A·R|,MAR,,,,,,,
