AreaTitle,AmphoraIdentifier,AmphoricTypeTitle,SimplifiedTranscription,FullTranscription,FindingPlaceLongitude,FindingPlaceLatitude,FindingPlaceTitle,ProductionPlaceTitle,ProductionPlaceLatitude,ProductionPlaceLongitude,CountryTitle,,,,
Friedberg,14955,Dressel 20,LVC,"LVC, sine imagine",8.7409,50.3249,Friedberg,,,,Germany,,,,
Friedberg,14999,Dressel 20,VRSI,"VRSI, sine imagine",8.7409,50.3249,Friedberg,El Tejarillo,37.61618,-5.644928,Germany,,,,
Fürstenberg,14888,Dressel 20,CSEMPOL,"CSEMPOL, sine imagine",6.473181,51.649739,Fürstenberg,,,,Germany,,,,
Gernsheim,27441,Dressel 20,PANNRVF,[PA]N'^N^'R^VF|,8.488592,49.753052,Gernsheim,La Catria,37.648779,-5.506146,Germany,,,,
Gernsheim,27442,Dressel 20,AGRICOLAE,|AGRICOLA^E',8.488592,49.753052,Gernsheim,Casa de Mingaobez,37.80185,-5.072722,Germany,,,,
Gernsheim,27443,Dressel 20,...CPRIS?,*CP·RIS|,8.488592,49.753052,Gernsheim,,,,Germany,,,,
Gernsheim,27444,Dressel 20,MSNAR,|MSNA^R|,8.488592,49.753052,Gernsheim,,,,Germany,,,,
Gewänn,11995,Dressel 20,LMF & LME & LMC,L·M·F| & L·M·E| & L·M·C|,8.356601,50.792502,"Häsenbühl, Gem. Geislingen",,,,Germany,,,,
Groß-Gerau,1041,Dressel 20,PNN,|PNN|,8.48255,49.921394,"Grab.1898, Auf Esch.",Alcolea del Río,37.615812,-5.668155,Germany,,,,
Groß-Gerau,1041,Dressel 20,PNN,|PNN|,8.48255,49.921394,"Grab.1898, Auf Esch.",Arva,37.623647,-5.604665,Germany,,,,
Groß-Gerau,1041,Dressel 20,PNN,|PNN|,8.48255,49.921394,"Grab.1898, Auf Esch.",El Tejarillo,37.61618,-5.644928,Germany,,,,
Groß-Gerau,1041,Dressel 20,PNN,|PNN|,8.48255,49.921394,"Grab.1898, Auf Esch.",Tostoneras,37.612696,-5.60742,Germany,,,,
Groß-Gerau,1042,Dressel 20,SCOROBRES,|SCORO[BRES],8.48255,49.921394,"Grabung 1898, Auf Esch.",La Estacada,37.650911,-5.543898,Germany,,,,
Groß-Gerau,1043,Dressel 20,QT…?,QT'[----]*,8.48255,49.921394,"Auf Esch, Schnitt 5, 10-15m.",,,,Germany,,,,
Groß-Gerau,1046,Dressel 20,AGRICOLAE,|AGRI{CO}LA^[E],8.48255,49.921394,"Darmstadt, Slg. Dr. Diehl. Grabung 1898",Casa de Mingaobez,37.80185,-5.072722,Germany,,,,
Groß-Gerau,1048,Dressel 20,PCHO,"PCHO, sine imagine",8.48255,49.921394,"Darmstadt, Grossherzogl. Mus.",La Graja,37.678539,-5.224417,Germany,,,,
Groß-Gerau,11918,Dressel 20,GNAEC,|GNAEC|,8.48255,49.921394,"Grab.1889-1992, Auf Esch, FZ 0775, Fläche 8, Bef. 338, Abschulss unter Pl. V, Holzkeller zu Bef. 334.",,,,Germany,,,,
Groß-Gerau,11919,Dressel 20,CANTONQVIE,|C·AN^TON·QV·I^E|,8.48255,49.921394,"Grab.1889-1992, Auf Esch, FZ 0316, Fläche 5, Bef. 226, unter Pl. II, Grube",Alcolea del Río,37.615812,-5.668155,Germany,,,,
Groß-Gerau,11920,Dressel 20,CANQVIETI,|CA^N^TQVIET^I''|,8.48255,49.921394,"Grab.1889-1992, Auf Esch, FZ 0395, Fläche 6, r116,7/h98,8, Abgraben auf Planum 2.",,,,Germany,,,,
Groß-Gerau,11921,Dressel 20,ANTONINIG?,|A^N^TON^I^N^IG|,8.48255,49.921394,"Grab.1889-1992, Auf Esch, FZ 0898, Fläche 19, Bef. 521, Abgraben zu Pl. IV, Wandgräbchen; Per. Iib/IIIa.",,,,Germany,,,,
Groß-Gerau,11922,Dressel 20,TAASIATICIPC,|TA·AS^IA^T^IC^IPC|,8.48255,49.921394,"Grab.1889-1992, Auf Esch, FZ 0656, Fläche 8, Abgraben auf Planum 2 (r112,50-119 m)",,,,Germany,,,,
Groß-Gerau,11923,Dressel 20,QAN...?,|Q·AN*,8.48255,49.921394,"Grab.1889-1992, Auf Esch, FZ 0882, Fläche 19, Abgraben auf Planum 3 (r100-109 m).",,,,Germany,,,,
Groß-Gerau,11924,Dressel 20,QICIO...?,|QICIO*,8.48255,49.921394,"Grab.1889.1992, Auf Esch, FZ 1813, Fläche 33, Bef. 1318, Abgraben zu Pl. II, Vorratsgrube",,,,Germany,,,,
Groß-Gerau,11925,Dressel 20,QCCL,[Q]CCL|,8.48255,49.921394,"Grab.1889-1992, Auf Esch, FZ 1806, Fläche 33, Bef. 1318/1352, Abgraben zu Pl. III, Kastengrube",Las Sesenta,37.66096,-5.413805,Germany,,,,
Groß-Gerau,11926,Dressel 20,LCFPCO,|L·C·F·P·CO|,8.48255,49.921394,"Grab.1889-1992, Auf Esch, FZ 0814, Fläche 19, Abgraben auf Planum 3 (128-138 m)",,,,Germany,,,,
Groß-Gerau,11927,Dressel 20,SCLT,|SCLT|,8.48255,49.921394,"Grab.1889-1992, Auf Esch, Fläche 9, Brunnen.",Malpica Sur,37.67842,-5.21428,Germany,,,,
Groß-Gerau,11928,Dressel 20,COR...?,|CO'R*,8.48255,49.921394,"Grab.1889-1992, Auf Esch, FZ 0273, o. FZ.",,,,Germany,,,,
Groß-Gerau,11929,Dressel 20,HISPSAENI,[H]ISPSA^EN'I((corona''))|,8.48255,49.921394,"Grab.1889-1992, Auf Esch, FZ 1936, Fläche 33, Bef. 1340, Abgraben zu Pl. III, Brunnen 35, Röhre und Baugrube.",huerta del río,37.660348,-5.507948,Germany,,,,
Groß-Gerau,11930,Dressel 20,LFO,|L·F·O|,8.48255,49.921394,"Grab.1889-1992, Auf Esch, FZ 0882, Fläche 19, Abgraben auf Planum 3 (r100-109 m)",Sevilla,37.389076,-5.984443,Germany,,,,
Groß-Gerau,11931,Dressel 20,LFC...?,LF[C?]*,8.48255,49.921394,"Auf Esch, FZ 1844, Grab.1889-1992. Fläche 33, Bef. 1340, unter Pl. III, Brunnen 33.",Alcotrista,37.614189,-5.115609,Germany,,,,
Groß-Gerau,11932,Dressel 20,LGG,|L·GG|,8.48255,49.921394,"Grab.1889-1992, Auf Esch, FZ 0588, Fläche 7, Bef. 342, Abgraben zu Pl. V, Traufgräbchen.",Arva,37.623647,-5.604665,Germany,,,,
Groß-Gerau,11932,Dressel 20,LGG,|L·GG|,8.48255,49.921394,"Grab.1889-1992, Auf Esch, FZ 0588, Fläche 7, Bef. 342, Abgraben zu Pl. V, Traufgräbchen.",Villar Tesoro,37.588861,-5.626636,Germany,,,,
Groß-Gerau,11933,Dressel 20,ISCALLIF,|ISC[A^L]LIF|,8.48255,49.921394,"Grab.1889-1992, Auf Esch, FZ 0267, o. FZ.",Villar de Brenes,37.536615,-5.900952,Germany,,,,
Groß-Gerau,11934,Dressel 20,IIIVNIMELISSEETMELISSE,|IIIVNI[ME]L'I'S'S'[I]/ET[M]E''L'I'SS[E],8.48255,49.921394,"Grab.1889-1992, Auf Esch, FZ 0207, Fläche 3, Bef. 136, Brunnenröhre, unter Pl. VI.",Itálica,37.441422,-6.044948,Germany,,,,
Groß-Gerau,11935,Dressel 20,CMARSILV,|CM^ARSI^L^V|,8.48255,49.921394,"Grab.1889-1992, Auf Esch, FZ 0096, Fläche 1, Bef. 81, Profilschnitt 38, Schicht 4, Grube.",El Temple,37.809123,-4.967047,Germany,,,,
Groß-Gerau,11936,Dressel 20,SM...?,|S[M?]*,8.48255,49.921394,"Auf Esch, FZ 0081, Grab.1889-1992, Fläche 1, Bef. 70, Holzkeller.",,,,Germany,,,,
Groß-Gerau,11937,Dressel 20,SNR,|SN[R],8.48255,49.921394,"Grab.1889-1992, Auf Esch, FZ 1369, Fläche 23, Abgraben auf Planum 3 (115,50-121,50)",La Catria,37.648779,-5.506146,Germany,,,,
Groß-Gerau,11938,Dressel 20,PVFAVSTINI,P'VFA^VST^IN^I|,8.48255,49.921394,"Grab.1889-1992, Auf Esch, FZ 1171, Fläche 21, r128-137,5m, Abgraben zu Pl. II.",,,,Germany,,,,
Groß-Gerau,11939,Dressel 20,PQHEHE,P·Q·H^EH^E|,8.48255,49.921394,"Grab.1889.1992, Auf. Esch, FZ 1472, Fläche 24, Bef. 845, Abgraben auf Planum 4.",La Catria,37.648779,-5.506146,Germany,,,,
Groß-Gerau,11940,Dressel 20,POR...,|POR+,8.48255,49.921394,"Grab.1889-1992, Auf Esch, FZ 1370, Fläche 23, Abgraben auf Planum 3 (r121,50-141m).",,,,Germany,,,,
Groß-Gerau,11941,Dressel 20,ROMANI,|ROM^AN^I*,8.48255,49.921394,"Grab.1889-1992, Auf Esch, FZ 0705, Fläche 8, Bef. 418, Afgraben zu Pl. IV, Spitzgraben zu Bef. 372.",,,,Germany,,,,
Groß-Gerau,11942,Dressel 20,SAXFER,|SA^X·FER|,8.48255,49.921394,"Grab.1889-1992, Auf Esch, FZ 0049, Fläche 1, Bef. 16/18, Abgraben zu Pl. III, Grube.",,,,Germany,,,,
Groß-Gerau,11943,Dressel 20,LSERLVP,|L·S'^E'^R·LV^P'|,8.48255,49.921394,"Grab.1889-1992, Auf Esch, FZ. 0943, Fläche 20, Abgraben auf Planum 2 (r117-127,5m)",La Catria,37.648779,-5.506146,Germany,,,,
Groß-Gerau,11943,Dressel 20,LSERLVP,|L·S'^E'^R·LV^P'|,8.48255,49.921394,"Grab.1889-1992, Auf Esch, FZ. 0943, Fläche 20, Abgraben auf Planum 2 (r117-127,5m)",Manuel Nieto,37.657511,-5.480342,Germany,,,,
Groß-Gerau,11944,Dressel 20,QSD,[Q·S·D,8.48255,49.921394,"Grab.1889-1992, Auf Esch, FZ 0696, Fläche 8, Def. 407, Abgraben zu Pl. III, Einfüllung.",,,,Germany,,,,
Groß-Gerau,11945,Dressel 20,...PCE? & ...PCF?,*P''C''F''&T''|,8.48255,49.921394,"Grab.1889-1992, Auf Esch, FZ 1168, Fläche 21, Abgraben auf Planum 3 (103,50-111 m).",,,,Germany,,,,
Groß-Gerau,11946,Dressel 20,DFBAE,DF[·]BAE',8.48255,49.921394,"Grab.1889-1992, Auf Esch, FZ 1347, Fläche 22, Bef. 765, Brunnenröhre 25.",,,,Germany,,,,
Groß-Gerau,11947,Dressel 20,QAGO…?,|QACO'*,8.48255,49.921394,"Grab.1889-1992. Auf Esch, FZ 1850, Fläche 33, Bef. 1350, Grube; Per. IIIb",,,,Germany,,,,
Groß-Gerau,11948,Dressel 20,O...,"O+, sine imagine",8.48255,49.921394,"Grab.1889-1992.Fläche 3, Keller",,,,Germany,,,,
Groß-Gerau,11949,Dressel 20,O...,|O+,8.48255,49.921394,"Grab.1889-1992, Auf Esch, FZ 1275, Fläche 21, Bef. 723, Baugrube zu Bef 722, Abgraben unter Planum 4.",,,,Germany,,,,
Groß-Gerau,11950,Dressel 20,...P,+P|,8.48255,49.921394,"Grab.1889-1992. Auf Esch, FZ 0431, Fläche 6, Abgraben auf Planum 3(r101/h97,50 m)",,,,Germany,,,,
Groß-Gerau,11952,Dressel 20,...TICI?,+(-)TIC''I|,8.48255,49.921394,"Grab.1889-1992.Fläche 7, Holzkeller",,,,Germany,,,,
Groß-Gerau,11953,Dressel 20,RI...?,|R''I''+,8.48255,49.921394,"Grab.1889-1992, Auf Esch, FZ 0893, Fläche 19, Abgraben auf Planum 3 (r138-141 m).",,,,Germany,,,,
Groß-Gerau,11955,Dressel 20,SAXOFERREO,S''A'XOFE'[RREO],8.48255,49.921394,"Grab.1889-1992. Auf Esch., FZ 1813, Fläche 33, Bef. 1318, Abgraben zu Pl. II, Vorratsgrube",Arva,37.623647,-5.604665,Germany,,,,
Groß-Gerau,11955,Dressel 20,SAXOFERREO,S''A'XOFE'[RREO],8.48255,49.921394,"Grab.1889-1992. Auf Esch., FZ 1813, Fläche 33, Bef. 1318, Abgraben zu Pl. II, Vorratsgrube",Huerta de Belén,37.720746,-5.292363,Germany,,,,
Groß-Gerau,11960,Dressel 20,IVNIMELISSI,IVNIM*/[E]L'S''·SI*,8.48255,49.921394,Grab.1984,Las Delicias,37.585951,-5.088429,Germany,,,,
Groß-Gerau,11961,Dressel 20,CSTERPAVLLINI,[C·ST^E^RPA^V^L[LINI],8.48255,49.921394,Grab.1985,Las Sesenta,37.66096,-5.413805,Germany,,,,
Groß-Gerau,11962,Dressel 20,SCALENSIAACCI,[S]C'A^LENS^IA·A''CCI,8.48255,49.921394,"Auf Esch (TK 6016; r 62600/h 29620), November 1992",Cerro de los Pesebres,37.752937,-5.211861,Germany,,,,
Groß-Gerau,11963,Dressel 20,CANTONIQV...,|CAN^TON^IQV'+,8.48255,49.921394,"Auf Esch, Lesefund vicus 1992",Alcolea del Río,37.615812,-5.668155,Germany,,,,
Groß-Gerau,11966,Dressel 20,APOLLON,A^POLLO''*,8.48255,49.921394,"Grab.1898, Auf Esch.",Cerro de los Pesebres,37.752937,-5.211861,Germany,,,,
Groß-Gerau,11967,Dressel 20,CEN...,|CEN'+,8.48255,49.921394,"Grab.1898, Auf Esch.",,,,Germany,,,,
Groß-Gerau,11970,Dressel 20,SERMAS...,|SERM^AS'*,8.48255,49.921394,"Grab.1898, Auf Esch.",,,,Germany,,,,
Groß-Gerau,27446,Dressel 20,LFO,[L]·F·O|,8.48255,49.921394,"Auf Esch, FZ 1866, Fl. 33",Sevilla,37.389076,-5.984443,Germany,,,,
Groß-Gerau,27447,Dressel 20,CIREXOFARR,[CI]·R''EX[OF]ARR'|,8.48255,49.921394,"Auf Esch, FZ 0738, Fl. 8, Bef. 411, Abgraben zu Pl. V, Gräbchen.",,,,Germany,,,,
Groß-Gerau,27448,Dressel 20,LQS,|L·Q[S],8.48255,49.921394,Auf Esch,Alcolea del Río,37.615812,-5.668155,Germany,,,,
Groß-Gerau,27449,Dressel 20,IIIENNIORIVLIOR,|IIIENNIORIVLIOR|,8.48255,49.921394,Auf Esch.,,,,Germany,,,,
Groß-Gerau,27450,Dressel 20,IO?,|IO''*,8.48255,49.921394,"Auf Esch, FZ 1445, Fl. 23-25, Bef. 813, Steinkeller.",,,,Germany,,,,
Groß-Gerau,27451,Dressel 20,VRITTIEV,|V^RI^T^T^IEV|,8.48255,49.921394,"Auf Esch, FZ 24317, Fl.57, Abraum",,,,Germany,,,,
Groß-Gerau,27452,Dressel 20,Q?,|Q*,8.48255,49.921394,"Auf Esch, FZ 0173, Fl. 3, Bef. 170, unter Pl. V, Brunnen.",,,,Germany,,,,
Groß-Gerau,27453,Dressel 20,LMIFIR,|L·MI·F[IR],8.48255,49.921394,Auf Esch.,,,,Germany,,,,
Groß-Gerau,27454,Dressel 20,CXX {120},CXX,8.48255,49.921394,"Auf Esch, FZ 0778, Fl.9, r 101-108m, Abgraben zu Pl. II.",,,,Germany,,,,
Groß-Gerau,27454,Dressel 20,LLCVV…,LLCVV[------],8.48255,49.921394,"Auf Esch, FZ 0778, Fl.9, r 101-108m, Abgraben zu Pl. II.",,,,Germany,,,,
Großkrotzenburg,14084,Dressel 20,ACIRG,|ACIRG|,8.980744,50.082227,römischer Bauschutt außerhalb des Lagers,La Catria,37.648779,-5.506146,Germany,,,,
Großkrotzenburg,27494,Dressel 20,PNN,|P·N·N|,8.980744,50.082227,Großkrotzenburg,Alcolea del Río,37.615812,-5.668155,Germany,,,,
Großkrotzenburg,27494,Dressel 20,PNN,|P·N·N|,8.980744,50.082227,Großkrotzenburg,Arva,37.623647,-5.604665,Germany,,,,
Großkrotzenburg,27494,Dressel 20,PNN,|P·N·N|,8.980744,50.082227,Großkrotzenburg,El Tejarillo,37.61618,-5.644928,Germany,,,,
Großkrotzenburg,27494,Dressel 20,PNN,|P·N·N|,8.980744,50.082227,Großkrotzenburg,Tostoneras,37.612696,-5.60742,Germany,,,,
Großkrotzenburg,27494,Dressel 20,PNN,|PNN|,8.980744,50.082227,Großkrotzenburg,Alcolea del Río,37.615812,-5.668155,Germany,,,,
Großkrotzenburg,27494,Dressel 20,PNN,|PNN|,8.980744,50.082227,Großkrotzenburg,Arva,37.623647,-5.604665,Germany,,,,
Großkrotzenburg,27494,Dressel 20,PNN,|PNN|,8.980744,50.082227,Großkrotzenburg,El Tejarillo,37.61618,-5.644928,Germany,,,,
Großkrotzenburg,27494,Dressel 20,PNN,|PNN|,8.980744,50.082227,Großkrotzenburg,Tostoneras,37.612696,-5.60742,Germany,,,,
Großkrotzenburg,27495,Dressel 20,PNN,|P·N·N·((hedera))|,8.980744,50.082227,Großkrotzenburg,Alcolea del Río,37.615812,-5.668155,Germany,,,,
Großkrotzenburg,27495,Dressel 20,PNN,|P·N·N·((hedera))|,8.980744,50.082227,Großkrotzenburg,Arva,37.623647,-5.604665,Germany,,,,
Großkrotzenburg,27495,Dressel 20,PNN,|P·N·N·((hedera))|,8.980744,50.082227,Großkrotzenburg,El Tejarillo,37.61618,-5.644928,Germany,,,,
Großkrotzenburg,27495,Dressel 20,PNN,|P·N·N·((hedera))|,8.980744,50.082227,Großkrotzenburg,Tostoneras,37.612696,-5.60742,Germany,,,,
Großkrotzenburg,27497,Dressel 20,DOMS,|DOM[S],8.980744,50.082227,Großkrotzenburg,Alcolea del Río,37.615812,-5.668155,Germany,,,,
Grosssachsen,11996,Dressel 20,PMS,|PM·S|,8.657893,49.523805,"Villa rustica Mauerräcker, Grab.1986. Fischen Auffüllschicht (analog Profilschicht 16=Bef.-Nr.570)",,,,Germany,,,,
Groß-Umstadt,14158,Dressel 20,PCHO,"PCHO, sine imagine",8.932099,49.868993,Groß-Umstadt,La Graja,37.678539,-5.224417,Germany,,,,
Günzburg,8546,Dressel 20,QSERVBROC,|Q·S^ER^V·B^RO^C·|,10.276951,48.455989,Fl. 803,Las Sesenta,37.66096,-5.413805,Germany,,,,
Günzburg,8547,Dressel 20,QCC,|Q·C·C·|,10.276951,48.455989,Rembold 1918,Las Sesenta,37.66096,-5.413805,Germany,,,,
Günzburg,8548,Dressel 20,MLFCE?,|M^LFCE'|,10.276951,48.455989,St. Martin,,,,Germany,,,,
Günzburg,8549,Dressel 20,GA...,|GA+,10.276951,48.455989,Mengele Garten 1905,,,,Germany,,,,
Günzburg,8550,Dressel 20,PLORFSAEN,|PLORFSAEN|,10.276951,48.455989,Fl. 803,,,,Germany,,,,
Günzburg,8551,Dressel 20,SAENIANS,|SA^EN^IANS|,10.276951,48.455989,"Städt. Friedhof, östl. Leichenhalle 1971",huerta del río,37.660348,-5.507948,Germany,,,,
Günzburg,8552,Dressel 20,LCSOL,|L·C·SOL|,10.276951,48.455989,Günzburg,La Catria Alta,37.647033,-5.499099,Germany,,,,
Günzburg,8553,Dressel 20,...LFIC,+LFIC|,10.276951,48.455989,M. Schmid 1921,,,,Germany,,,,
Günzburg,8554,Dressel 20,PCLODICELI,[P]LODICEL'I|,10.276951,48.455989,"Krappenzipfel 4, Grabung 1949",Arva,37.623647,-5.604665,Germany,,,,
Günzburg,8555,Dressel 20,SANIA...,|SAN^IA+,10.276951,48.455989,Krappenzipfel 10-24,,,,Germany,,,,
Günzburg,8556,Dressel 20,MIC?,|MIC'|,10.276951,48.455989,Krappenzipfel,,,,Germany,,,,
Günzburg,8557,Dressel 20,CRVCVRO,"CRVCVRO, sine imagine",10.276951,48.455989,Rembold-Garten,,,,Germany,,,,
Günzburg,8558,Dressel 20,DGC,"DGC, sine imagine",10.276951,48.455989,Rembold-Garten,,,,Germany,,,,
Günzburg,8559,Dressel 20,DTSD & DTED,"DTSD & DTED, sine imagine",10.276951,48.455989,Fl. 802,,,,Germany,,,,
Günzburg,8560,Dressel 20,QSRBCO?,"QSR/BCO, sine imagine",10.276951,48.455989,Fl. 803?,,,,Germany,,,,
Günzburg,8561,Dressel 20,LL?,"LL+, sine imagine",10.276951,48.455989,Günzburg,,,,Germany,,,,
Hainstadt,32242,Dressel 20,PNN,|PNN+,9.330391,49.539523,Hainstadt,Alcolea del Río,37.615812,-5.668155,Germany,,,,
Hainstadt,32242,Dressel 20,PNN,|PNN+,9.330391,49.539523,Hainstadt,Arva,37.623647,-5.604665,Germany,,,,
Hainstadt,32242,Dressel 20,PNN,|PNN+,9.330391,49.539523,Hainstadt,El Tejarillo,37.61618,-5.644928,Germany,,,,
Hainstadt,32242,Dressel 20,PNN,|PNN+,9.330391,49.539523,Hainstadt,Tostoneras,37.612696,-5.60742,Germany,,,,
Hanau,14133,Dressel 20,QCC,|Q·C·C'',8.914176,50.134229,1885,Las Sesenta,37.66096,-5.413805,Germany,,,,
Hanau,27505,Dressel 20,LQS,|LQS|,8.914176,50.134229,Hanau-Salisberg,Alcolea del Río,37.615812,-5.668155,Germany,,,,
Hanau,27506,Dressel 20,L…,|L+,8.914176,50.134229,Hanau-Salisberg,,,,Germany,,,,
Hanau,27507,Dressel 20,PANRVF,|PA^N^R^VF|,8.914176,50.134229,Hanau-Salisberg,La Catria,37.648779,-5.506146,Germany,,,,
Hanau,27508,Dressel 20,IIIENNIIVL((PALMA)),|IIIENN^I·I^V^L((palma)),8.914176,50.134229,Hanau-Salisberg,huerta del río,37.660348,-5.507948,Germany,,,,
Hanau,27523,Dressel 20,AS,|A·S|,8.914176,50.134229,Hanau-Salisberg,,,,Germany,,,,
Hedelbergen,27737,Dressel 20,DFN,|DFN|,8.862251,50.236768,Hedelbergen,Arva,37.623647,-5.604665,Germany,,,,
Hedelbergen,27737,Dressel 20,DFN,|DFN|,8.862251,50.236768,Hedelbergen,El Tejarillo,37.61618,-5.644928,Germany,,,,
Hedelbergen,27738,Dressel 20,CIALB,|CIA^LB|,8.862251,50.236768,"Fl. 53, Oberfläche bis Pl. 1.",Malpica,37.671559,-5.20847,Germany,,,,
Hedelbergen,27739,Dressel 20,MP…,|MP+,8.862251,50.236768,"Fl. 22, Grube 17A, Osthälfte, 2. Abstich unter Pl. 2.",,,,Germany,,,,
Hedelbergen,27740,Dressel 20,QMR,Q'MR|,8.862251,50.236768,Streuefunde.,,,,Germany,,,,
Hedelbergen,27741,Dressel 20,CALL?,|CAL'L'?|,8.862251,50.236768,"Fl. 20, 2. Abstich",,,,Germany,,,,
Hedelbergen,27742,Dressel 20,LAEPAE?,|LA^E''[P]AE|,8.862251,50.236768,"Fl. 50, Windecker Strasse, Nordseite, Mauer 1/2",La Catria,37.648779,-5.506146,Germany,,,,
Hedelbergen,27743,Dressel 20,PCAEHER,|PCA^EH^ER,8.862251,50.236768,Steuefunde,La Mallena,37.667482,-5.472436,Germany,,,,
Hedelbergen,27744,Dressel 20,…S,+F''|/+S|,8.862251,50.236768,"Fl. 17, Grube 6, Südhälfte, 4. Abstich unter Pl. 1",,,,Germany,,,,
Hedelbergen,27745,Dressel 20,CIALBANIC,|C·IA''^L''^BA^N^IC'',8.862251,50.236768,Hedelbergen,Malpica,37.671559,-5.20847,Germany,,,,
Hedelbergen,27747,Dressel 20,RVFIPO,|RVF^I{PO}|,8.862251,50.236768,Hedelbergen,La Catria,37.648779,-5.506146,Germany,,,,
Hedelbergen,27748,Dressel 20,QIM?,"|QI''[M]|, bis impressum est",8.862251,50.236768,"Fl. 2, 3. Abstich",,,,Germany,,,,
Hedelbergen,27749,Dressel 20,PCLODIICELI,|PCLOD^IICELI|,8.862251,50.236768,Hedelbergen,Arva,37.623647,-5.604665,Germany,,,,
Hedelbergen,27750,Dressel 20,QIM,|Q·I·M|,8.862251,50.236768,Hedelbergen,,,,Germany,,,,
Hedelbergen,27751,Dressel 20,PANRVF,|P''ANR^V''F|,8.862251,50.236768,Hedelbergen,La Catria,37.648779,-5.506146,Germany,,,,
Hedelbergen,27752,Dressel 20,LFO,L'F'O|,8.862251,50.236768,Hedelbergen,Sevilla,37.389076,-5.984443,Germany,,,,
Hedelbergen,27753,Dressel 20,APH,|APH|,8.862251,50.236768,"Fl. 24, 3. Abstich unter Querstrasse",El Marchante,37.630921,-5.452824,Germany,,,,
Hochscheid,14453,Dressel 20,GIAMMOI,|GIAMMOI|,7.217982,49.875158,Pilgerheiligtum des Apollo und der Sirona,,,,Germany,,,,
Hochtaunuskreis,14092,Dressel 20,FIGLINAACIRGIMSMAVRIANI,|FIGLIN·ACIRGI|/|M·S·MA'V'[RIA^N^I],8.5484,50.2406,Kastell Feldberg,,,,Germany,,,,
Hochtaunuskreis,14318,Dressel 20,LFCFP,|LF'CFP|,8.5484,50.2406,Kastell Feldberg,Las Monjas,37.697099,-5.262004,Germany,,,,
Hochtaunuskreis,27829,Dressel 20,LFC…CAT?,|LFC[?]CAT'|,8.5484,50.2406,Kastell Feldberg,,,,Germany,,,,
Hochtaunuskreis,27832,Dressel 20,DFN,|DF'N'|,8.5484,50.2406,Kastell Feldberg,Arva,37.623647,-5.604665,Germany,,,,
Hochtaunuskreis,27832,Dressel 20,DFN,|DF'N'|,8.5484,50.2406,Kastell Feldberg,El Tejarillo,37.61618,-5.644928,Germany,,,,
Hofheim,13977,Dressel 20,MAR,|M·A·R|,8.413845,49.657495,Erdlager,Azanaque-Castillejo,37.617631,-5.556263,Germany,,,,
Hofheim,14211,Dressel 20,LCSOL,|L·CSOL,8.413845,49.657495,10/11/04,La Catria Alta,37.647033,-5.499099,Germany,,,,
Hofheim,14472,Dressel 20,MIM,M'IM|,8.413845,49.657495,"1906, Herbst",La Catria,37.648779,-5.506146,Germany,,,,
Hofheim,14472,Dressel 20,MIM,M'IM|,8.413845,49.657495,"1906, Herbst",Peñaflor,37.70557,-5.348518,Germany,,,,
Hofheim,14473,Dressel 20,MIM,|MIM|,8.413845,49.657495,Lager,La Catria,37.648779,-5.506146,Germany,,,,
Hofheim,14473,Dressel 20,MIM,|MIM|,8.413845,49.657495,Lager,Peñaflor,37.70557,-5.348518,Germany,,,,
Hofheim,20581,Dressel 20,MAR,|M·A·R|,8.413845,49.657495,"Grube 2, 11.12.1903",Azanaque-Castillejo,37.617631,-5.556263,Germany,,,,
Hofheim,27789,Dressel 20,CSEMPOL,|C·SEMPOL|,8.413845,49.657495,Erdlager,,,,Germany,,,,
Hofheim,27790,Dressel 20,LQS,|LQS,8.413845,49.657495,Erdlager,Alcolea del Río,37.615812,-5.668155,Germany,,,,
Hofheim,27791,Dressel 20,…OP,*OP|,8.413845,49.657495,Erdlager,,,,Germany,,,,
Hofheim,27792,Dressel 20,HIS,|HIS|,8.413845,49.657495,Erdlager,,,,Germany,,,,
Hofheim,27797,Dressel 20,QCR,|QCR|,8.413845,49.657495,"Fl. 57, Fd.-Nr. 726.",Sevilla,37.389076,-5.984443,Germany,,,,
Hofheim,27798,Dressel 20,CANTONIQVIETI,|C·AN^TON^I·QV^I'E'T''I|,8.413845,49.657495,"Fl. 57, Fd.-Nr. 726.",Alcolea del Río,37.615812,-5.668155,Germany,,,,
Hofheim,27799,Dressel 20,LCFO,|LC·FO|,8.413845,49.657495,70er Jahre,,,,Germany,,,,
Hofheim,27800,Dressel 20,ACIC,|A'·C·I·C|,8.413845,49.657495,"Fl. 50 V, Gr. B, Fd.-Nr. 195, 2.9.1981",,,,Germany,,,,
Hofheim,27804,Dressel 20,MANNISATVRNINI,MAN'[NISATVRNINI],8.413845,49.657495,Vicus,Casa del Encinarejo Bajo,37.781637,-5.183766,Germany,,,,
Hofheim,27805,Dressel 20,FSFAQVA,|F·S·FAQVA|,8.413845,49.657495,Vicus,Huerta de Belén,37.720746,-5.292363,Germany,,,,
Hofheim,27806,Dressel 20,PMSA,|PMSA|,8.413845,49.657495,"Fl. 1, Q 1, Pl. 8-9, Bef. 46, Fd.-Nr. 748, 13.1.1991",,,,Germany,,,,
Hofheim,27807,Dressel 20,P…,P[-]+,8.413845,49.657495,Gr. 47,,,,Germany,,,,
Hofheim,27808,Dressel 20,MIM,|MIM|,8.413845,49.657495,Vicus,La Catria,37.648779,-5.506146,Germany,,,,
