AreaTitle,AmphoraIdentifier,AmphoricTypeTitle,SimplifiedTranscription,FullTranscription,FindingPlaceLongitude,FindingPlaceLatitude,FindingPlaceTitle,ProductionPlaceTitle,ProductionPlaceLatitude,ProductionPlaceLongitude,CountryTitle,,,,
Mainz,14570,Dressel 20,IIIVNMELISSIETMELISSE,|IIIVN^IM^ELISSI/|E'TMELISSE|,8.279096,49.984188,am alten Stadthaus,Las Delicias,37.585951,-5.088429,Germany,,,,
Mainz,14579,Dressel 20,IIIVNMELISSIETMELISSE,|IIIVN^IM^ELISSI|/|ETMELISSE((hedera))|,8.279096,49.984188,beim Wiesbadener Tor,Las Delicias,37.585951,-5.088429,Germany,,,,
Mainz,14592,Dressel 20,IIIVNMELISSIETMELISSE,|I'I'I'VN^IME'LISSI'|/|E'T'ME'LIS'S'E'|,8.279096,49.984188,"entre Münster y Walpodenstrasse, Erweiterungsbau der Firma Henkell",Las Delicias,37.585951,-5.088429,Germany,,,,
Mainz,14599,Dressel 20,ALFO,|AL·FO|,8.279096,49.984188,Gautor,La Catria,37.648779,-5.506146,Germany,,,,
Mainz,14603,Dressel 20,ALFO,"ALFO, sine imagine",8.279096,49.984188,Mainz,La Catria,37.648779,-5.506146,Germany,,,,
Mainz,14605,Dressel 20,AELFO,|AELFO|,8.279096,49.984188,Mainz,La Catria,37.648779,-5.506146,Germany,,,,
Mainz,14616,Dressel 20,GMMF,|G·M·M·F|,8.279096,49.984188,Mainz,Azanaque-Castillejo,37.617631,-5.556263,Germany,,,,
Mainz,14629,Dressel 20,PMOCVFIGEDO,|PMOCV|/FIGEDO|,8.279096,49.984188,Brunnen 1,La Corregidora,37.772275,-5.162394,Germany,,,,
Mainz,14661,Dressel 20,LMVE,|L'·M·V^E',8.279096,49.984188,Universitätsklinik,Alcolea del Río,37.615812,-5.668155,Germany,,,,
Mainz,14661,Dressel 20,LMVE,|L'·M·V^E',8.279096,49.984188,Universitätsklinik,Mejía,37.605064,-5.619801,Germany,,,,
Mainz,14661,Dressel 20,LMVE,|L'·M·V^E',8.279096,49.984188,Universitätsklinik,Villar Tesoro,37.588861,-5.626636,Germany,,,,
Mainz,14663,Dressel 20,PMANISVP,|PM^AN^ISV[P],8.279096,49.984188,"Radweg, Schnitt V",,,,Germany,,,,
Mainz,14697,Dressel 20,SNR,|SNR|,8.279096,49.984188,Weisenau,La Catria,37.648779,-5.506146,Germany,,,,
Mainz,14703,Dressel 20,SNR,|SNR|,8.279096,49.984188,Mainz,La Catria,37.648779,-5.506146,Germany,,,,
Mainz,14730,Dressel 20,CONSFC,|CONSFC',8.279096,49.984188,Mainz,Azanaque-Castillejo,37.617631,-5.556263,Germany,,,,
Mainz,14730,Dressel 20,CONSFC,|CONSFC',8.279096,49.984188,Mainz,Castillo de Azanaque,37.617172,-5.565544,Germany,,,,
Mainz,14736,Dressel 20,POROCODV (BOROCODV),[POR]OCODV|,8.279096,49.984188,Mainz,La Catria,37.648779,-5.506146,Germany,,,,
Mainz,14748,Dressel 20,APC (APG),|A·P·G|,8.279096,49.984188,Gautor,,,,Germany,,,,
Mainz,14760,Dressel 20,APM,"APM, sine imagine",8.279096,49.984188,Friedberg,El Marchante,37.630921,-5.452824,Germany,,,,
Mainz,14784,Dressel 20,PONTICI,"PONTICI, sine imagine",8.279096,49.984188,Bereich der neuen Wäscherei,,,,Germany,,,,
Mainz,14785,Dressel 20,PONTICI,[PONTICI],8.279096,49.984188,Weisenauer Steinbruch,,,,Germany,,,,
Mainz,14787,Dressel 20,POPVLI,"POPVLI, sine imagine",8.279096,49.984188,südwestlich der neuen Chirugie,La Catria,37.648779,-5.506146,Germany,,,,
Mainz,14787,Dressel 20,POPVLI,"POPVLI, sine imagine",8.279096,49.984188,südwestlich der neuen Chirugie,Los Guerras,37.657511,-5.48778,Germany,,,,
Mainz,14791,Dressel 20,AQFVA,[A]Q'F'V'A',8.279096,49.984188,bei Brunnen 2,,,,Germany,,,,
Mainz,14799,Dressel 20,LQS,|L·Q·S|,8.279096,49.984188,Universitätsklinik,Alcolea del Río,37.615812,-5.668155,Germany,,,,
Mainz,14809,Dressel 20,LQS,|LQS|,8.279096,49.984188,"Elisabethenstrasse, Steinerne Strasse",Alcolea del Río,37.615812,-5.668155,Germany,,,,
Mainz,14814,Dressel 20,LQS,|L·Q·S·|,8.279096,49.984188,Gautor,Alcolea del Río,37.615812,-5.668155,Germany,,,,
Mainz,14822,Dressel 20,LQS,|LQ·S|,8.279096,49.984188,Kastell,Alcolea del Río,37.615812,-5.668155,Germany,,,,
Mainz,14831,Dressel 20,PRI,|PRI|,8.279096,49.984188,Mainz,Itálica,37.441422,-6.044948,Germany,,,,
Mainz,14840,Dressel 20,ROMANI (ROMNI),|ROM^AN^I|,8.279096,49.984188,Münsterstrasse,,,,Germany,,,,
Mainz,14841,Dressel 20,RVFIPO,|RVFP~O|,8.279096,49.984188,Baugrube des neuen Hörsaales,La Catria,37.648779,-5.506146,Germany,,,,
Mainz,14846,Dressel 20,PORPS,[P]OR·P·S],8.279096,49.984188,Bodenheimer Schuttkippe,La Catria,37.648779,-5.506146,Germany,,,,
Mainz,14849,Dressel 20,PORPSA,|PO'R·P·S·A*,8.279096,49.984188,Mainz,La Catria,37.648779,-5.506146,Germany,,,,
Mainz,14852,Dressel 20,PSAVITI,|P·S·AVI[TI],8.279096,49.984188,Achnitt der Strasse II,Sevilla,37.389076,-5.984443,Germany,,,,
Mainz,14852,Dressel 20,SVAVI,|SV^AVI|,8.279096,49.984188,Achnitt der Strasse II,Sevilla,37.389076,-5.984443,Germany,,,,
Mainz,14854,Dressel 20,LSLVPI,|L·S·LVPI|,8.279096,49.984188,Mainz,La María,37.674854,-5.451432,Germany,,,,
Mainz,14862,Dressel 20,LSPBO,|LSP·BO|,8.279096,49.984188,Mainz,Juan Barba,37.585268,-5.64988,Germany,,,,
Mainz,14871,Dressel 20,QSP,|QSP((palma))|,8.279096,49.984188,Pav.20,,,,Germany,,,,
Mainz,14878,Dressel 20,QSASER,QSASER,8.279096,49.984188,Mainz,,,,Germany,,,,
Mainz,14880,Dressel 20,CSEANT,|CSEA^N^T|,8.279096,49.984188,a.1966,,,,Germany,,,,
Mainz,14883,Dressel 20,QSEPSA?,|QS'E'P'·SA|,8.279096,49.984188,Spital,,,,Germany,,,,
Mainz,14886,Dressel 20,CSEMPOLYCLITI,C·SEMPO<LYCLI[TI],8.279096,49.984188,Göttelmannstrasse,,,,Germany,,,,
Mainz,14890,Dressel 20,SER,|SER|,8.279096,49.984188,Universitätsklinik,,,,Germany,,,,
Mainz,14895,Dressel 20,LSTRLVCANI,|L·ST^R·LVC^A^N^I|,8.279096,49.984188,Weisenau,,,,Germany,,,,
Mainz,14902,Dressel 20,SAENIAMVS,|SA^E^N^IA^M^VS|,8.279096,49.984188,bei Pav.20,,,,Germany,,,,
Mainz,14906,Dressel 20,OPTSAENI,|OPT·S'A'EN^I|,8.279096,49.984188,bei Pav.21,,,,Germany,,,,
Mainz,14909,Dressel 20,SATVRNINI,|SA^T^V^RN[INI],8.279096,49.984188,Proviantamt,,,,Germany,,,,
Mainz,14911,Dressel 20,SAXOFERRI,|SAXOF'E'[RRI],8.279096,49.984188,Mainz,,,,Germany,,,,
Mainz,14918,Dressel 20,SAXOFER,|[S]AXOFER|,8.279096,49.984188,Gautorplatz,,,,Germany,,,,
Mainz,14923,Dressel 20,SCALENSIAGEME,|SCA^L~ENS^IAG^EM^E|,8.279096,49.984188,Proviantamt,Cerro de los Pesebres,37.752937,-5.211861,Germany,,,,
Mainz,14924,Dressel 20,SCALESIACRE,|SC{A^LE}NS^IACRE|,8.279096,49.984188,"bei der neuen Chirurgie, Grube VI",Cerro de los Pesebres,37.752937,-5.211861,Germany,,,,
Mainz,14930,Dressel 20,SCALFES,*SCA^LFES|,8.279096,49.984188,Legionslager,Cerro de los Pesebres,37.752937,-5.211861,Germany,,,,
Mainz,14934,Dressel 20,FSCIMNIANO,|FSCIM|/|NIANO|,8.279096,49.984188,Mainz,Las Delicias,37.585951,-5.088429,Germany,,,,
Mainz,14935,Dressel 20,FSCIMNIANO,F'SCIM|/|NIANO|,8.279096,49.984188,Mainz,Las Delicias,37.585951,-5.088429,Germany,,,,
Mainz,14936,Dressel 20,FSCIMNIANO,"FSCIMNIANO, sine imagine",8.279096,49.984188,Kastell Niederbieber,Las Delicias,37.585951,-5.088429,Germany,,,,
Mainz,14938,Dressel 20,FSCIMNIANO,F'SC'IM'|/N'IANO'|,8.279096,49.984188,"zwischen Münsterstrasse und Walpodenstrasse, Erweiterungsbau der Familie Henkell",Las Delicias,37.585951,-5.088429,Germany,,,,
Mainz,14939,Dressel 20,FSCIMNIANI,|FSCIM|/|NIANI|,8.279096,49.984188,am 12.Januar 1905 auf dem Gebiete des Reichen-Clara-Klosters an der Flachsmarkstrasse gefunden,Las Delicias,37.585951,-5.088429,Germany,,,,
Mainz,14940,Dressel 20,STATIANIENSIA,[S]T'A^TIA^NI^ENSI'A|,8.279096,49.984188,Mainz,Tarancón,37.649374,-5.197134,Germany,,,,
Mainz,14944,Dressel 20,STCA,|ST·CA|,8.279096,49.984188,Mainz,Las Sesenta,37.66096,-5.413805,Germany,,,,
Mainz,14949,Dressel 20,CTOSESAL,|C·TO·SE·SA^L|,8.279096,49.984188,Universitätskliniken,,,,Germany,,,,
Mainz,14950,Dressel 20,CTYCCL,|CTYC·CL|,8.279096,49.984188,bei Pav.19/20,,,,Germany,,,,
Mainz,14952,Dressel 20,TERTI,|TERT'I'|,8.279096,49.984188,Universitätsklinik,,,,Germany,,,,
Mainz,14953,Dressel 20,LVA,|LVA|,8.279096,49.984188,Mainz,Dehesa de Arriba,37.806796,-5.084004,Germany,,,,
Mainz,14954,Dressel 20,PVA,|P·V·A((corona))|,8.279096,49.984188,"zwischen Münsterstrasse und Walpodenstrasse, Erweiterungsbau der Familie Henkell",,,,Germany,,,,
Mainz,14958,Dressel 20,LVF,|L·V·F'|,8.279096,49.984188,Brunnenanlage,,,,Germany,,,,
Mainz,14966,Dressel 20,EVRI,|EV·RI|,8.279096,49.984188,a. 1969,,,,Germany,,,,
Mainz,14971,Dressel 20,LVALTROPHIMI,|L'·V^A^LT^ROP^H^IM^I|,8.279096,49.984188,bei Bau 8 a,Arva,37.623647,-5.604665,Germany,,,,
Mainz,14974,Dressel 20,LVTROPHIMI,|L·V·TROP^H^IM^I|,8.279096,49.984188,"Radweg/Am Stielchen, Westlich des Radweges, früher Weinbergstrasse",Arva,37.623647,-5.604665,Germany,,,,
Mainz,14974,Dressel 20,LVTROPHIMI,|L·V·TROP^H^IM^I|,8.279096,49.984188,"Radweg/Am Stielchen, Westlich des Radweges, früher Weinbergstrasse",La Catria,37.648779,-5.506146,Germany,,,,
Mainz,14974,Dressel 20,LVTROPHIMI,|L·V·TROP^H^IM^I|,8.279096,49.984188,"Radweg/Am Stielchen, Westlich des Radweges, früher Weinbergstrasse",Lora la Vieja,37.627358,-5.461938,Germany,,,,
Mainz,14975,Dressel 20,LVTROPHIMI,|L·V·TROP^H^IM^I|,8.279096,49.984188,Göttelmannstrasse,Arva,37.623647,-5.604665,Germany,,,,
Mainz,14975,Dressel 20,LVTROPHIMI,|L·V·TROP^H^IM^I|,8.279096,49.984188,Göttelmannstrasse,La Catria,37.648779,-5.506146,Germany,,,,
Mainz,14975,Dressel 20,LVTROPHIMI,|L·V·TROP^H^IM^I|,8.279096,49.984188,Göttelmannstrasse,Lora la Vieja,37.627358,-5.461938,Germany,,,,
Mainz,14976,Dressel 20,LVTROPHIMI,"LVTROPHIMI, sine imagine",8.279096,49.984188,Bereich der neuen Chirugie,Arva,37.623647,-5.604665,Germany,,,,
Mainz,14976,Dressel 20,LVTROPHIMI,"LVTROPHIMI, sine imagine",8.279096,49.984188,Bereich der neuen Chirugie,La Catria,37.648779,-5.506146,Germany,,,,
Mainz,14976,Dressel 20,LVTROPHIMI,"LVTROPHIMI, sine imagine",8.279096,49.984188,Bereich der neuen Chirugie,Lora la Vieja,37.627358,-5.461938,Germany,,,,
Mainz,14978,Dressel 20,LVV?,|L·[V]·V|,8.279096,49.984188,Spital,,,,Germany,,,,
Mainz,14979,Dressel 20,LVALVIT,|L·A'[L]·V[IT],8.279096,49.984188,Alteburg,,,,Germany,,,,
Mainz,14980,Dressel 20,LVALEAME,|{L·}V^A[^L]·[A^]M^E'^T',8.279096,49.984188,Weisenau,Dehesa de Arriba,37.806796,-5.084004,Germany,,,,
Mainz,14987,Dressel 20,VIRGIN,"VIRGIN, sine imagine",8.279096,49.984188,Mainz,Villar de Brenes,37.536615,-5.900952,Germany,,,,
Mainz,14991,Dressel 20,VIRIIII,|V'IR·IIII|,8.279096,49.984188,neue Apotheke,Villar de Brenes,37.536615,-5.900952,Germany,,,,
Mainz,18897,Dressel 20,PSPAC,|PsPAC|,8.279096,49.984188,Neubaten der Maierschen Brauerei (Geyl), 7/01/1903,,,,Germany,,,
Mainz,18898,Dressel 20,PAC,+PAC|,8.279096,49.984188,Mainz,,,,Germany,,,,
Mainz,18899,Dressel 20,PQAF,"|PQAF|, sine imagine",8.279096,49.984188,Mainz,La Catria,37.648779,-5.506146,Germany,,,,
Mainz,18900,Dressel 20,CALF,|C·A·L^F|,8.279096,49.984188,Mainz,,,,Germany,,,,
Mainz,18901,Dressel 20,QAGAPOL,|Q·A·G·APOL|,8.279096,49.984188,Weisenau,,,,Germany,,,,
Mainz,18902,Dressel 20,QAGEMELI,|Q·A·GEMELI|,8.279096,49.984188,"Bau, 406; sek. Bauschuttkippe St. Johann; 13/6/1991",,,,Germany,,,,
Mainz,18903,Dressel 20,PORLAR,|PORL^AR|,8.279096,49.984188,12/10/1905,La Catria,37.648779,-5.506146,Germany,,,,
Mainz,18904,Dressel 20,MAR,|M·A·R|,8.279096,49.984188,13/07/1955,Azanaque-Castillejo,37.617631,-5.556263,Germany,,,,
Mainz,18905,Dressel 20,MAR,|M·A·R|,8.279096,49.984188,nahe Bau 1, 4/4/1922,Azanaque-Castillejo,37.617631,-5.556263,Germany,,,
Mainz,18906,Dressel 20,MAR,|M'A'A'|,8.279096,49.984188,"Paul-Gerhardt-Weg, Fl.6, Profil W8-X8, Bl.117, Nr.11, 29.7. a. 1994.",Itálica,37.441422,-6.044948,Germany,,,,
Mainz,18907,Dressel 20,PQAR,|P·Q·A·R|,8.279096,49.984188,26/03/1960,,,,Germany,,,,
Mainz,18908,Dressel 20,CAE...,|C{A·}E'+,8.279096,49.984188,Mainz,,,,Germany,,,,
Mainz,18909,Dressel 20,LAEL,|L·A·EL|,8.279096,49.984188,a. 1968,Las Valbuenas,37.65358,-5.184784,Germany,,,,
Mainz,18910,Dressel 20,LAEL,|L·AEL'|,8.279096,49.984188,a. 1984,Las Valbuenas,37.65358,-5.184784,Germany,,,,
Mainz,18911,Dressel 20,MAELAEX,|MA^EL^A^EX|,8.279096,49.984188,"Profil C-D, Lesefund, Bl.1, Juni 1998.",El Mohino,37.723211,-5.246417,Germany,,,,
Mainz,18912,Dressel 20,QAELIOPTATI,[Q]A^EOP^TA[TI],8.279096,49.984188,"Zalhbacher Hang, a. 1967.",,,,Germany,,,,
Mainz,18914,Dressel 20,MAEMRVS,|M·A^EM·R'[VS],8.279096,49.984188,sek.: Aushub,1994-08-01,Arva,37.623647,-5.604665,Germany,,,
Mainz,18915,Dressel 20,LANTSVRI,|LA^N^TSVR^I|,8.279096,49.984188,Steinbruch, 3/1/1903,,,,Germany,,,
Mainz,18916,Dressel 20,GANTONIQVIETI (CANTONIQVIETI),|G·AN^TON^IQVI^E[TI],8.279096,49.984188,neuen Krankenhaus, aus einer Abfallgrube, 3/8/1927.,Alcolea del Río,37.615812,-5.668155,Germany,,
Mainz,18917,Dressel 20,CANTONIQVIETI,|[C]AN^TON^I[QVIETI],8.279096,49.984188,"sek:: Deponie Budenheim, Am Rhein, Juni/Juli 1998.",Alcolea del Río,37.615812,-5.668155,Germany,,,,
Mainz,18918,Dressel 20,CANTONIQVIETI,[C]A'N^T'ON^I·QVI^ET^I|,8.279096,49.984188,"Anbau Innenministerium, BerF, 1982.",Alcolea del Río,37.615812,-5.668155,Germany,,,,
Mainz,18919,Dressel 20,CANTQVIETI,|CA^N^TQVI^E'[TI],8.279096,49.984188,"Unterhaus-Vorgelände, Lesefund 1990.",,,,Germany,,,,
Mainz,18920,Dressel 20,MATM,|MA^TM,8.279096,49.984188,a. 1969.,,,,Germany,,,,
Mainz,18921,Dressel 20,LATRVS,|LA^TRVS|,8.279096,49.984188,"Fl.2, Sch.1, Lesefund, 1988.",,,,Germany,,,,
Mainz,18922,Dressel 20,ACIRC,|ACIRC|,8.279096,49.984188,a. 1965/66.,La Catria,37.648779,-5.506146,Germany,,,,
Mainz,18923,Dressel 20,ACIRCIF,|ACIRCIF'|,8.279096,49.984188,Mainz,,,,Germany,,,,
Mainz,18924,Dressel 20,ACIRCI,|ACIRCI|,8.279096,49.984188,Steinbruch, 3/1/1903.,Itálica,37.441422,-6.044948,Germany,,,
Mainz,18925,Dressel 20,FIGLINAACIRGIMSMMAVRIANI,|FIGLIN·ACIRGI/|M·S·MAVRIA^N^I,8.279096,49.984188,"NS-Profil aus Brandschutt, Lesefunde Nr. 13; a. 4/10/1994.",,,,Germany,,,,
Mainz,18926,Dressel 20,ARAXIFM,|A'RAXIF'M|,8.279096,49.984188,"NS-Profil aus Brandschutt, Lesefunde Nr. 13; a. 4/10/1994.",Malpica Sur,37.67842,-5.21428,Germany,,,,
Mainz,18928,Dressel 20,ARVA,|A^R'VA|,8.279096,49.984188,Lesefunde, 13/10/1992.,Arva,37.623647,-5.604665,Germany,,,
Mainz,18929,Dressel 20,ATITTAE,|A^TIT'·T^A^E|,8.279096,49.984188,Snitt 7, gosse Grube am Südostende, a. 1957.,Berro II,37.673121,-5.430593,Germany,,
Mainz,18930,Dressel 20,AVG...N,[A]V'G(-)N|,8.279096,49.984188,Mainz,Los Villares,37.587337,-5.79237,Germany,,,,
Mainz,18931,Dressel 20,B,|B|,8.279096,49.984188,"Neideckerstrasse 16; Römische Siedlung, Bl.1, Nr. 7-11; 2/7/1996.",,,,Germany,,,,
Mainz,18933,Dressel 20,MCC,|MCC((palma))|,8.279096,49.984188,"Parz. 155/1, Lesefund, Januar-April 1987.",Cerro de los Pesebres,37.752937,-5.211861,Germany,,,,
Mainz,18933,Dressel 20,MCC,|MCC((palma))|,8.279096,49.984188,"Parz. 155/1, Lesefund, Januar-April 1987.",Madueño,37.687599,-5.274237,Germany,,,,
Mainz,18934,Dressel 20,QCC,|Q((hedera))CC((hedera))|,8.279096,49.984188,"Steinbruch, Planqu.46, Lesefunde; 16/8/1962.",Las Sesenta,37.66096,-5.413805,Germany,,,,
Mainz,18935,Dressel 20,QCCL,|Q·C·C·L|,8.279096,49.984188,Lesefunde, Grab.50.,Las Sesenta,37.66096,-5.413805,Germany,,,
Mainz,18936,Dressel 20,LCFPO?,|L·C·F·P·O+,8.279096,49.984188,Mainz,,,,Germany,,,,
Mainz,18937,Dressel 20,QCI,|QCI|,8.279096,49.984188,Mainz,,,,Germany,,,,
Mainz,18938,Dressel 20,SCLC,|SCLC|,8.279096,49.984188,Mainz,Doña Mencía,37.638263,-5.165148,Germany,,,,
Mainz,18939,Dressel 20,SCLC,|[Sclc,8.279096,49.984188,Mainz,Doña Mencía,37.638263,-5.165148,Germany,,,,
Mainz,18940,Dressel 20,VCLC,V·CL·C],8.279096,49.984188,Mainz,,,,Germany,,,,
Mainz,18941,Dressel 20,PCM,|P'C'M+,8.279096,49.984188,Mainz,,,,Germany,,,,
Mainz,18942,Dressel 20,QCR,|QCR|,8.279096,49.984188,Mainz,Sevilla,37.389076,-5.984443,Germany,,,,
Mainz,18943,Dressel 20,QCR,QCR|,8.279096,49.984188,Mainz,Sevilla,37.389076,-5.984443,Germany,,,,
Mainz,18944,Dressel 20,QCR,|Q·C·R|,8.279096,49.984188,Mainz,Sevilla,37.389076,-5.984443,Germany,,,,
Mainz,18945,Dressel 20,QCRM,|QCRM'|,8.279096,49.984188,Mainz,,,,Germany,,,,
Mainz,18946,Dressel 20,QCRV,|Q{C·}RV|,8.279096,49.984188,"Steinbruch, Planqu. 7/8.",,,,Germany,,,,
Mainz,18947,Dressel 20,LCSOL,|L·C·SOL|,8.279096,49.984188,Bau 606, a. 1985,La Catria Alta,37.647033,-5.499099,Germany,,,
Mainz,18948,Dressel 20,LCVFP,LCVFP],8.279096,49.984188,a. 1981.,,,,Germany,,,,
Mainz,18949,Dressel 20,PCAEHER,|PC^A^EH^ER|,8.279096,49.984188,Probeschurf, Lesefunde,1998-03-01,La Mallena,37.667482,-5.472436,Germany,,
Mainz,18950,Dressel 20,QCALMARSI,[QC]ALM^A^RSI|,8.279096,49.984188,Schitt XXVII, Grube am Nordende des Schnittes, a. 1928/29.,,,,Germany,,
Mainz,18951,Dressel 20,QCALMARSI,|Q·CA^L·M^A^RSI|,8.279096,49.984188,Lesefund, a. 1988,,,,Germany,,,
Mainz,18952,Dressel 20,IICAMILIMELISSI,|IICAMILI|/|MELISSI|,8.279096,49.984188,a. 1967,Arva,37.623647,-5.604665,Germany,,,,
Mainz,18952,Dressel 20,IICAMILIMELISSI,|IICAMILI|/|MELISSI|,8.279096,49.984188,a. 1967,Las Delicias,37.585951,-5.088429,Germany,,,,
Mainz,18953,Dressel 20,...VCLE...,+V·C'L'E'+,8.279096,49.984188,Pavillon 19, a. 1910.,,,,Germany,,,
Mainz,18954,Dressel 20,FCAERARI,|F'CAERARI,8.279096,49.984188,Fundstelle 15, gemauerter Keller, a. 16/26.6.1975.,Villaseca,37.796848,-5.030238,Germany,,
Mainz,18955,Dressel 20,CALPVRQVA?,|CA^L^PV^RQ+,8.279096,49.984188,a. 1.8.1927.,Madre Vieja II,37.646808,-5.413495,Germany,,,,
Mainz,18956,Dressel 20,DIORN,|D'IORN|,8.279096,49.984188,Bau 606, a. 1986,,,,Germany,,,
Mainz,18957,Dressel 20,KVF.../COLL...,|KV'·F+/|COL·L+,8.279096,49.984188,a. 1984.,,,,Germany,,,,
Mainz,18958,Dressel 20,CONSF?,|C''O'NSF'|,8.279096,49.984188,Scnitt XIIIa, Grabenfüllung, a. 1928.,Azanaque-Castillejo,37.617631,-5.556263,Germany,,
Mainz,18958,Dressel 20,CONSF?,|C''O'NSF'|,8.279096,49.984188,Scnitt XIIIa, Grabenfüllung, a. 1928.,Castillo de Azanaque,37.617172,-5.565544,Germany,,
Mainz,18959,Dressel 20,CA...,CA'+,8.279096,49.984188,Anfang 70er Jahre.,,,,Germany,,,,
Mainz,18960,Dressel 20,DOM,|DOM|,8.279096,49.984188,Lesefund, a. 1986/87,Alcolea del Río,37.615812,-5.668155,Germany,,,
Mainz,18961,Dressel 20,DOMS,|DOMS|,8.279096,49.984188,a. 25.2.1967,Alcolea del Río,37.615812,-5.668155,Germany,,,,
Mainz,18962,Dressel 20,CEFP,|CEFP|,8.279096,49.984188,Mainz,La Catria,37.648779,-5.506146,Germany,,,,
Mainz,18963,Dressel 20,PELC,"PELC, sine imagine.",8.279096,49.984188,Mainz,,,,Germany,,,,
Mainz,18965,Dressel 20,DESVSV,"DESVSV, sine imagine.",8.279096,49.984188,Baustelle Ecke Kirchshofs- und Langgasse.,,,,Germany,,,,
Mainz,18966,Dressel 20,IIIENNIIVL,|IIIE'NN^I·IV^L((hedera)),8.279096,49.984188,Lager,huerta del río,37.660348,-5.507948,Germany,,,,
Mainz,18967,Dressel 20,IIIENNIIVL,[III]E'NN^IIV^L((corona)),8.279096,49.984188,Lesefunde bei Fundament, a. 13.5.1998.,huerta del río,37.660348,-5.507948,Germany,,,
Mainz,18968,Dressel 20,EROTIS,|EROTIs|,8.279096,49.984188,Kästrich, Fdst.30, a. 15.7.1967.,Azanaque-Castillejo,37.617631,-5.556263,Germany,,
Mainz,18969,Dressel 20,FM,|FM|,8.279096,49.984188,"Fl.S, aus 199; a. 13.10.1996.",Malpica Sur,37.67842,-5.21428,Germany,,,,
Mainz,18970,Dressel 20,LFCCVCAT,|LF'CCVCAT|,8.279096,49.984188,Hilton II, a. 1981,Isla del Castillo,37.621484,-5.134134,Germany,,,
Mainz,18970,Dressel 20,LFCCVCAT,|LF'CCVCAT|,8.279096,49.984188,Hilton II, a. 1981,Las Ánimas,37.635572,-5.153187,Germany,,,
Mainz,18971,Dressel 20,LFCCVFCAT,[L]CCVFCA'[T],8.279096,49.984188,"Hilton II; Komplex 132; Lesefunde, 5/6.11.1981.",Isla del Castillo,37.621484,-5.134134,Germany,,,,
Mainz,18971,Dressel 20,LFCCVFCAT,[L]CCVFCA'[T],8.279096,49.984188,"Hilton II; Komplex 132; Lesefunde, 5/6.11.1981.",Las Ánimas,37.635572,-5.153187,Germany,,,,
Mainz,18972,Dressel 20,LFCCVFCAT,|L'FCCV'[FCAT],8.279096,49.984188,a. 16.05.1958.,Isla del Castillo,37.621484,-5.134134,Germany,,,,
Mainz,18972,Dressel 20,LFCCVFCAT,|L'FCCV'[FCAT],8.279096,49.984188,a. 16.05.1958.,Las Ánimas,37.635572,-5.153187,Germany,,,,
Mainz,18973,Dressel 20,MFC,M'FC,8.279096,49.984188,Mainz,,,,Germany,,,,
Mainz,18974,Dressel 20,QFC,Q'FC|,8.279096,49.984188,bauschuttkippe westlich der Universität, a. 5.11.1994.,Peñaflor,37.70557,-5.348518,Germany,,,
Mainz,18975,Dressel 20,QFC,|Q·F·C·|,8.279096,49.984188,südlich Proviantamt, a. 1979/80.,Peñaflor,37.70557,-5.348518,Germany,,,
Mainz,18976,Dressel 20,MFE,|M·F·E|,8.279096,49.984188,Kanalbau bei Baracke 1, a. 10.8.1921.,,,,Germany,,,
Mainz,18977,Dressel 20,DFF?,[D]FF,8.279096,49.984188,n° 12, Eisener Turm, Ende 50er Jahre.,,,,Germany,,
Mainz,18977,Dressel 20,PNNF,|PNN^F|,8.279096,49.984188,n° 12, Eisener Turm, Ende 50er Jahre.,,,,Germany,,
Mainz,18978,Dressel 20,LFO,|L·F·O|,8.279096,49.984188,"Baugrube Nordstern-Versicherung, a. 1976.",Sevilla,37.389076,-5.984443,Germany,,,,
Mainz,18979,Dressel 20,MFS,|M·F·S!|,8.279096,49.984188,bauschuttkippe westlich der Universität, a. 5.11.1994.,Alcotrista,37.614189,-5.115609,Germany,,,
Mainz,18980,Dressel 20,CFVAC?,|C·FVAC'|,8.279096,49.984188,Kelerverfüllung, a. 21.6.1986.,,,,Germany,,,
Mainz,18981,Dressel 20,QFLVPI & QFVLPI,|Q·F·V^L^P^I|,8.279096,49.984188,Moritz-/Dr. Friedrich-Kirchhoff-Strasse, Kanalgraben neben Laternenpfahl, a. 15.9.58,Las Sesenta,37.66096,-5.413805,Germany,,
Mainz,18982,Dressel 20,MFV...,|M·F·V+,8.279096,49.984188,Lesefund, a. 1961,,,,Germany,,,
Mainz,18983,Dressel 20,FINE,|FINE|,8.279096,49.984188,Ber.I, Fl.3, Bl.37, Schuttschicht unter Hypokaustboden, a. 26.10.1993.,,,,Germany
Mainz,18985,Dressel 20,FRVCTI,|FRVCTI|,8.279096,49.984188,"Fl.3; Verfüllung von 83, 1. Schicht, 24.9.1996.",,,,Germany,,,,
Mainz,18986,Dressel 20,FVSCI,|FVSCI|,8.279096,49.984188,Hotel Römerkeller,1967-01-01,,,,Germany,,,
Mainz,18987,Dressel 20,CHIL,|C·H^I^L|,8.279096,49.984188,"Heiligkreuzweg, 19-21/Göttelmannstrasse, ecke; 1975/76.",,,,Germany,,,,
Mainz,18988,Dressel 20,HERMESF,|HERMESF|,8.279096,49.984188,Realschule,21/07/02,Villar de Brenes,37.536615,-5.900952,Germany,,,
